city,date,ticker,side,p_model,cost,n,ev_pred,won,pnl
NYC,2026-08-07,KXHIGHNY-26AUG07-T89,no,0.978,0.93,43,0.043,True,2.81
NYC,2026-08-07,KXHIGHNY-26AUG07-B93.5,yes,0.317,0.04,249,0.274,False,-10.63
NYC,2026-08-07,KXHIGHNY-26AUG07-B91.5,no,0.763,0.64,62,0.107,False,-40.68
NYC,2026-08-07,KXHIGHNY-26AUG07-B89.5,no,0.906,0.54,74,0.348,True,32.75
NYC,2026-08-06,KXHIGHNY-26AUG06-T88,no,0.796,0.56,71,0.218,True,30.01
NYC,2026-08-06,KXHIGHNY-26AUG06-B92.5,yes,0.158,0.02,227,0.136,False,-4.86
NYC,2026-08-06,KXHIGHNY-26AUG06-B90.5,yes,0.294,0.11,363,0.177,False,-42.42
NYC,2026-08-06,KXHIGHNY-26AUG06-B88.5,no,0.708,0.52,76,0.171,False,-40.85
NYC,2026-08-05,KXHIGHNY-26AUG05-T80,yes,0.133,0.02,118,0.112,False,-2.53
NYC,2026-08-05,KXHIGHNY-26AUG05-B86.5,yes,0.075,0.03,73,0.043,False,-2.34
NYC,2026-08-05,KXHIGHNY-26AUG05-B84.5,no,0.789,0.73,54,0.046,True,13.83
NYC,2026-08-05,KXHIGHNY-26AUG05-B82.5,no,0.685,0.42,95,0.248,False,-41.52
NYC,2026-08-05,KXHIGHNY-26AUG05-B80.5,yes,0.251,0.13,169,0.113,False,-23.31
NYC,2026-08-04,KXHIGHNY-26AUG04-T81,yes,0.727,0.05,155,0.674,False,-8.27
NYC,2026-08-04,KXHIGHNY-26AUG04-B85.5,no,0.988,0.95,42,0.035,True,1.96
NYC,2026-08-04,KXHIGHNY-26AUG04-B83.5,no,0.935,0.38,105,0.538,False,-41.64
NYC,2026-08-04,KXHIGHNY-26AUG04-B81.5,no,0.805,0.73,54,0.061,True,13.83
NYC,2026-08-03,KXHIGHNY-26AUG03-T80,no,0.899,0.78,51,0.107,True,10.6
NYC,2026-08-03,KXHIGHNY-26AUG03-B82.5,yes,0.317,0.2,200,0.105,False,-42.24
NYC,2026-08-03,KXHIGHNY-26AUG03-B80.5,no,0.778,0.45,88,0.31,False,-41.13
NYC,2026-08-02,KXHIGHNY-26AUG02-T80,yes,0.094,0.03,90,0.062,False,-2.89
NYC,2026-08-02,KXHIGHNY-26AUG02-B86.5,yes,0.103,0.04,289,0.06,False,-12.34
NYC,2026-08-02,KXHIGHNY-26AUG02-B84.5,yes,0.247,0.19,210,0.046,False,-42.17
NYC,2026-08-02,KXHIGHNY-26AUG02-B82.5,no,0.684,0.5,80,0.167,False,-41.4
NYC,2026-08-02,KXHIGHNY-26AUG02-B80.5,no,0.785,0.73,54,0.041,True,13.83
NYC,2026-08-01,KXHIGHNY-26AUG01-B88.5,yes,0.24,0.06,379,0.176,False,-24.24
NYC,2026-08-01,KXHIGHNY-26AUG01-B86.5,yes,0.317,0.27,148,0.033,True,105.99
NYC,2026-08-01,KXHIGHNY-26AUG01-B84.5,no,0.778,0.37,108,0.391,True,66.27
NYC,2026-08-01,KXHIGHNY-26AUG01-B82.5,yes,0.083,0.05,91,0.03,False,-4.86
NYC,2026-07-31,KXHIGHNY-26JUL31-T82,yes,0.064,0.03,81,0.032,False,-2.6
NYC,2026-07-31,KXHIGHNY-26JUL31-B88.5,yes,0.136,0.03,84,0.104,False,-2.7
NYC,2026-07-31,KXHIGHNY-26JUL31-B84.5,no,0.696,0.4,100,0.279,False,-41.68
NYC,2026-07-30,KXHIGHNY-26JUL30-T77,yes,0.67,0.35,114,0.304,True,72.28
NYC,2026-07-30,KXHIGHNY-26JUL30-B77.5,no,0.774,0.42,95,0.337,True,53.48
NYC,2026-07-29,KXHIGHNY-26JUL29-T83,yes,0.078,0.02,101,0.056,False,-2.16
NYC,2026-07-29,KXHIGHNY-26JUL29-B82.5,yes,0.195,0.13,191,0.057,False,-26.35
NYC,2026-07-29,KXHIGHNY-26JUL29-B80.5,no,0.689,0.63,63,0.042,False,-40.72
NYC,2026-07-29,KXHIGHNY-26JUL29-B78.5,no,0.736,0.65,61,0.07,True,20.37
NYC,2026-07-28,KXHIGHNY-26JUL28-T84,yes,0.112,0.02,51,0.091,False,-1.09
NYC,2026-07-28,KXHIGHNY-26JUL28-B83.5,yes,0.233,0.03,169,0.201,False,-5.42
NYC,2026-07-28,KXHIGHNY-26JUL28-B81.5,yes,0.317,0.25,160,0.054,False,-42.1
NYC,2026-07-28,KXHIGHNY-26JUL28-B79.5,no,0.77,0.5,80,0.253,False,-41.4
NYC,2026-07-27,KXHIGHNY-26JUL27-T88,yes,0.166,0.02,18,0.144,False,-0.39
NYC,2026-07-27,KXHIGHNY-26JUL27-B87.5,yes,0.273,0.03,20,0.241,False,-0.65
NYC,2026-07-27,KXHIGHNY-26JUL27-B85.5,yes,0.307,0.27,148,0.024,False,-42.01
NYC,2026-07-27,KXHIGHNY-26JUL27-B83.5,no,0.816,0.52,76,0.278,False,-40.85
NYC,2026-07-27,KXHIGHNY-26JUL27-B81.5,no,0.941,0.81,49,0.121,True,8.78
NYC,2026-07-26,KXHIGHNY-26JUL26-T81,yes,0.075,0.04,7,0.033,False,-0.3
NYC,2026-07-26,KXHIGHNY-26JUL26-B85.5,yes,0.267,0.14,248,0.118,True,211.18
NYC,2026-07-26,KXHIGHNY-26JUL26-B83.5,no,0.69,0.4,95,0.273,True,55.4
NYC,2026-07-26,KXHIGHNY-26JUL26-B81.5,no,0.808,0.74,54,0.055,True,13.31
NYC,2026-07-25,KXHIGHNY-26JUL25-T80,yes,0.152,0.06,261,0.088,False,-16.7
NYC,2026-07-25,KXHIGHNY-26JUL25-B86.5,yes,0.065,0.02,28,0.044,False,-0.6
NYC,2026-07-25,KXHIGHNY-26JUL25-B84.5,yes,0.195,0.05,203,0.142,False,-10.83
NYC,2026-07-25,KXHIGHNY-26JUL25-B82.5,no,0.689,0.46,86,0.211,True,44.94
NYC,2026-07-25,KXHIGHNY-26JUL25-B80.5,no,0.736,0.64,62,0.08,False,-40.68
NYC,2026-07-24,KXHIGHNY-26JUL24-T81,no,0.919,0.87,45,0.041,True,5.49
NYC,2026-07-24,KXHIGHNY-26JUL24-B85.5,yes,0.26,0.02,190,0.239,False,-4.07
NYC,2026-07-24,KXHIGHNY-26JUL24-B83.5,yes,0.313,0.25,160,0.049,True,117.9
NYC,2026-07-24,KXHIGHNY-26JUL24-B81.5,no,0.8,0.39,102,0.394,True,60.52
NYC,2026-07-23,KXHIGHNY-26JUL23-B85.5,yes,0.122,0.02,483,0.101,False,-10.33
NYC,2026-07-23,KXHIGHNY-26JUL23-B83.5,yes,0.267,0.05,338,0.213,False,-18.03
NYC,2026-07-23,KXHIGHNY-26JUL23-B81.5,no,0.69,0.54,74,0.132,True,32.75
NYC,2026-07-23,KXHIGHNY-26JUL23-B79.5,no,0.808,0.57,70,0.221,False,-41.11
NYC,2026-07-22,KXHIGHNY-26JUL22-B88.5,yes,0.136,0.04,130,0.093,False,-5.55
NYC,2026-07-22,KXHIGHNY-26JUL22-B86.5,no,0.721,0.66,60,0.046,True,19.45
NYC,2026-07-22,KXHIGHNY-26JUL22-B84.5,no,0.696,0.57,70,0.109,False,-41.11
NYC,2026-07-21,KXHIGHNY-26JUL21-T79,no,0.584,0.45,88,0.117,True,46.87
NYC,2026-07-21,KXHIGHNY-26JUL21-B83.5,yes,0.065,0.04,172,0.022,False,-7.35
NYC,2026-07-21,KXHIGHNY-26JUL21-B81.5,yes,0.195,0.15,266,0.036,True,223.72
NYC,2026-07-20,KXHIGHNY-26JUL20-T84,yes,0.455,0.03,68,0.423,False,-2.18
NYC,2026-07-20,KXHIGHNY-26JUL20-B79.5,no,0.945,0.65,61,0.28,True,20.37
NYC,2026-07-19,KXHIGHNY-26JUL19-B84.5,yes,0.109,0.05,175,0.056,False,-9.34
NYC,2026-07-18,KXHIGHNY-26JUL18-T86,yes,0.913,0.02,14,0.891,False,-0.3
NYC,2026-07-18,KXHIGHNY-26JUL18-T79,no,1.0,0.37,108,0.614,False,-41.73
NYC,2026-07-18,KXHIGHNY-26JUL18-B79.5,no,1.0,0.7,57,0.285,True,16.26
NYC,2026-07-17,KXHIGHNY-26JUL17-T90,yes,0.375,0.02,70,0.354,False,-1.5
NYC,2026-07-17,KXHIGHNY-26JUL17-T83,no,0.998,0.94,42,0.054,True,2.35
NYC,2026-07-17,KXHIGHNY-26JUL17-B89.5,yes,0.316,0.07,124,0.241,False,-9.25
NYC,2026-07-17,KXHIGHNY-26JUL17-B85.5,no,0.922,0.62,64,0.286,False,-40.74
NYC,2026-07-16,KXHIGHNY-26JUL16-T89,no,0.994,0.44,90,0.537,False,-41.16
NYC,2026-07-16,KXHIGHNY-26JUL16-B95.5,yes,0.302,0.02,32,0.281,False,-0.69
NYC,2026-07-16,KXHIGHNY-26JUL16-B93.5,yes,0.282,0.06,244,0.218,False,-15.61
NYC,2026-07-16,KXHIGHNY-26JUL16-B89.5,no,0.963,0.75,53,0.2,True,12.55
NYC,2026-07-15,KXHIGHNY-26JUL15-T97,no,0.954,0.5,80,0.436,False,-41.4
NYC,2026-07-15,KXHIGHNY-26JUL15-T104,yes,0.057,0.02,49,0.035,False,-1.05
NYC,2026-07-15,KXHIGHNY-26JUL15-B99.5,yes,0.287,0.11,164,0.17,False,-19.17
NYC,2026-07-15,KXHIGHNY-26JUL15-B97.5,no,0.853,0.61,65,0.226,True,24.26
NYC,2026-07-15,KXHIGHNY-26JUL15-B101.5,yes,0.298,0.02,145,0.277,False,-3.1
NYC,2026-07-14,KXHIGHNY-26JUL14-T97,yes,0.222,0.02,60,0.2,False,-1.29
NYC,2026-07-14,KXHIGHNY-26JUL14-B96.5,yes,0.298,0.2,200,0.087,False,-42.24
NYC,2026-07-14,KXHIGHNY-26JUL14-B94.5,no,0.713,0.56,71,0.136,True,30.01
NYC,2026-07-12,KXHIGHNY-26JUL12-B88.5,yes,0.143,0.02,141,0.122,False,-3.02
NYC,2026-07-12,KXHIGHNY-26JUL12-B86.5,yes,0.284,0.04,193,0.241,False,-8.24
NYC,2026-07-11,KXHIGHNY-26JUL11-B83.5,yes,0.085,0.03,236,0.053,False,-7.57
NYC,2026-07-10,KXHIGHNY-26JUL10-T87,no,0.839,0.5,80,0.321,False,-41.4
NYC,2026-07-10,KXHIGHNY-26JUL10-B91.5,yes,0.188,0.02,1,0.166,False,-0.03
NYC,2026-07-10,KXHIGHNY-26JUL10-B89.5,yes,0.309,0.08,329,0.224,False,-28.02
NYC,2026-07-10,KXHIGHNY-26JUL10-B87.5,no,0.73,0.59,67,0.123,True,26.33
NYC,2026-07-08,KXHIGHNY-26JUL08-B80.5,yes,0.251,0.14,252,0.102,False,-37.41
NYC,2026-07-08,KXHIGHNY-26JUL08-B78.5,yes,0.106,0.05,237,0.053,False,-12.64
NYC,2026-07-07,KXHIGHNY-26JUL07-B75.5,yes,0.309,0.04,336,0.266,False,-14.35
NYC,2026-07-06,KXHIGHNY-26JUL06-T75,no,0.176,0.08,287,0.091,False,-24.44
NYC,2026-07-06,KXHIGHNY-26JUL06-B75.5,yes,0.136,0.1,394,0.03,False,-41.89
NYC,2026-07-05,KXHIGHNY-26JUL05-B90.5,yes,0.097,0.02,169,0.075,False,-3.62
NYC,2026-07-05,KXHIGHNY-26JUL05-B88.5,yes,0.24,0.02,30,0.219,False,-0.65
NYC,2026-07-05,KXHIGHNY-26JUL05-B86.5,yes,0.317,0.11,264,0.2,False,-30.85
NYC,2026-07-04,KXHIGHNY-26JUL04-T98,no,0.848,0.09,100,0.753,False,-9.58
NYC,2026-07-04,KXHIGHNY-26JUL04-B98.5,yes,0.264,0.08,391,0.179,False,-33.3
NYC,2026-07-03,KXHIGHNY-26JUL03-B100.5,no,0.881,0.46,86,0.403,True,44.94
NYC,2026-07-02,KXHIGHNY-26JUL02-T99,no,0.973,0.81,49,0.152,True,8.78
NYC,2026-07-02,KXHIGHNY-26JUL02-T106,yes,0.09,0.02,79,0.069,False,-1.69
NYC,2026-07-02,KXHIGHNY-26JUL02-B99.5,no,0.894,0.47,85,0.406,False,-41.44
NYC,2026-07-01,KXHIGHNY-26JUL01-T92,no,0.996,0.86,46,0.127,True,6.05
NYC,2026-07-01,KXHIGHNY-26JUL01-B98.5,yes,0.309,0.02,39,0.287,False,-0.84
NYC,2026-07-01,KXHIGHNY-26JUL01-B96.5,yes,0.27,0.06,231,0.206,False,-14.78
NYC,2026-07-01,KXHIGHNY-26JUL01-B94.5,no,0.874,0.64,62,0.218,True,21.32
NYC,2026-07-01,KXHIGHNY-26JUL01-B92.5,no,0.969,0.56,71,0.392,False,-40.99
NYC,2026-06-30,KXHIGHNY-26JUN30-T90,yes,0.662,0.23,173,0.419,False,-41.94
NYC,2026-06-30,KXHIGHNY-26JUN30-B89.5,no,0.77,0.47,85,0.283,True,43.56
NYC,2026-06-30,KXHIGHNY-26JUN30-B87.5,no,0.912,0.73,54,0.168,False,-40.17
NYC,2026-06-29,KXHIGHNY-26JUN29-T86,yes,0.839,0.35,114,0.473,True,72.28
NYC,2026-06-29,KXHIGHNY-26JUN29-B85.5,no,0.874,0.44,90,0.417,True,48.84
NYC,2026-06-29,KXHIGHNY-26JUN29-B83.5,no,0.969,0.94,42,0.025,True,2.35
NYC,2026-06-28,KXHIGHNY-26JUN28-T84,yes,0.137,0.03,312,0.105,False,-10.0
NYC,2026-06-28,KXHIGHNY-26JUN28-B79.5,no,0.793,0.76,52,0.02,True,11.81
NYC,2026-06-28,KXHIGHNY-26JUN28-B77.5,yes,0.073,0.02,381,0.051,False,-8.15
NYC,2026-06-26,KXHIGHNY-26JUN26-T88,yes,0.423,0.02,4,0.401,False,-0.09
NYC,2026-06-26,KXHIGHNY-26JUN26-T81,no,0.999,0.96,41,0.036,False,-39.48
NYC,2026-06-26,KXHIGHNY-26JUN26-B87.5,yes,0.31,0.03,200,0.278,False,-6.41
NYC,2026-06-26,KXHIGHNY-26JUN26-B85.5,no,0.808,0.76,52,0.035,True,11.81
NYC,2026-06-26,KXHIGHNY-26JUN26-B83.5,no,0.937,0.54,74,0.379,True,32.75
NYC,2026-06-26,KXHIGHNY-26JUN26-B81.5,no,0.989,0.78,51,0.197,True,10.6
NYC,2026-06-25,KXHIGHNY-26JUN25-T86,yes,0.273,0.02,71,0.252,False,-1.52
NYC,2026-06-25,KXHIGHNY-26JUN25-B85.5,yes,0.311,0.09,348,0.216,False,-33.32
NYC,2026-06-25,KXHIGHNY-26JUN25-B83.5,no,0.736,0.62,64,0.099,False,-40.74
CHI,2026-08-20,KXHIGHCHI-26AUG20-T77,yes,0.181,0.02,34,0.16,False,-0.73
CHI,2026-08-20,KXHIGHCHI-26AUG20-B83.5,yes,0.072,0.03,26,0.04,False,-0.84
CHI,2026-08-20,KXHIGHCHI-26AUG20-B81.5,yes,0.188,0.15,149,0.029,False,-23.68
CHI,2026-08-20,KXHIGHCHI-26AUG20-B79.5,no,0.714,0.36,35,0.338,True,21.83
CHI,2026-08-19,KXHIGHCHI-26AUG19-T81,yes,0.475,0.1,180,0.368,False,-19.14
CHI,2026-08-19,KXHIGHCHI-26AUG19-B80.5,no,0.721,0.65,61,0.055,False,-40.63
CHI,2026-08-19,KXHIGHCHI-26AUG19-B78.5,no,0.829,0.53,75,0.282,True,33.94
CHI,2026-08-18,KXHIGHCHI-26AUG18-B84.5,no,0.969,0.91,43,0.053,True,3.62
CHI,2026-08-18,KXHIGHCHI-26AUG18-B82.5,no,0.887,0.59,67,0.28,True,26.33
CHI,2026-08-18,KXHIGHCHI-26AUG18-B80.5,no,0.763,0.55,72,0.196,False,-40.85
CHI,2026-08-18,KXHIGHCHI-26AUG18-B78.5,yes,0.291,0.06,137,0.227,False,-8.77
CHI,2026-08-17,KXHIGHCHI-26AUG17-T78,yes,0.859,0.23,173,0.616,False,-41.94
CHI,2026-08-17,KXHIGHCHI-26AUG17-B80.5,no,0.971,0.86,46,0.102,True,6.05
CHI,2026-08-17,KXHIGHCHI-26AUG17-B78.5,no,0.893,0.4,34,0.476,False,-14.18
CHI,2026-08-16,KXHIGHCHI-26AUG16-T82,yes,0.153,0.03,13,0.121,False,-0.42
CHI,2026-08-16,KXHIGHCHI-26AUG16-B88.5,yes,0.086,0.04,51,0.044,False,-2.18
CHI,2026-08-16,KXHIGHCHI-26AUG16-B86.5,no,0.793,0.56,60,0.216,False,-34.64
CHI,2026-08-16,KXHIGHCHI-26AUG16-B84.5,no,0.71,0.6,34,0.093,True,13.02
CHI,2026-08-16,KXHIGHCHI-26AUG16-B82.5,yes,0.239,0.12,65,0.111,False,-8.29
CHI,2026-08-15,KXHIGHCHI-26AUG15-T81,yes,0.758,0.66,14,0.082,False,-9.46
CHI,2026-08-15,KXHIGHCHI-26AUG15-B81.5,no,0.832,0.77,44,0.049,False,-34.43
CHI,2026-08-14,KXHIGHCHI-26AUG14-T76,yes,0.235,0.03,409,0.203,False,-13.11
CHI,2026-08-14,KXHIGHCHI-26AUG14-B80.5,no,0.845,0.56,71,0.267,False,-40.99
CHI,2026-08-14,KXHIGHCHI-26AUG14-B76.5,yes,0.275,0.19,196,0.075,False,-39.36
CHI,2026-08-13,KXHIGHCHI-26AUG13-T76,yes,0.466,0.02,38,0.444,False,-0.82
CHI,2026-08-13,KXHIGHCHI-26AUG13-B82.5,no,0.986,0.87,45,0.108,True,5.49
CHI,2026-08-13,KXHIGHCHI-26AUG13-B80.5,no,0.936,0.58,68,0.339,True,27.4
CHI,2026-08-13,KXHIGHCHI-26AUG13-B78.5,no,0.825,0.74,54,0.072,True,13.31
CHI,2026-08-12,KXHIGHCHI-26AUG12-B82.5,no,0.881,0.77,51,0.099,False,-39.91
CHI,2026-08-12,KXHIGHCHI-26AUG12-B80.5,no,0.758,0.59,67,0.151,True,26.33
CHI,2026-08-11,KXHIGHCHI-26AUG11-T80,yes,0.832,0.5,80,0.314,False,-41.4
CHI,2026-08-11,KXHIGHCHI-26AUG11-B82.5,no,0.963,0.84,47,0.114,True,7.07
CHI,2026-08-11,KXHIGHCHI-26AUG11-B80.5,no,0.875,0.64,62,0.219,False,-40.68
CHI,2026-08-10,KXHIGHCHI-26AUG10-T82,yes,0.54,0.04,16,0.497,False,-0.69
CHI,2026-08-10,KXHIGHCHI-26AUG10-B86.5,no,0.954,0.84,39,0.105,True,5.87
CHI,2026-08-10,KXHIGHCHI-26AUG10-B84.5,no,0.857,0.49,25,0.35,True,12.31
CHI,2026-08-09,KXHIGHCHI-26AUG09-T90,yes,0.445,0.03,2,0.413,False,-0.07
CHI,2026-08-09,KXHIGHCHI-26AUG09-B89.5,yes,0.284,0.07,26,0.21,False,-1.94
CHI,2026-08-09,KXHIGHCHI-26AUG09-B87.5,no,0.816,0.78,24,0.024,True,4.99
CHI,2026-08-09,KXHIGHCHI-26AUG09-B85.5,no,0.93,0.54,74,0.373,False,-41.25
CHI,2026-08-09,KXHIGHCHI-26AUG09-B83.5,no,0.985,0.84,47,0.135,True,7.07
CHI,2026-08-08,KXHIGHCHI-26AUG08-T88,yes,0.118,0.03,6,0.086,False,-0.2
CHI,2026-08-08,KXHIGHCHI-26AUG08-B85.5,no,0.709,0.46,84,0.231,True,43.89
CHI,2026-08-08,KXHIGHCHI-26AUG08-B83.5,yes,0.233,0.2,97,0.022,True,76.51
CHI,2026-08-08,KXHIGHCHI-26AUG08-B81.5,yes,0.109,0.04,125,0.067,False,-5.34
CHI,2026-08-07,KXHIGHCHI-26AUG07-T82,yes,0.247,0.03,11,0.215,False,-0.36
CHI,2026-08-07,KXHIGHCHI-26AUG07-B86.5,no,0.851,0.44,47,0.394,False,-21.5
CHI,2026-08-07,KXHIGHCHI-26AUG07-B82.5,yes,0.279,0.05,22,0.225,False,-1.18
CHI,2026-08-06,KXHIGHCHI-26AUG06-T76,yes,0.364,0.04,216,0.321,False,-9.23
CHI,2026-08-06,KXHIGHCHI-26AUG06-B80.5,no,0.904,0.85,26,0.045,False,-22.34
CHI,2026-08-06,KXHIGHCHI-26AUG06-B78.5,no,0.781,0.52,76,0.243,True,35.15
CHI,2026-08-05,KXHIGHCHI-26AUG05-T86,yes,0.345,0.03,107,0.313,False,-3.43
CHI,2026-08-05,KXHIGHCHI-26AUG05-B85.5,yes,0.292,0.07,114,0.217,False,-8.5
CHI,2026-08-05,KXHIGHCHI-26AUG05-B81.5,no,0.896,0.66,60,0.22,True,19.45
CHI,2026-08-05,KXHIGHCHI-26AUG05-B79.5,no,0.972,0.78,51,0.18,True,10.6
CHI,2026-08-04,KXHIGHCHI-26AUG04-T88,yes,0.219,0.05,51,0.166,False,-2.72
CHI,2026-08-04,KXHIGHCHI-26AUG04-B87.5,no,0.73,0.68,58,0.034,True,17.67
CHI,2026-08-04,KXHIGHCHI-26AUG04-B85.5,no,0.725,0.5,80,0.207,False,-41.4
CHI,2026-08-04,KXHIGHCHI-26AUG04-B81.5,yes,0.057,0.03,23,0.025,False,-0.74
CHI,2026-08-03,KXHIGHCHI-26AUG03-T83,no,0.98,0.94,42,0.036,True,2.35
CHI,2026-08-03,KXHIGHCHI-26AUG03-T76,yes,0.172,0.02,12,0.15,False,-0.26
CHI,2026-08-03,KXHIGHCHI-26AUG03-B82.5,no,0.923,0.67,59,0.238,False,-40.45
CHI,2026-08-03,KXHIGHCHI-26AUG03-B80.5,no,0.806,0.53,75,0.258,True,33.94
CHI,2026-08-03,KXHIGHCHI-26AUG03-B78.5,yes,0.288,0.1,94,0.181,False,-10.0
CHI,2026-08-03,KXHIGHCHI-26AUG03-B76.5,yes,0.249,0.03,42,0.217,False,-1.35
CHI,2026-08-02,KXHIGHCHI-26AUG02-T78,no,0.971,0.9,44,0.065,True,4.12
CHI,2026-08-02,KXHIGHCHI-26AUG02-B75.5,no,0.781,0.6,66,0.164,False,-40.71
CHI,2026-08-02,KXHIGHCHI-26AUG02-B73.5,yes,0.292,0.08,135,0.207,False,-11.5
CHI,2026-08-02,KXHIGHCHI-26AUG02-B71.5,yes,0.227,0.02,9,0.206,False,-0.2
CHI,2026-08-01,KXHIGHCHI-26AUG01-B74.5,no,0.928,0.7,57,0.213,True,16.26
CHI,2026-08-01,KXHIGHCHI-26AUG01-B72.5,no,0.812,0.33,112,0.467,True,73.3
CHI,2026-08-01,KXHIGHCHI-26AUG01-B70.5,yes,0.286,0.02,45,0.264,False,-0.97
CHI,2026-07-31,KXHIGHCHI-26JUL31-T85,yes,0.704,0.07,238,0.629,False,-17.75
CHI,2026-07-31,KXHIGHCHI-26JUL31-B84.5,no,0.803,0.72,55,0.069,True,14.62
CHI,2026-07-31,KXHIGHCHI-26JUL31-B82.5,no,0.922,0.58,68,0.324,False,-40.6
CHI,2026-07-31,KXHIGHCHI-26JUL31-B80.5,no,0.982,0.81,49,0.161,True,8.78
CHI,2026-07-30,KXHIGHCHI-26JUL30-T85,yes,0.235,0.09,138,0.139,False,-13.22
CHI,2026-07-30,KXHIGHCHI-26JUL30-B91.5,yes,0.052,0.03,17,0.02,False,-0.55
CHI,2026-07-30,KXHIGHCHI-26JUL30-B87.5,no,0.73,0.51,78,0.202,True,36.85
CHI,2026-07-29,KXHIGHCHI-26JUL29-T80,yes,0.769,0.61,65,0.143,False,-40.74
CHI,2026-07-29,KXHIGHCHI-26JUL29-B80.5,no,0.838,0.62,64,0.202,False,-40.74
CHI,2026-07-28,KXHIGHCHI-26JUL28-T75,yes,0.235,0.02,147,0.214,False,-3.15
CHI,2026-07-28,KXHIGHCHI-26JUL28-B79.5,no,0.845,0.76,52,0.072,False,-40.19
CHI,2026-07-28,KXHIGHCHI-26JUL28-B77.5,no,0.73,0.67,59,0.044,True,18.55
CHI,2026-07-28,KXHIGHCHI-26JUL28-B75.5,no,0.725,0.66,60,0.049,True,19.45
CHI,2026-07-27,KXHIGHCHI-26JUL27-T97,yes,0.401,0.06,192,0.337,False,-12.28
CHI,2026-07-27,KXHIGHCHI-26JUL27-T90,no,0.997,0.67,59,0.311,False,-40.45
CHI,2026-07-27,KXHIGHCHI-26JUL27-B96.5,yes,0.29,0.05,294,0.236,False,-15.68
CHI,2026-07-27,KXHIGHCHI-26JUL27-B94.5,yes,0.203,0.09,359,0.107,False,-34.37
CHI,2026-07-27,KXHIGHCHI-26JUL27-B90.5,no,0.98,0.71,56,0.256,True,15.43
CHI,2026-07-26,KXHIGHCHI-26JUL26-T89,no,0.939,0.88,45,0.052,True,5.06
CHI,2026-07-26,KXHIGHCHI-26JUL26-B93.5,yes,0.277,0.06,77,0.213,False,-4.93
CHI,2026-07-26,KXHIGHCHI-26JUL26-B91.5,no,0.732,0.63,63,0.086,False,-40.72
CHI,2026-07-26,KXHIGHCHI-26JUL26-B89.5,no,0.848,0.57,70,0.261,True,28.89
CHI,2026-07-25,KXHIGHCHI-26JUL25-T80,no,0.924,0.61,65,0.298,False,-40.74
CHI,2026-07-25,KXHIGHCHI-26JUL25-B86.5,yes,0.149,0.02,16,0.128,False,-0.35
CHI,2026-07-25,KXHIGHCHI-26JUL25-B84.5,yes,0.266,0.04,7,0.224,False,-0.3
CHI,2026-07-24,KXHIGHCHI-26JUL24-B84.5,yes,0.137,0.04,11,0.094,False,-0.47
CHI,2026-07-24,KXHIGHCHI-26JUL24-B80.5,no,0.716,0.5,67,0.198,True,32.32
CHI,2026-07-24,KXHIGHCHI-26JUL24-B78.5,no,0.816,0.7,57,0.102,False,-40.74
CHI,2026-07-23,KXHIGHCHI-26JUL23-T76,yes,0.106,0.05,66,0.053,False,-3.52
CHI,2026-07-23,KXHIGHCHI-26JUL23-B82.5,yes,0.119,0.05,21,0.065,False,-1.12
CHI,2026-07-23,KXHIGHCHI-26JUL23-B80.5,yes,0.242,0.21,90,0.021,False,-19.95
CHI,2026-07-23,KXHIGHCHI-26JUL23-B78.5,no,0.71,0.46,86,0.233,True,44.94
CHI,2026-07-22,KXHIGHCHI-26JUL22-T69,yes,0.113,0.02,21,0.092,False,-0.45
CHI,2026-07-22,KXHIGHCHI-26JUL22-B69.5,yes,0.209,0.04,85,0.167,False,-3.63
CHI,2026-07-21,KXHIGHCHI-26JUL21-T84,yes,0.172,0.07,203,0.097,False,-15.14
CHI,2026-07-21,KXHIGHCHI-26JUL21-B90.5,yes,0.077,0.04,36,0.034,False,-1.54
CHI,2026-07-21,KXHIGHCHI-26JUL21-B86.5,no,0.712,0.6,56,0.096,False,-34.55
CHI,2026-07-21,KXHIGHCHI-26JUL21-B84.5,no,0.751,0.67,59,0.065,True,18.55
CHI,2026-07-20,KXHIGHCHI-26JUL20-B89.5,yes,0.209,0.05,80,0.156,False,-4.27
CHI,2026-07-20,KXHIGHCHI-26JUL20-B87.5,no,0.912,0.68,58,0.217,True,17.67
CHI,2026-07-20,KXHIGHCHI-26JUL20-B85.5,no,0.978,0.57,70,0.391,True,28.89
CHI,2026-07-20,KXHIGHCHI-26JUL20-B83.5,no,0.997,0.8,50,0.186,True,9.44
CHI,2026-07-19,KXHIGHCHI-26JUL19-T78,yes,0.202,0.11,73,0.085,False,-8.54
CHI,2026-07-19,KXHIGHCHI-26JUL19-B84.5,yes,0.064,0.02,70,0.042,False,-1.5
CHI,2026-07-19,KXHIGHCHI-26JUL19-B82.5,yes,0.175,0.09,444,0.079,False,-42.51
CHI,2026-07-19,KXHIGHCHI-26JUL19-B80.5,no,0.72,0.46,86,0.242,True,44.94
CHI,2026-07-18,KXHIGHCHI-26JUL18-T89,no,0.982,0.65,61,0.317,True,20.37
CHI,2026-07-18,KXHIGHCHI-26JUL18-B93.5,yes,0.284,0.05,6,0.231,False,-0.32
CHI,2026-07-18,KXHIGHCHI-26JUL18-B89.5,no,0.93,0.61,65,0.304,True,24.26
CHI,2026-07-17,KXHIGHCHI-26JUL17-B91.5,no,0.718,0.67,59,0.033,True,18.55
