ticker,series,category,p_t,y,volume,close
KXHIGHTMIN-26JUL06-B85.5,KXHIGHTMIN,Climate and Weather,0.04,0,1720.79,2026-07-07T06:00:00Z
KXHIGHTMIN-26JUL05-T89,KXHIGHTMIN,Climate and Weather,0.03,0,1719.04,2026-07-06T06:00:00Z
KXHIGHTMIN-26JUL05-T82,KXHIGHTMIN,Climate and Weather,0.02,0,990.66,2026-07-06T06:00:00Z
KXHIGHTMIN-26JUL05-B88.5,KXHIGHTMIN,Climate and Weather,0.11,0,4307.47,2026-07-06T06:00:00Z
KXHIGHTMIN-26JUL05-B86.5,KXHIGHTMIN,Climate and Weather,0.45,1,4836.66,2026-07-06T06:00:00Z
KXHIGHTMIN-26JUL05-B84.5,KXHIGHTMIN,Climate and Weather,0.45,0,5645.74,2026-07-06T06:00:00Z
KXHIGHTMIN-26JUL05-B82.5,KXHIGHTMIN,Climate and Weather,0.04,0,1133.25,2026-07-06T06:00:00Z
KXHIGHTMIN-26JUL04-T85,KXHIGHTMIN,Climate and Weather,0.47,1,12811.85,2026-07-05T06:00:00Z
KXHIGHTMIN-26JUL04-T78,KXHIGHTMIN,Climate and Weather,0.01,0,1890.1,2026-07-05T06:00:00Z
KXHIGHTMIN-26JUL04-B84.5,KXHIGHTMIN,Climate and Weather,0.3,0,17135.6,2026-07-05T06:00:00Z
KXHIGHTMIN-26JUL04-B82.5,KXHIGHTMIN,Climate and Weather,0.18,0,6110.42,2026-07-05T06:00:00Z
KXHIGHTMIN-26JUL04-B80.5,KXHIGHTMIN,Climate and Weather,0.1,0,1468.64,2026-07-05T06:00:00Z
KXHIGHTMIN-26JUL04-B78.5,KXHIGHTMIN,Climate and Weather,0.01,0,2553.28,2026-07-05T06:00:00Z
KXHIGHTMIN-26JUL03-T90,KXHIGHTMIN,Climate and Weather,0.01,0,3347.31,2026-07-04T06:00:00Z
KXHIGHTMIN-26JUL03-T83,KXHIGHTMIN,Climate and Weather,0.16,0,11160.48,2026-07-04T06:00:00Z
KXHIGHTMIN-26JUL03-B89.5,KXHIGHTMIN,Climate and Weather,0.03,0,3461.76,2026-07-04T06:00:00Z
KXHIGHTMIN-26JUL03-B87.5,KXHIGHTMIN,Climate and Weather,0.09,0,6254.78,2026-07-04T06:00:00Z
KXHIGHTMIN-26JUL03-B85.5,KXHIGHTMIN,Climate and Weather,0.44,1,7942.37,2026-07-04T06:00:00Z
KXHIGHTMIN-26JUL03-B83.5,KXHIGHTMIN,Climate and Weather,0.31,0,9858.14,2026-07-04T06:00:00Z
KXHIGHTMIN-26JUL02-T87,KXHIGHTMIN,Climate and Weather,0.04,1,11411.01,2026-07-03T06:00:00Z
KXHIGHTMIN-26JUL02-B93.5,KXHIGHTMIN,Climate and Weather,0.07,0,1170.42,2026-07-03T06:00:00Z
KXHIGHTMIN-26JUL01-T91,KXHIGHTMIN,Climate and Weather,0.02,0,1263.11,2026-07-02T06:00:00Z
KXHIGHTMIN-26JUL01-B88.5,KXHIGHTMIN,Climate and Weather,0.23,0,3973.14,2026-07-02T06:00:00Z
KXHIGHTMIN-26JUL01-B86.5,KXHIGHTMIN,Climate and Weather,0.28,0,3187.65,2026-07-02T06:00:00Z
KXHIGHTMIN-26JUL01-B84.5,KXHIGHTMIN,Climate and Weather,0.3,1,4521.26,2026-07-02T06:00:00Z
KXHIGHTMIN-26JUN30-T96,KXHIGHTMIN,Climate and Weather,0.01,0,1006.52,2026-07-01T06:00:00Z
KXHIGHTMIN-26JUN30-T89,KXHIGHTMIN,Climate and Weather,0.05,0,3714.38,2026-07-01T06:00:00Z
KXHIGHTMIN-26JUN30-B95.5,KXHIGHTMIN,Climate and Weather,0.08,0,3205.53,2026-07-01T06:00:00Z
KXHIGHTMIN-26JUN30-B93.5,KXHIGHTMIN,Climate and Weather,0.44,0,2629.57,2026-07-01T06:00:00Z
KXHIGHTMIN-26JUN30-B91.5,KXHIGHTMIN,Climate and Weather,0.31,0,4787.44,2026-07-01T06:00:00Z
KXHIGHTMIN-26JUN30-B89.5,KXHIGHTMIN,Climate and Weather,0.13,1,5714.47,2026-07-01T06:00:00Z
KXHIGHTMIN-26JUN29-T94,KXHIGHTMIN,Climate and Weather,0.35,1,11122.2,2026-06-30T06:00:00Z
KXHIGHTMIN-26JUN29-T101,KXHIGHTMIN,Climate and Weather,0.01,0,708.5,2026-06-30T06:00:00Z
KXHIGHTMIN-26JUN29-B98.5,KXHIGHTMIN,Climate and Weather,0.05,0,2618.22,2026-06-30T06:00:00Z
KXHIGHTMIN-26JUN29-B96.5,KXHIGHTMIN,Climate and Weather,0.32,0,3969.72,2026-06-30T06:00:00Z
KXHIGHTMIN-26JUN29-B100.5,KXHIGHTMIN,Climate and Weather,0.01,0,643.34,2026-06-30T06:00:00Z
KXHIGHTMIN-26JUN28-T91,KXHIGHTMIN,Climate and Weather,0.01,0,372.7,2026-06-29T06:00:00Z
KXHIGHTMIN-26JUN28-T84,KXHIGHTMIN,Climate and Weather,0.76,1,7327.21,2026-06-29T06:00:00Z
KXHIGHTMIN-26JUN28-B90.5,KXHIGHTMIN,Climate and Weather,0.01,0,563.0,2026-06-29T06:00:00Z
KXHIGHTMIN-26JUN28-B88.5,KXHIGHTMIN,Climate and Weather,0.01,0,617.88,2026-06-29T06:00:00Z
KXHIGHTMIN-26JUN28-B86.5,KXHIGHTMIN,Climate and Weather,0.03,0,4280.45,2026-06-29T06:00:00Z
KXHIGHTMIN-26JUN28-B84.5,KXHIGHTMIN,Climate and Weather,0.22,0,4692.74,2026-06-29T06:00:00Z
KXHIGHTMIN-26JUN27-B87.5,KXHIGHTMIN,Climate and Weather,0.02,0,532.85,2026-06-28T06:00:00Z
KXHIGHTMIN-26JUN27-B85.5,KXHIGHTMIN,Climate and Weather,0.05,0,2475.44,2026-06-28T06:00:00Z
KXHIGHTMIN-26JUN27-B83.5,KXHIGHTMIN,Climate and Weather,0.36,0,4954.34,2026-06-28T06:00:00Z
KXHIGHTMIN-26JUN26-B81.5,KXHIGHTMIN,Climate and Weather,0.55,0,6846.88,2026-06-27T06:00:00Z
KXHIGHTMIN-26JUN26-B79.5,KXHIGHTMIN,Climate and Weather,0.2,1,4045.6,2026-06-27T06:00:00Z
KXHIGHTMIN-26JUN25-T80,KXHIGHTMIN,Climate and Weather,0.01,0,2163.79,2026-06-26T06:00:00Z
KXHIGHTMIN-26JUN25-T73,KXHIGHTMIN,Climate and Weather,0.03,0,37464.37,2026-06-26T06:00:00Z
KXHIGHTMIN-26JUN25-B79.5,KXHIGHTMIN,Climate and Weather,0.09,0,1959.92,2026-06-26T06:00:00Z
KXHIGHTMIN-26JUN25-B77.5,KXHIGHTMIN,Climate and Weather,0.36,0,3310.88,2026-06-26T06:00:00Z
KXHIGHTMIN-26JUN25-B75.5,KXHIGHTMIN,Climate and Weather,0.55,0,4862.91,2026-06-26T06:00:00Z
KXHIGHTMIN-26JUN25-B73.5,KXHIGHTMIN,Climate and Weather,0.09,1,5813.66,2026-06-26T06:00:00Z
KXHIGHTMIN-26JUN24-T73,KXHIGHTMIN,Climate and Weather,0.01,0,4022.74,2026-06-25T06:00:00Z
KXHIGHTMIN-26JUN24-B77.5,KXHIGHTMIN,Climate and Weather,0.53,0,16929.5,2026-06-25T06:00:00Z
KXHIGHTMIN-26JUN24-B75.5,KXHIGHTMIN,Climate and Weather,0.28,0,14095.99,2026-06-25T06:00:00Z
KXHIGHTMIN-26JUN24-B73.5,KXHIGHTMIN,Climate and Weather,0.03,0,6762.0,2026-06-25T06:00:00Z
KXBOXINGMOV-26AUG08MCKENNOLIHA-OLIHADEC,KXBOXINGMOV,Sports,0.12,0,452.67,2026-08-09T00:38:20Z
KXBOXINGMOV-26AUG08MCKENNOLIHA-MCKENNKO,KXBOXINGMOV,Sports,0.14,0,2081.67,2026-08-09T00:38:20Z
KXBOXINGMOV-26AUG08MCKENNOLIHA-MCKENNDEC,KXBOXINGMOV,Sports,0.65,1,12526.36,2026-08-09T00:38:20Z
KXBOXINGMOV-26AUG08MCKENNOLIHA-DRAW,KXBOXINGMOV,Sports,0.03,0,4920.68,2026-08-09T00:38:20Z
KXBOXINGMOV-26AUG01ROACHZEPEDA-ZEPEDAKO,KXBOXINGMOV,Sports,0.17,0,188021.39,2026-08-02T04:45:22Z
KXBOXINGMOV-26AUG01ROACHZEPEDA-ZEPEDADEC,KXBOXINGMOV,Sports,0.31,1,168735.72,2026-08-02T04:45:22Z
KXBOXINGMOV-26AUG01ROACHZEPEDA-ROACHKO,KXBOXINGMOV,Sports,0.14,0,224851.02,2026-08-02T04:45:22Z
KXBOXINGMOV-26AUG01ROACHZEPEDA-ROACHDEC,KXBOXINGMOV,Sports,0.47,0,180989.38,2026-08-02T04:45:22Z
KXBOXINGMOV-26AUG01ROACHZEPEDA-DRAW,KXBOXINGMOV,Sports,0.08,0,223395.64,2026-08-02T04:45:22Z
KXBOXINGMOV-26AUG01MURATACONCEI-MURATADEC,KXBOXINGMOV,Sports,0.41,1,53617.96,2026-08-02T03:34:24Z
KXBOXINGMOV-26AUG01MURATACONCEI-DRAW,KXBOXINGMOV,Sports,0.01,0,2771.86,2026-08-02T03:34:24Z
KXBOXINGMOV-26AUG01MURATACONCEI-CONCEIKO,KXBOXINGMOV,Sports,0.06,0,7060.56,2026-08-02T03:34:24Z
KXBOXINGMOV-26AUG01MURATACONCEI-CONCEIDEC,KXBOXINGMOV,Sports,0.11,0,5644.91,2026-08-02T03:34:24Z
KXBOXINGMOV-26AUG01LEARYCHAMBE-LEARYDEC,KXBOXINGMOV,Sports,0.52,0,418.79,2026-08-01T22:58:14Z
