city,date,ticker,side,p_model,cost,n,ev_pred,won,pnl
NYC,2026-07-12,KXHIGHNY-26JUL12-B86.5,yes,0.268,0.04,193,0.225,False,-8.24
NYC,2026-07-12,KXHIGHNY-26JUL12-B84.5,no,0.804,0.58,68,0.207,False,-40.6
NYC,2026-07-12,KXHIGHNY-26JUL12-B82.5,no,0.909,0.54,74,0.352,True,32.75
NYC,2026-07-11,KXHIGHNY-26JUL11-T81,no,0.564,0.26,153,0.291,True,111.15
NYC,2026-07-11,KXHIGHNY-26JUL11-B83.5,yes,0.187,0.03,236,0.155,False,-7.57
NYC,2026-07-10,KXHIGHNY-26JUL10-T87,no,0.915,0.5,80,0.397,False,-41.4
NYC,2026-07-10,KXHIGHNY-26JUL10-B91.5,yes,0.254,0.02,1,0.233,False,-0.03
NYC,2026-07-10,KXHIGHNY-26JUL10-B89.5,yes,0.256,0.08,329,0.171,False,-28.02
NYC,2026-07-10,KXHIGHNY-26JUL10-B87.5,no,0.837,0.59,67,0.23,True,26.33
NYC,2026-07-09,KXHIGHNY-26JUL09-T83,yes,0.436,0.12,333,0.308,True,290.57
NYC,2026-07-09,KXHIGHNY-26JUL09-B87.5,yes,0.083,0.05,375,0.03,False,-20.0
NYC,2026-07-09,KXHIGHNY-26JUL09-B85.5,no,0.813,0.67,59,0.127,True,18.55
NYC,2026-07-09,KXHIGHNY-26JUL09-B83.5,no,0.734,0.49,81,0.227,True,39.89
NYC,2026-07-08,KXHIGHNY-26JUL08-T83,yes,0.537,0.27,148,0.253,True,105.99
NYC,2026-07-08,KXHIGHNY-26JUL08-B82.5,no,0.754,0.45,88,0.286,True,46.87
NYC,2026-07-07,KXHIGHNY-26JUL07-T75,no,0.752,0.04,76,0.709,False,-3.25
NYC,2026-07-07,KXHIGHNY-26JUL07-B75.5,yes,0.256,0.04,336,0.213,False,-14.35
NYC,2026-07-06,KXHIGHNY-26JUL06-T75,no,0.4,0.08,287,0.315,False,-24.44
NYC,2026-07-06,KXHIGHNY-26JUL06-B77.5,yes,0.122,0.02,54,0.1,False,-1.16
NYC,2026-07-06,KXHIGHNY-26JUL06-B75.5,yes,0.227,0.1,394,0.121,False,-41.89
NYC,2026-07-05,KXHIGHNY-26JUL05-T91,yes,0.125,0.02,351,0.104,False,-7.51
NYC,2026-07-05,KXHIGHNY-26JUL05-T84,no,0.947,0.36,111,0.57,False,-41.76
NYC,2026-07-05,KXHIGHNY-26JUL05-B90.5,yes,0.198,0.02,169,0.176,False,-3.62
NYC,2026-07-05,KXHIGHNY-26JUL05-B88.5,yes,0.268,0.02,30,0.247,False,-0.65
NYC,2026-07-05,KXHIGHNY-26JUL05-B86.5,yes,0.23,0.11,264,0.113,False,-30.85
NYC,2026-07-05,KXHIGHNY-26JUL05-B84.5,no,0.875,0.75,53,0.112,True,12.55
NYC,2026-07-04,KXHIGHNY-26JUL04-T98,no,0.92,0.09,100,0.824,False,-9.58
NYC,2026-07-04,KXHIGHNY-26JUL04-B98.5,yes,0.157,0.08,391,0.072,False,-33.3
NYC,2026-07-04,KXHIGHNY-26JUL04-B100.5,yes,0.253,0.02,28,0.232,False,-0.6
NYC,2026-07-03,KXHIGHNY-26JUL03-B98.5,no,0.985,0.7,57,0.27,False,-40.74
NYC,2026-07-03,KXHIGHNY-26JUL03-B100.5,no,0.938,0.46,86,0.461,True,44.94
NYC,2026-07-02,KXHIGHNY-26JUL02-T99,no,0.985,0.81,49,0.164,True,8.78
NYC,2026-07-02,KXHIGHNY-26JUL02-T106,yes,0.275,0.02,79,0.254,False,-1.69
NYC,2026-07-02,KXHIGHNY-26JUL02-B99.5,no,0.945,0.47,85,0.458,False,-41.44
NYC,2026-07-02,KXHIGHNY-26JUL02-B105.5,yes,0.262,0.02,91,0.241,False,-1.95
NYC,2026-07-02,KXHIGHNY-26JUL02-B103.5,yes,0.246,0.02,214,0.225,False,-4.58
NYC,2026-07-02,KXHIGHNY-26JUL02-B101.5,no,0.854,0.75,53,0.09,True,12.55
NYC,2026-07-01,KXHIGHNY-26JUL01-T92,no,0.997,0.86,46,0.129,True,6.05
NYC,2026-07-01,KXHIGHNY-26JUL01-B98.5,yes,0.256,0.02,39,0.235,False,-0.84
NYC,2026-07-01,KXHIGHNY-26JUL01-B96.5,yes,0.163,0.06,231,0.099,False,-14.78
NYC,2026-07-01,KXHIGHNY-26JUL01-B94.5,no,0.934,0.64,62,0.278,True,21.32
NYC,2026-07-01,KXHIGHNY-26JUL01-B92.5,no,0.983,0.56,71,0.406,False,-40.99
NYC,2026-06-30,KXHIGHNY-26JUN30-T90,yes,0.812,0.23,173,0.57,False,-41.94
NYC,2026-06-30,KXHIGHNY-26JUN30-B89.5,no,0.87,0.47,85,0.382,True,43.56
NYC,2026-06-30,KXHIGHNY-26JUN30-B87.5,no,0.954,0.73,54,0.211,False,-40.17
NYC,2026-06-29,KXHIGHNY-26JUN29-T86,yes,0.915,0.35,114,0.549,True,72.28
NYC,2026-06-29,KXHIGHNY-26JUN29-B85.5,no,0.934,0.44,90,0.477,True,48.84
NYC,2026-06-29,KXHIGHNY-26JUN29-B83.5,no,0.983,0.94,42,0.039,True,2.35
NYC,2026-06-28,KXHIGHNY-26JUN28-T84,yes,0.348,0.03,312,0.316,False,-10.0
NYC,2026-06-28,KXHIGHNY-26JUN28-B81.5,no,0.779,0.57,70,0.192,False,-41.11
NYC,2026-06-28,KXHIGHNY-26JUN28-B79.5,no,0.885,0.76,52,0.113,True,11.81
NYC,2026-06-27,KXHIGHNY-26JUN27-T83,yes,0.361,0.02,91,0.34,False,-1.95
NYC,2026-06-27,KXHIGHNY-26JUN27-B82.5,yes,0.27,0.03,1333,0.238,False,-42.71
NYC,2026-06-27,KXHIGHNY-26JUN27-B80.5,no,0.784,0.62,64,0.147,True,23.26
NYC,2026-06-27,KXHIGHNY-26JUN27-B78.5,no,0.89,0.49,81,0.383,False,-41.11
NYC,2026-06-26,KXHIGHNY-26JUN26-T88,yes,0.644,0.02,4,0.623,False,-0.09
NYC,2026-06-26,KXHIGHNY-26JUN26-T81,no,0.999,0.96,41,0.036,False,-39.48
NYC,2026-06-26,KXHIGHNY-26JUN26-B87.5,yes,0.211,0.03,200,0.179,False,-6.41
NYC,2026-06-26,KXHIGHNY-26JUN26-B85.5,no,0.895,0.76,52,0.123,True,11.81
NYC,2026-06-26,KXHIGHNY-26JUN26-B83.5,no,0.967,0.54,74,0.41,True,32.75
NYC,2026-06-26,KXHIGHNY-26JUN26-B81.5,no,0.994,0.78,51,0.202,True,10.6
NYC,2026-06-25,KXHIGHNY-26JUN25-T86,yes,0.509,0.02,71,0.488,False,-1.52
NYC,2026-06-25,KXHIGHNY-26JUN25-B85.5,yes,0.253,0.09,348,0.157,False,-33.32
NYC,2026-06-25,KXHIGHNY-26JUN25-B83.5,no,0.843,0.62,64,0.206,False,-40.74
NYC,2026-06-25,KXHIGHNY-26JUN25-B81.5,no,0.938,0.49,81,0.431,True,39.89
NYC,2026-06-24,KXHIGHNY-26JUN24-T82,no,0.878,0.78,51,0.086,True,10.6
NYC,2026-06-24,KXHIGHNY-26JUN24-B86.5,yes,0.232,0.02,58,0.211,False,-1.24
NYC,2026-06-24,KXHIGHNY-26JUN24-B84.5,yes,0.268,0.15,266,0.109,False,-42.28
NYC,2026-06-24,KXHIGHNY-26JUN24-B82.5,no,0.804,0.37,108,0.418,False,-41.73
NYC,2026-06-23,KXHIGHNY-26JUN23-T78,no,0.275,0.02,15,0.254,False,-0.33
NYC,2026-06-23,KXHIGHNY-26JUN23-B78.5,yes,0.176,0.02,80,0.155,False,-1.71
NYC,2026-06-22,KXHIGHNY-26JUN22-T79,yes,0.578,0.03,17,0.546,False,-0.55
NYC,2026-06-22,KXHIGHNY-26JUN22-B78.5,yes,0.235,0.07,183,0.16,False,-13.65
NYC,2026-06-22,KXHIGHNY-26JUN22-B76.5,no,0.87,0.84,47,0.02,True,7.07
NYC,2026-06-22,KXHIGHNY-26JUN22-B74.5,no,0.954,0.52,76,0.417,True,35.15
NYC,2026-06-22,KXHIGHNY-26JUN22-B72.5,no,0.99,0.74,54,0.236,False,-40.69
NYC,2026-06-21,KXHIGHNY-26JUN21-T87,yes,0.105,0.02,7,0.084,False,-0.15
NYC,2026-06-21,KXHIGHNY-26JUN21-B86.5,yes,0.182,0.02,7,0.16,False,-0.15
NYC,2026-06-21,KXHIGHNY-26JUN21-B84.5,yes,0.264,0.04,173,0.221,False,-7.39
NYC,2026-06-21,KXHIGHNY-26JUN21-B82.5,no,0.757,0.61,65,0.131,False,-40.74
NYC,2026-06-21,KXHIGHNY-26JUN21-B80.5,no,0.859,0.5,80,0.342,True,38.6
NYC,2026-06-20,KXHIGHNY-26JUN20-T82,no,0.839,0.6,66,0.222,False,-40.71
NYC,2026-06-20,KXHIGHNY-26JUN20-B88.5,yes,0.102,0.02,24,0.08,False,-0.52
NYC,2026-06-20,KXHIGHNY-26JUN20-B86.5,yes,0.208,0.02,52,0.187,False,-1.12
NYC,2026-06-20,KXHIGHNY-26JUN20-B84.5,yes,0.27,0.05,234,0.216,False,-12.48
NYC,2026-06-20,KXHIGHNY-26JUN20-B82.5,no,0.779,0.43,93,0.332,True,51.41
NYC,2026-06-19,KXHIGHNY-26JUN19-T88,yes,0.132,0.02,15,0.111,False,-0.33
NYC,2026-06-19,KXHIGHNY-26JUN19-T81,no,0.95,0.77,51,0.168,True,11.09
NYC,2026-06-19,KXHIGHNY-26JUN19-B87.5,yes,0.203,0.02,19,0.182,False,-0.41
NYC,2026-06-19,KXHIGHNY-26JUN19-B85.5,yes,0.269,0.04,107,0.227,False,-4.57
NYC,2026-06-19,KXHIGHNY-26JUN19-B81.5,no,0.88,0.56,71,0.303,False,-40.99
NYC,2026-06-18,KXHIGHNY-26JUN18-T90,yes,0.374,0.06,160,0.31,False,-10.24
NYC,2026-06-18,KXHIGHNY-26JUN18-B89.5,yes,0.27,0.17,213,0.09,False,-38.32
NYC,2026-06-18,KXHIGHNY-26JUN18-B87.5,no,0.789,0.57,70,0.201,True,28.89
NYC,2026-06-18,KXHIGHNY-26JUN18-B85.5,no,0.895,0.72,55,0.161,False,-40.38
NYC,2026-06-18,KXHIGHNY-26JUN18-B83.5,no,0.967,0.93,43,0.033,True,2.81
NYC,2026-06-17,KXHIGHNY-26JUN17-T81,yes,0.275,0.02,48,0.254,False,-1.03
NYC,2026-06-17,KXHIGHNY-26JUN17-B80.5,yes,0.262,0.07,114,0.187,False,-8.5
NYC,2026-06-17,KXHIGHNY-26JUN17-B78.5,no,0.754,0.68,58,0.058,False,-40.33
NYC,2026-06-17,KXHIGHNY-26JUN17-B76.5,no,0.854,0.44,90,0.396,True,48.84
NYC,2026-06-16,KXHIGHNY-26JUN16-B79.5,yes,0.253,0.07,235,0.178,False,-17.53
NYC,2026-06-16,KXHIGHNY-26JUN16-B77.5,no,0.843,0.51,78,0.315,True,36.85
NYC,2026-06-16,KXHIGHNY-26JUN16-B75.5,no,0.938,0.56,71,0.361,False,-40.99
NYC,2026-06-15,KXHIGHNY-26JUN15-T78,no,0.752,0.51,78,0.224,False,-41.15
NYC,2026-06-15,KXHIGHNY-26JUN15-B80.5,yes,0.254,0.08,214,0.169,False,-18.23
NYC,2026-06-15,KXHIGHNY-26JUN15-B78.5,no,0.744,0.58,68,0.147,True,27.4
NYC,2026-06-14,KXHIGHNY-26JUN14-T92,yes,0.783,0.02,45,0.762,False,-0.97
NYC,2026-06-14,KXHIGHNY-26JUN14-B91.5,yes,0.146,0.03,37,0.114,False,-1.19
NYC,2026-06-14,KXHIGHNY-26JUN14-B89.5,no,0.945,0.78,51,0.153,True,10.6
NYC,2026-06-14,KXHIGHNY-26JUN14-B87.5,no,0.987,0.53,75,0.439,False,-41.06
NYC,2026-06-14,KXHIGHNY-26JUN14-B85.5,no,0.998,0.71,56,0.274,True,15.43
NYC,2026-06-13,KXHIGHNY-26JUN13-T94,yes,0.044,0.02,70,0.023,False,-1.5
NYC,2026-06-13,KXHIGHNY-26JUN13-T87,no,0.855,0.81,49,0.035,False,-40.22
NYC,2026-06-13,KXHIGHNY-26JUN13-B93.5,yes,0.111,0.02,15,0.09,False,-0.33
NYC,2026-06-13,KXHIGHNY-26JUN13-B91.5,yes,0.218,0.03,114,0.186,False,-3.66
NYC,2026-06-13,KXHIGHNY-26JUN13-B87.5,no,0.789,0.43,93,0.341,True,51.41
NYC,2026-06-12,KXHIGHNY-26JUN12-T97,yes,0.427,0.02,3,0.406,False,-0.07
NYC,2026-06-12,KXHIGHNY-26JUN12-T90,no,0.995,0.9,44,0.089,True,4.12
NYC,2026-06-12,KXHIGHNY-26JUN12-B96.5,yes,0.267,0.03,89,0.235,False,-2.86
NYC,2026-06-12,KXHIGHNY-26JUN12-B94.5,yes,0.19,0.11,363,0.074,False,-42.42
NYC,2026-06-12,KXHIGHNY-26JUN12-B92.5,no,0.914,0.74,54,0.161,True,13.31
NYC,2026-06-12,KXHIGHNY-26JUN12-B90.5,no,0.975,0.49,81,0.468,False,-41.11
NYC,2026-06-11,KXHIGHNY-26JUN11-T95,yes,0.762,0.22,181,0.53,False,-42.0
NYC,2026-06-11,KXHIGHNY-26JUN11-B94.5,no,0.843,0.59,67,0.236,True,26.33
NYC,2026-06-11,KXHIGHNY-26JUN11-B92.5,no,0.938,0.67,59,0.253,True,18.55
NYC,2026-06-11,KXHIGHNY-26JUN11-B90.5,no,0.985,0.95,42,0.031,False,-40.04
NYC,2026-06-10,KXHIGHNY-26JUN10-T82,yes,0.762,0.28,142,0.468,False,-41.77
NYC,2026-06-10,KXHIGHNY-26JUN10-B81.5,no,0.843,0.77,51,0.06,False,-39.91
NYC,2026-06-10,KXHIGHNY-26JUN10-B79.5,no,0.938,0.56,71,0.361,True,30.01
NYC,2026-06-10,KXHIGHNY-26JUN10-B77.5,no,0.985,0.96,41,0.022,True,1.52
NYC,2026-06-09,KXHIGHNY-26JUN09-T85,yes,0.093,0.02,75,0.072,False,-1.61
NYC,2026-06-09,KXHIGHNY-26JUN09-B84.5,yes,0.171,0.02,807,0.149,False,-17.25
NYC,2026-06-09,KXHIGHNY-26JUN09-B82.5,yes,0.26,0.04,372,0.217,False,-15.88
NYC,2026-06-09,KXHIGHNY-26JUN09-B80.5,no,0.75,0.53,75,0.203,True,33.94
NYC,2026-06-09,KXHIGHNY-26JUN09-B78.5,no,0.848,0.55,72,0.281,False,-40.85
NYC,2026-06-08,KXHIGHNY-26JUN08-T79,yes,0.191,0.02,64,0.17,False,-1.37
NYC,2026-06-08,KXHIGHNY-26JUN08-B78.5,yes,0.236,0.04,182,0.193,False,-7.77
NYC,2026-06-08,KXHIGHNY-26JUN08-B76.5,no,0.733,0.38,105,0.337,True,63.36
NYC,2026-06-08,KXHIGHNY-26JUN08-B74.5,no,0.81,0.7,57,0.095,False,-40.74
NYC,2026-06-08,KXHIGHNY-26JUN08-B72.5,yes,0.086,0.04,271,0.043,False,-11.57
NYC,2026-06-07,KXHIGHNY-26JUN07-T87,no,0.482,0.04,48,0.439,False,-2.05
NYC,2026-06-07,KXHIGHNY-26JUN07-B89.5,yes,0.154,0.02,7,0.133,False,-0.15
NYC,2026-06-07,KXHIGHNY-26JUN07-B87.5,yes,0.251,0.05,84,0.198,False,-4.48
NYC,2026-06-06,KXHIGHNY-26JUN06-T94,yes,0.706,0.02,41,0.685,False,-0.88
NYC,2026-06-06,KXHIGHNY-26JUN06-B93.5,yes,0.185,0.04,146,0.142,False,-6.24
NYC,2026-06-06,KXHIGHNY-26JUN06-B91.5,no,0.918,0.77,51,0.136,True,11.09
NYC,2026-06-06,KXHIGHNY-26JUN06-B89.5,no,0.977,0.32,125,0.642,True,83.09
NYC,2026-06-06,KXHIGHNY-26JUN06-B87.5,no,0.996,0.96,41,0.033,False,-39.48
NYC,2026-06-05,KXHIGHNY-26JUN05-T92,yes,0.803,0.04,306,0.76,False,-13.07
NYC,2026-06-05,KXHIGHNY-26JUN05-B91.5,no,0.864,0.8,50,0.053,True,9.44
NYC,2026-06-05,KXHIGHNY-26JUN05-B89.5,no,0.951,0.27,148,0.668,True,105.99
NYC,2026-06-04,KXHIGHNY-26JUN04-T89,yes,0.496,0.02,139,0.474,False,-2.98
NYC,2026-06-04,KXHIGHNY-26JUN04-B88.5,yes,0.256,0.12,54,0.129,False,-6.88
NYC,2026-06-04,KXHIGHNY-26JUN04-B86.5,no,0.837,0.27,148,0.553,False,-42.01
NYC,2026-06-04,KXHIGHNY-26JUN04-B84.5,no,0.934,0.87,45,0.056,True,5.49
NYC,2026-06-03,KXHIGHNY-26JUN03-T83,yes,0.509,0.39,102,0.103,False,-41.48
NYC,2026-06-03,KXHIGHNY-26JUN03-B82.5,no,0.747,0.45,88,0.28,False,-41.13
NYC,2026-06-03,KXHIGHNY-26JUN03-B80.5,yes,0.157,0.11,363,0.041,False,-42.42
NYC,2026-06-03,KXHIGHNY-26JUN03-B78.5,yes,0.062,0.02,109,0.041,False,-2.33
NYC,2026-06-02,KXHIGHNY-26JUN02-T73,yes,0.08,0.02,13,0.059,False,-0.28
NYC,2026-06-02,KXHIGHNY-26JUN02-B79.5,yes,0.165,0.03,94,0.133,False,-3.02
NYC,2026-06-02,KXHIGHNY-26JUN02-B77.5,no,0.743,0.57,70,0.156,True,28.89
NYC,2026-06-02,KXHIGHNY-26JUN02-B75.5,no,0.747,0.49,81,0.24,False,-41.11
NYC,2026-06-02,KXHIGHNY-26JUN02-B73.5,yes,0.157,0.03,101,0.125,False,-3.24
NYC,2026-06-01,KXHIGHNY-26JUN01-T70,yes,0.17,0.04,218,0.127,False,-9.31
NYC,2026-06-01,KXHIGHNY-26JUN01-B74.5,yes,0.203,0.07,274,0.129,False,-20.43
NYC,2026-06-01,KXHIGHNY-26JUN01-B72.5,no,0.731,0.47,85,0.243,True,43.56
NYC,2026-06-01,KXHIGHNY-26JUN01-B70.5,no,0.774,0.63,63,0.128,False,-40.72
NYC,2026-05-31,KXHIGHNY-26MAY31-T72,yes,0.061,0.02,74,0.04,False,-1.59
NYC,2026-05-31,KXHIGHNY-26MAY31-B78.5,yes,0.187,0.06,128,0.123,False,-8.19
NYC,2026-05-31,KXHIGHNY-26MAY31-B76.5,no,0.734,0.65,61,0.068,True,20.37
NYC,2026-05-31,KXHIGHNY-26MAY31-B74.5,no,0.761,0.44,90,0.304,False,-41.16
NYC,2026-05-31,KXHIGHNY-26MAY31-B72.5,yes,0.136,0.06,190,0.072,False,-12.16
NYC,2026-05-30,KXHIGHNY-26MAY30-T75,yes,0.044,0.02,28,0.023,False,-0.6
NYC,2026-05-30,KXHIGHNY-26MAY30-T68,yes,0.145,0.02,1062,0.123,False,-22.7
NYC,2026-05-30,KXHIGHNY-26MAY30-B74.5,yes,0.111,0.02,3,0.09,False,-0.07
NYC,2026-05-30,KXHIGHNY-26MAY30-B72.5,yes,0.218,0.02,44,0.197,False,-0.95
NYC,2026-05-30,KXHIGHNY-26MAY30-B70.5,yes,0.27,0.06,128,0.206,False,-8.19
NYC,2026-05-30,KXHIGHNY-26MAY30-B68.5,no,0.789,0.08,350,0.703,False,-29.81
NYC,2026-05-29,KXHIGHNY-26MAY29-T78,no,0.694,0.41,97,0.267,False,-41.42
NYC,2026-05-29,KXHIGHNY-26MAY29-B82.5,yes,0.132,0.02,139,0.111,False,-2.98
NYC,2026-05-29,KXHIGHNY-26MAY29-B80.5,yes,0.236,0.04,200,0.193,False,-8.54
NYC,2026-05-29,KXHIGHNY-26MAY29-B78.5,no,0.733,0.65,61,0.067,True,20.37
NYC,2026-05-28,KXHIGHNY-26MAY28-T76,yes,0.665,0.37,108,0.278,True,66.27
NYC,2026-05-28,KXHIGHNY-26MAY28-B78.5,yes,0.097,0.06,666,0.033,False,-42.59
NYC,2026-05-28,KXHIGHNY-26MAY28-B76.5,no,0.797,0.4,100,0.38,True,58.32
NYC,2026-05-27,KXHIGHNY-26MAY27-T84,yes,0.855,0.44,90,0.398,False,-41.16
NYC,2026-05-27,KXHIGHNY-26MAY27-B83.5,no,0.895,0.5,80,0.378,True,38.6
NYC,2026-05-26,KXHIGHNY-26MAY26-T77,yes,0.137,0.02,25,0.116,False,-0.54
NYC,2026-05-26,KXHIGHNY-26MAY26-B83.5,yes,0.117,0.06,147,0.053,False,-9.41
NYC,2026-05-26,KXHIGHNY-26MAY26-B81.5,no,0.777,0.67,59,0.092,True,18.55
NYC,2026-05-26,KXHIGHNY-26MAY26-B79.5,no,0.73,0.47,85,0.243,False,-41.44
NYC,2026-05-26,KXHIGHNY-26MAY26-B77.5,yes,0.206,0.09,324,0.111,False,-31.02
NYC,2026-05-25,KXHIGHNY-26MAY25-T72,yes,0.6,0.32,106,0.264,False,-35.54
NYC,2026-05-25,KXHIGHNY-26MAY25-B72.5,no,0.773,0.46,71,0.295,False,-33.9
NYC,2026-05-24,KXHIGHNY-26MAY24-T60,no,0.221,0.12,204,0.093,False,-25.99
NYC,2026-05-24,KXHIGHNY-26MAY24-B62.5,yes,0.056,0.03,25,0.024,False,-0.81
NYC,2026-05-24,KXHIGHNY-26MAY24-B60.5,yes,0.149,0.09,138,0.053,False,-13.22
NYC,2026-05-23,KXHIGHNY-26MAY23-B60.5,yes,0.163,0.05,131,0.11,False,-6.99
NYC,2026-05-23,KXHIGHNY-26MAY23-B56.5,no,0.983,0.14,189,0.835,False,-28.06
NYC,2026-05-22,KXHIGHNY-26MAY22-T70,yes,0.427,0.03,129,0.395,False,-4.14
NYC,2026-05-22,KXHIGHNY-26MAY22-B69.5,yes,0.267,0.16,134,0.097,False,-22.71
NYC,2026-05-22,KXHIGHNY-26MAY22-B67.5,no,0.81,0.46,86,0.332,False,-41.06
NYC,2026-05-22,KXHIGHNY-26MAY22-B65.5,no,0.914,0.72,55,0.18,True,14.62
NYC,2026-05-21,KXHIGHNY-26MAY21-T68,no,0.441,0.05,560,0.388,False,-29.87
NYC,2026-05-21,KXHIGHNY-26MAY21-B72.5,yes,0.05,0.02,140,0.028,False,-3.0
NYC,2026-05-21,KXHIGHNY-26MAY21-B70.5,yes,0.138,0.02,3,0.116,False,-0.07
NYC,2026-05-21,KXHIGHNY-26MAY21-B68.5,yes,0.24,0.05,588,0.187,False,-31.36
NYC,2026-05-20,KXHIGHNY-26MAY20-B95.5,yes,0.27,0.04,443,0.227,False,-18.92
NYC,2026-05-20,KXHIGHNY-26MAY20-B93.5,no,0.779,0.63,63,0.133,True,22.28
NYC,2026-05-20,KXHIGHNY-26MAY20-B91.5,no,0.885,0.49,81,0.378,False,-41.11
NYC,2026-05-19,KXHIGHNY-26MAY19-T96,yes,0.741,0.05,800,0.687,False,-42.66
NYC,2026-05-19,KXHIGHNY-26MAY19-B95.5,no,0.831,0.49,81,0.324,True,39.89
NYC,2026-05-19,KXHIGHNY-26MAY19-B93.5,no,0.931,0.61,65,0.304,False,-40.74
NYC,2026-05-18,KXHIGHNY-26MAY18-T84,no,0.122,0.06,331,0.058,False,-21.17
NYC,2026-05-18,KXHIGHNY-26MAY18-B83.5,yes,0.091,0.06,198,0.027,False,-12.67
NYC,2026-05-17,KXHIGHNY-26MAY17-T90,yes,0.578,0.08,334,0.493,False,-28.45
NYC,2026-05-17,KXHIGHNY-26MAY17-B87.5,no,0.87,0.48,83,0.372,False,-41.3
NYC,2026-05-17,KXHIGHNY-26MAY17-B85.5,no,0.954,0.92,43,0.029,True,3.21
NYC,2026-05-16,KXHIGHNY-26MAY16-T83,yes,0.125,0.03,605,0.093,False,-19.39
NYC,2026-05-16,KXHIGHNY-26MAY16-T76,yes,0.053,0.02,314,0.032,False,-6.72
NYC,2026-05-16,KXHIGHNY-26MAY16-B82.5,yes,0.198,0.1,400,0.092,False,-42.52
NYC,2026-05-16,KXHIGHNY-26MAY16-B80.5,no,0.732,0.57,70,0.144,False,-41.11
NYC,2026-05-16,KXHIGHNY-26MAY16-B78.5,no,0.77,0.57,70,0.183,True,28.89
NYC,2026-05-16,KXHIGHNY-26MAY16-B76.5,yes,0.125,0.05,154,0.072,False,-8.22
NYC,2026-05-15,KXHIGHNY-26MAY15-T72,yes,0.059,0.02,75,0.038,False,-1.61
NYC,2026-05-15,KXHIGHNY-26MAY15-T65,yes,0.116,0.06,666,0.052,False,-42.59
NYC,2026-05-15,KXHIGHNY-26MAY15-B71.5,yes,0.132,0.02,33,0.111,False,-0.71
NYC,2026-05-15,KXHIGHNY-26MAY15-B69.5,yes,0.236,0.1,265,0.13,False,-28.17
NYC,2026-05-15,KXHIGHNY-26MAY15-B67.5,no,0.733,0.47,85,0.246,True,43.56
NYC,2026-05-15,KXHIGHNY-26MAY15-B65.5,no,0.81,0.69,57,0.105,False,-40.19
CHI,2026-07-17,KXHIGHCHI-26JUL17-B95.5,yes,0.217,0.12,194,0.09,False,-24.72
CHI,2026-07-17,KXHIGHCHI-26JUL17-B91.5,no,0.792,0.67,59,0.106,True,18.55
CHI,2026-07-17,KXHIGHCHI-26JUL17-B89.5,no,0.895,0.8,50,0.084,True,9.44
CHI,2026-07-16,KXHIGHCHI-26JUL16-T92,no,0.976,0.25,160,0.712,False,-42.1
CHI,2026-07-16,KXHIGHCHI-26JUL16-B96.5,yes,0.257,0.03,961,0.225,False,-30.79
CHI,2026-07-16,KXHIGHCHI-26JUL16-B94.5,yes,0.172,0.05,20,0.119,False,-1.07
CHI,2026-07-16,KXHIGHCHI-26JUL16-B92.5,no,0.926,0.85,47,0.067,True,6.63
CHI,2026-07-15,KXHIGHCHI-26JUL15-T96,no,0.967,0.5,80,0.449,False,-41.4
CHI,2026-07-15,KXHIGHCHI-26JUL15-B98.5,yes,0.193,0.1,113,0.087,False,-12.02
CHI,2026-07-15,KXHIGHCHI-26JUL15-B96.5,no,0.909,0.6,66,0.292,True,25.29
CHI,2026-07-15,KXHIGHCHI-26JUL15-B100.5,yes,0.264,0.03,30,0.232,False,-0.97
CHI,2026-07-14,KXHIGHCHI-26JUL14-T101,yes,0.207,0.02,61,0.186,False,-1.31
CHI,2026-07-14,KXHIGHCHI-26JUL14-B96.5,no,0.817,0.46,86,0.34,False,-41.06
CHI,2026-07-14,KXHIGHCHI-26JUL14-B94.5,no,0.918,0.85,47,0.059,True,6.63
CHI,2026-07-14,KXHIGHCHI-26JUL14-B100.5,yes,0.238,0.07,55,0.164,False,-4.11
CHI,2026-07-13,KXHIGHCHI-26JUL13-T94,yes,0.54,0.09,440,0.444,False,-42.13
CHI,2026-07-13,KXHIGHCHI-26JUL13-B93.5,no,0.758,0.49,81,0.25,True,39.89
CHI,2026-07-13,KXHIGHCHI-26JUL13-B91.5,no,0.855,0.7,57,0.14,False,-40.74
CHI,2026-07-12,KXHIGHCHI-26JUL12-T89,yes,0.138,0.03,7,0.106,False,-0.23
CHI,2026-07-12,KXHIGHCHI-26JUL12-T82,yes,0.052,0.02,15,0.03,False,-0.33
CHI,2026-07-12,KXHIGHCHI-26JUL12-B88.5,yes,0.203,0.05,163,0.15,False,-8.7
CHI,2026-07-12,KXHIGHCHI-26JUL12-B86.5,no,0.735,0.54,74,0.177,False,-41.25
CHI,2026-07-12,KXHIGHCHI-26JUL12-B84.5,no,0.778,0.52,76,0.24,True,35.15
CHI,2026-07-12,KXHIGHCHI-26JUL12-B82.5,yes,0.119,0.03,47,0.087,False,-1.51
CHI,2026-07-11,KXHIGHCHI-26JUL11-T81,yes,0.218,0.03,22,0.186,False,-0.71
CHI,2026-07-11,KXHIGHCHI-26JUL11-B87.5,yes,0.078,0.02,9,0.056,False,-0.2
CHI,2026-07-11,KXHIGHCHI-26JUL11-B85.5,yes,0.177,0.09,102,0.081,False,-9.77
CHI,2026-07-11,KXHIGHCHI-26JUL11-B83.5,no,0.741,0.47,49,0.254,False,-23.89
