ticker,series,category,p_t,y,volume,close
KXALLSVENSKANGAME-26JUL06BROGAIS-GAIS,KXALLSVENSKANGAME,Sports,0.45,0,98478.58,2026-07-06T18:50:44Z
KXALLSVENSKANGAME-26JUL06BROGAIS-BRO,KXALLSVENSKANGAME,Sports,0.29,0,81920.1,2026-07-06T18:50:44Z
KXALLSVENSKANGAME-26JUL03SIRMJA-TIE,KXALLSVENSKANGAME,Sports,0.28,1,96163.22,2026-07-03T19:00:36Z
KXALLSVENSKANGAME-26JUL03SIRMJA-SIR,KXALLSVENSKANGAME,Sports,0.58,0,197330.24,2026-07-03T19:00:36Z
KXALLSVENSKANGAME-26JUL03SIRMJA-MJA,KXALLSVENSKANGAME,Sports,0.19,0,171072.09,2026-07-03T19:00:36Z
KXALLSVENSKANGAME-26MAY31DEGBRO-BRO,KXALLSVENSKANGAME,Sports,0.32,0,63366.36,2026-05-31T14:03:00Z
KXALLSVENSKANGAME-26MAY31HACHIF-TIE,KXALLSVENSKANGAME,Sports,0.25,0,81760.64,2026-05-31T14:02:59Z
KXALLSVENSKANGAME-26MAY31HACHIF-HIF,KXALLSVENSKANGAME,Sports,0.48,0,48780.34,2026-05-31T14:02:59Z
KXALLSVENSKANGAME-26MAY31HACHIF-HAC,KXALLSVENSKANGAME,Sports,0.3,1,78819.02,2026-05-31T14:02:59Z
KXALLSVENSKANGAME-26MAY31VASIFK-TIE,KXALLSVENSKANGAME,Sports,0.28,0,50643.83,2026-05-31T14:02:58Z
KXALLSVENSKANGAME-26MAY30AIKSIR-TIE,KXALLSVENSKANGAME,Sports,0.25,0,38630.07,2026-05-30T15:02:50Z
KXALLSVENSKANGAME-26MAY30AIKSIR-SIR,KXALLSVENSKANGAME,Sports,0.46,1,102007.83,2026-05-30T15:02:50Z
KXALLSVENSKANGAME-26MAY30AIKSIR-AIK,KXALLSVENSKANGAME,Sports,0.29,0,51213.08,2026-05-30T15:02:50Z
KXALLSVENSKANGAME-26MAY30GAISKAL-TIE,KXALLSVENSKANGAME,Sports,0.27,0,9880.77,2026-05-30T15:02:49Z
KXALLSVENSKANGAME-26MAY30GAISKAL-KAL,KXALLSVENSKANGAME,Sports,0.23,0,6713.8,2026-05-30T15:02:49Z
KXALLSVENSKANGAME-26MAY30GAISKAL-GAIS,KXALLSVENSKANGAME,Sports,0.51,1,32482.95,2026-05-30T15:02:49Z
KXALLSVENSKANGAME-26MAY30MALHAL-TIE,KXALLSVENSKANGAME,Sports,0.21,0,35522.01,2026-05-30T14:52:32Z
KXALLSVENSKANGAME-26MAY30MALHAL-MAL,KXALLSVENSKANGAME,Sports,0.65,1,47343.43,2026-05-30T14:52:32Z
KXALLSVENSKANGAME-26MAY30MALHAL-HAL,KXALLSVENSKANGAME,Sports,0.15,0,16686.46,2026-05-30T14:52:32Z
KXALLSVENSKANGAME-26MAY29ORGELF-TIE,KXALLSVENSKANGAME,Sports,0.25,1,52939.67,2026-05-29T19:02:42Z
KXALLSVENSKANGAME-26MAY29ORGELF-ORG,KXALLSVENSKANGAME,Sports,0.23,0,45495.36,2026-05-29T19:02:42Z
KXALLSVENSKANGAME-26MAY29ORGELF-ELF,KXALLSVENSKANGAME,Sports,0.52,0,76957.3,2026-05-29T19:02:42Z
KXALLSVENSKANGAME-26MAY25ELFHAC-HAC,KXALLSVENSKANGAME,Sports,0.4,0,77567.24,2026-05-25T19:02:05Z
KXALLSVENSKANGAME-26MAY25ELFHAC-ELF,KXALLSVENSKANGAME,Sports,0.34,0,71246.36,2026-05-25T19:02:05Z
KXALLSVENSKANGAME-26MAY25IFKMJA-MJA,KXALLSVENSKANGAME,Sports,0.36,0,128265.56,2026-05-25T19:02:04Z
KXALLSVENSKANGAME-26MAY25IFKMJA-IFK,KXALLSVENSKANGAME,Sports,0.35,0,54686.27,2026-05-25T19:02:04Z
KXALLSVENSKANGAME-26MAY24SIRGAIS-SIR,KXALLSVENSKANGAME,Sports,0.51,1,28195.25,2026-05-24T14:03:50Z
KXALLSVENSKANGAME-26MAY24HIFAIK-HIF,KXALLSVENSKANGAME,Sports,0.67,0,22381.04,2026-05-24T14:03:50Z
KXALLSVENSKANGAME-26MAY24HIFAIK-AIK,KXALLSVENSKANGAME,Sports,0.18,1,17866.23,2026-05-24T14:03:50Z
KXALLSVENSKANGAME-26MAY23HALORG-HAL,KXALLSVENSKANGAME,Sports,0.46,1,73541.48,2026-05-23T15:04:51Z
KXALLSVENSKANGAME-26MAY23KALDEG-TIE,KXALLSVENSKANGAME,Sports,0.27,0,55872.56,2026-05-23T15:04:50Z
KXALLSVENSKANGAME-26MAY23KALDEG-KAL,KXALLSVENSKANGAME,Sports,0.5,1,71558.9,2026-05-23T15:04:50Z
KXALLSVENSKANGAME-26MAY22DJUBRO-TIE,KXALLSVENSKANGAME,Sports,0.18,0,67303.71,2026-05-22T19:03:43Z
KXALLSVENSKANGAME-26MAY22DJUBRO-DJU,KXALLSVENSKANGAME,Sports,0.69,0,118712.83,2026-05-22T19:03:43Z
KXALLSVENSKANGAME-26MAY22DJUBRO-BRO,KXALLSVENSKANGAME,Sports,0.13,1,135801.75,2026-05-22T19:03:43Z
KXRAINHOLIDAY-260704-SFO,KXRAINHOLIDAY,Climate and Weather,0.02,0,6838.46,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-SEA,KXRAINHOLIDAY,Climate and Weather,0.08,0,9700.17,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-SATX,KXRAINHOLIDAY,Climate and Weather,0.2,0,3471.27,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-PHX,KXRAINHOLIDAY,Climate and Weather,0.01,0,27137.46,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-PHIL,KXRAINHOLIDAY,Climate and Weather,0.89,1,6874.12,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-OKC,KXRAINHOLIDAY,Climate and Weather,0.11,1,4863.98,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-NYC,KXRAINHOLIDAY,Climate and Weather,0.96,1,9364.76,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-NOLA,KXRAINHOLIDAY,Climate and Weather,0.36,0,8066.47,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-MIN,KXRAINHOLIDAY,Climate and Weather,0.87,1,6851.75,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-MIA,KXRAINHOLIDAY,Climate and Weather,0.88,1,66806.78,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-LV,KXRAINHOLIDAY,Climate and Weather,0.01,0,22274.53,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-HOU,KXRAINHOLIDAY,Climate and Weather,0.13,0,6838.94,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-DEN,KXRAINHOLIDAY,Climate and Weather,0.1,0,7110.76,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-DC,KXRAINHOLIDAY,Climate and Weather,0.94,1,19991.47,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-DAL,KXRAINHOLIDAY,Climate and Weather,0.04,0,8802.44,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-CHI,KXRAINHOLIDAY,Climate and Weather,0.91,1,7344.9,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-BOS,KXRAINHOLIDAY,Climate and Weather,0.68,1,6130.17,2026-07-05T03:59:59Z
KXRAINHOLIDAY-260704-AUS,KXRAINHOLIDAY,Climate and Weather,0.06,0,4281.45,2026-07-05T03:59:59Z
