train_time_avg,test_time_avg,train_median,test_median,test_p25,test_pct_profitable,train_pct_profitable,test_n_weeks,test_sharpe,robust_time_avg,test_worst_week,test_std,wallets,n_wallets,bet,peak_conc,peak_capital,fits
61.15,401.52,-1.79,161.28,-34.59,71.0,49.2,31,0.3,61.15,-1313.13,1299.87,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,79,1975,True
64.03,364.73,-2.59,57.1,-98.31,71.4,40.0,28,0.25,64.03,-1313.13,1396.13,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,79,1975,True
66.69,149.89,9.44,29.27,-57.23,63.3,54.2,30,0.21,66.69,-763.55,685.56,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x7177a7f5c216809c577c50c77b12aae81f81ddef,4,15,112,1680,True
204.95,42.29,53.57,36.85,-85.68,62.1,62.1,29,0.13,42.29,-1018.07,324.17,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x5e222c5667c429e79d0e36d580ed1110cc923993,4,20,81,1620,True
239.12,1015.38,76.13,542.14,62.23,86.7,59.6,30,0.67,239.12,-1018.07,1489.62,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,20,81,1620,True
69.39,-45.46,17.21,5.28,-103.63,50.0,60.0,30,-0.13,-45.46,-1035.88,351.37,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,109,1635,True
32.81,49.21,-9.32,1.49,-72.64,50.0,48.1,42,0.16,32.81,-1018.07,325.41,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,20,81,1620,True
80.67,28.85,5.88,-2.54,-88.4,50.0,51.2,30,0.09,28.85,-1026.67,326.45,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,20,81,1620,True
75.11,55.66,4.94,6.59,-34.63,56.1,53.4,41,0.19,55.66,-1018.07,328.71,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd,4,20,94,1880,True
81.35,26.77,9.33,25.9,-118.08,62.1,55.8,29,0.07,26.77,-1018.07,372.15,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,20,98,1960,True
106.9,103.31,27.95,92.53,-20.19,67.7,55.2,31,0.31,103.31,-1018.07,322.74,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,20,81,1620,True
107.19,40.44,5.88,36.85,-85.68,62.1,51.2,29,0.13,40.44,-1018.07,323.09,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x1823757d22022f81a8fa1536d63101fe458884d8,4,20,81,1620,True
126.18,171.2,50.34,30.9,-85.9,64.0,61.7,25,0.21,126.18,-763.55,758.05,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x5e222c5667c429e79d0e36d580ed1110cc923993,4,15,110,1650,True
292.77,897.83,119.1,340.68,38.18,81.8,76.3,22,0.62,292.77,-763.55,1421.08,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,15,113,1695,True
13.76,55.07,4.04,21.06,-123.65,54.2,56.9,24,0.1,13.76,-690.58,546.59,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,10,143,1430,True
-5.8,99.58,-13.06,21.55,-58.82,51.2,39.1,43,0.17,-5.8,-763.55,583.09,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,15,110,1650,True
11.75,175.83,-8.37,19.14,-85.79,60.9,48.4,23,0.21,11.75,-770.0,799.88,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,15,110,1650,True
27.54,99.44,-2.49,21.55,-57.1,60.0,49.2,45,0.18,27.54,-763.55,569.35,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xba732f8ac829db045ab0622787794976cb950cfd,4,15,110,1650,True
14.42,169.13,9.36,30.9,-110.1,60.9,60.0,23,0.2,14.42,-763.55,808.68,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,15,110,1650,True
28.49,186.86,-1.07,69.4,-21.24,67.7,49.3,31,0.26,28.49,-763.55,684.03,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,15,111,1665,True
30.44,154.25,6.75,33.18,-75.08,63.0,51.9,27,0.21,30.44,-763.55,729.02,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x1823757d22022f81a8fa1536d63101fe458884d8,4,15,110,1650,True
454.38,995.29,243.45,409.49,41.65,84.0,76.0,25,0.59,454.38,-1018.07,1598.71,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,20,86,1720,True
126.17,-62.61,36.39,23.06,-180.18,52.0,65.5,25,-0.16,-62.61,-1035.88,378.61,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,109,1635,True
58.79,101.71,8.89,42.25,-93.06,59.5,54.0,42,0.23,58.79,-1272.58,454.32,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,25,79,1975,True
190.55,38.12,75.46,65.14,-140.76,58.3,62.2,24,0.08,38.12,-1283.34,443.76,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,79,1975,True
112.17,105.5,20.28,53.4,-94.63,59.5,57.7,42,0.25,105.5,-1272.58,456.99,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,79,1975,True
155.5,22.67,67.12,42.72,-133.79,62.5,67.4,24,0.05,22.67,-1018.07,402.31,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,20,96,1920,True
188.68,119.21,33.91,115.66,-35.41,67.7,61.8,31,0.29,119.21,-1272.58,395.83,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,79,1975,True
209.91,47.43,100.91,55.31,-143.16,64.0,65.1,25,0.11,47.43,-1272.58,421.79,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,79,1975,True
268.37,602.97,45.95,315.09,17.8,75.0,66.7,24,0.52,268.37,-797.69,1115.93,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,116,1740,True
29.39,1048.27,-19.19,387.3,33.06,75.6,44.7,45,0.58,29.39,-1272.58,1766.22,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,25,79,1975,True
464.82,1230.57,395.53,569.42,113.26,81.8,70.0,22,0.58,464.82,-1283.34,2080.62,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,79,1975,True
81.89,1053.47,4.5,610.88,54.5,82.5,52.3,40,0.64,81.89,-1272.58,1828.36,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,79,1975,True
375.4,975.52,337.43,461.92,50.91,81.8,73.3,22,0.59,375.4,-1018.07,1633.16,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,20,96,1920,True
222.52,1317.8,26.6,758.09,295.24,90.3,55.4,31,0.7,222.52,-1272.58,1822.79,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,79,1975,True
307.2,1278.32,404.11,642.94,53.68,85.2,69.2,27,0.64,307.2,-1272.58,1949.34,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,79,1975,True
-1.56,-35.95,-4.72,-7.36,-58.83,44.4,40.4,45,-0.12,-35.95,-1035.88,282.31,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,15,109,1635,True
8.13,-66.86,-4.52,40.35,-188.1,58.3,48.0,24,-0.16,-66.86,-1035.88,391.55,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,15,109,1635,True
30.96,-26.18,0.48,4.3,-31.47,51.1,50.6,47,-0.09,-26.18,-1035.88,277.01,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xba732f8ac829db045ab0622787794976cb950cfd,4,15,109,1635,True
10.48,-72.83,-1.73,31.59,-211.31,54.2,50.0,24,-0.17,-72.83,-1035.88,412.88,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,15,124,1860,True
31.12,-3.99,5.58,28.34,-75.17,51.6,53.6,31,-0.01,-3.99,-1035.88,325.89,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,15,109,1635,True
33.29,-59.73,4.3,-9.19,-144.79,48.1,53.2,27,-0.16,-59.73,-1035.88,363.1,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x1823757d22022f81a8fa1536d63101fe458884d8,4,15,109,1635,True
-8.37,4.47,-21.52,-33.45,-87.38,41.9,39.1,43,0.01,-8.37,-1283.34,332.22,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,79,1975,True
38.09,12.91,-12.9,-13.93,-90.1,46.5,46.0,43,0.04,12.91,-1272.58,324.79,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,79,1975,True
-6.69,3.27,-17.22,-6.16,-70.44,48.8,39.1,41,0.01,-6.69,-1018.07,306.94,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,20,96,1920,True
14.58,71.5,-4.42,36.71,-80.18,57.8,49.2,45,0.21,14.58,-1272.58,336.31,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,79,1975,True
13.8,14.12,-20.82,-13.93,-88.05,46.3,41.3,41,0.05,13.8,-1272.58,330.66,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,79,1975,True
47.1,17.53,-3.37,4.62,-100.03,50.0,48.3,34,0.06,17.53,-1283.34,372.36,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,79,1975,True
0.79,12.47,-2.07,25.52,-155.51,60.9,42.1,23,0.03,0.79,-1026.67,419.66,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,20,96,1920,True
37.44,102.82,-1.79,119.26,-36.59,61.3,49.2,31,0.24,37.44,-1283.34,404.92,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,79,1975,True
38.75,24.99,-5.64,16.92,-118.65,53.6,33.3,28,0.06,24.99,-1283.34,409.06,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,79,1975,True
37.68,13.7,-2.7,21.15,-92.89,62.5,48.3,32,0.05,13.7,-1018.07,346.92,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xba732f8ac829db045ab0622787794976cb950cfd|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,20,96,1920,True
68.36,78.15,6.5,47.75,-45.97,60.0,53.3,45,0.24,68.36,-1272.58,332.99,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xba732f8ac829db045ab0622787794976cb950cfd|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,79,1975,True
54.56,22.0,-2.7,32.79,-78.52,56.2,48.3,32,0.1,22.0,-1018.07,297.81,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xba732f8ac829db045ab0622787794976cb950cfd|0x1823757d22022f81a8fa1536d63101fe458884d8,4,20,81,1620,True
30.83,79.33,7.27,70.19,-28.32,67.7,50.8,31,0.21,30.83,-1018.07,369.95,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x2b3ff45c91540e46fae1e0c72f61f4b049453446|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,20,96,1920,True
30.91,22.3,-1.79,44.25,-121.43,64.0,46.7,25,0.05,22.3,-1018.07,392.78,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x2b3ff45c91540e46fae1e0c72f61f4b049453446|0x1823757d22022f81a8fa1536d63101fe458884d8,4,20,96,1920,True
69.72,116.96,9.09,115.66,-35.41,67.7,50.8,31,0.28,69.72,-1272.58,394.43,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,79,1975,True
-7.35,-532.41,56.81,-256.67,-567.13,14.3,55.0,21,-0.59,-532.41,-4211.72,905.4,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x26437896ed9dfeb2f69765edcafe8fdceaab39ae,4,15,133,1995,True
77.26,-79.54,126.39,-74.72,-157.15,27.3,65.0,22,-0.25,-79.54,-993.79,301.92,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x77f623734a71c023f9df91011189eaeef891dbd1,4,20,96,1920,True
89.1,-45.43,136.58,-50.04,-122.14,43.8,72.2,16,-0.18,-45.43,-964.34,331.11,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xe7dd85e5a9059a65d84f354203648df9928a96cb,4,20,96,1920,True
86.06,189.7,70.42,-15.71,-59.07,40.9,61.9,22,0.2,86.06,-747.58,946.41,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88,4,15,110,1650,True
132.64,-12.41,32.74,-2.3,-61.14,48.1,56.5,27,-0.05,-12.41,-964.34,276.12,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55,4,20,98,1960,True
73.62,114.67,55.88,-44.65,-112.9,35.3,69.0,17,0.16,73.62,-723.26,877.4,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x7177a7f5c216809c577c50c77b12aae81f81ddef,4,15,107,1605,True
232.94,-53.04,166.2,-62.63,-152.57,33.3,76.7,15,-0.25,-53.04,-964.34,338.55,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x5e222c5667c429e79d0e36d580ed1110cc923993,4,20,96,1920,True
451.73,909.65,465.41,413.15,-4.71,72.7,80.0,22,0.52,451.73,-964.34,1689.23,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,20,99,1980,True
65.6,-130.39,18.86,-39.59,-149.4,37.5,59.2,24,-0.35,-130.39,-971.62,351.1,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,124,1860,True
-2.13,45.43,-15.47,-22.68,-69.12,48.5,41.9,33,0.17,-2.13,-964.34,352.21,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,20,96,1920,True
79.04,-61.6,126.39,-17.83,-92.33,40.9,70.0,22,-0.2,-61.6,-972.94,292.61,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,20,96,1920,True
42.6,54.27,3.6,27.33,-64.54,53.6,52.6,28,0.22,42.6,-964.34,386.14,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xba732f8ac829db045ab0622787794976cb950cfd,4,20,96,1920,True
65.19,-55.18,99.87,-46.97,-182.56,33.3,68.4,15,-0.27,-55.18,-723.26,291.25,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,15,113,1695,True
74.83,53.79,9.13,62.3,-48.13,71.0,53.0,31,0.19,53.79,-964.34,279.38,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,20,96,1920,True
87.98,-26.07,136.58,-59.53,-116.96,36.8,81.2,19,-0.11,-26.07,-964.34,328.38,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0xc6174a742b2926f00e683828019cef708ff9cd8e|0x1823757d22022f81a8fa1536d63101fe458884d8,4,20,96,1920,True
-66.84,-522.91,-13.81,-244.99,-609.7,9.1,21.1,22,-0.57,-522.91,-4196.23,898.95,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0x26437896ed9dfeb2f69765edcafe8fdceaab39ae|0x77f623734a71c023f9df91011189eaeef891dbd1,4,15,111,1665,True
-63.6,-504.54,-12.83,-220.82,-567.13,19.0,33.3,21,-0.55,-504.54,-4207.22,910.86,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0x26437896ed9dfeb2f69765edcafe8fdceaab39ae|0xe7dd85e5a9059a65d84f354203648df9928a96cb,4,15,111,1665,True
-40.96,-278.57,-10.52,-166.11,-565.42,22.7,35.0,22,-0.2,-278.57,-4199.98,1344.05,0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf|0x62e651c34c394423e8c2c93b24a50b0e54cf564e|0x26437896ed9dfeb2f69765edcafe8fdceaab39ae|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88,4,15,111,1665,True
