train_time_avg,test_time_avg,train_median,test_median,test_p25,test_pct_profitable,train_pct_profitable,test_n_weeks,test_sharpe,robust_time_avg,test_worst_week,test_std,wallets,n_wallets,bet,peak_conc,peak_capital,fits
164.96,275.21,39.15,52.79,-35.55,66.7,60.0,30,0.41,164.96,-193.92,1000.71,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
320.87,370.89,185.36,54.69,-48.44,59.1,63.3,22,0.33,320.87,-1006.69,1590.04,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,35,52,1820,True
366.75,498.32,147.07,63.88,11.06,76.7,66.7,30,0.38,366.75,-93.01,1327.21,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,35,53,1855,True
365.07,390.82,185.36,62.71,-37.34,68.4,63.3,19,0.38,365.07,-160.53,1665.86,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x1823757d22022f81a8fa1536d63101fe458884d8,4,35,52,1820,True
159.4,796.04,41.27,395.5,22.05,81.2,63.4,32,0.69,159.4,-833.94,1120.32,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,115,1725,True
101.25,1461.85,23.46,686.86,24.51,75.0,57.4,40,0.68,101.25,-555.29,2365.23,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,30,65,1950,True
357.2,2003.57,123.89,869.92,122.65,78.1,58.9,32,0.71,357.2,-148.59,2749.62,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,35,51,1785,True
133.56,1222.3,25.12,775.71,215.37,82.9,57.1,35,0.76,133.56,-434.25,2028.51,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
354.48,1999.34,86.42,1143.46,566.14,88.9,59.6,27,0.82,354.48,-124.75,2812.46,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,35,51,1785,True
402.27,2126.87,141.2,901.71,293.17,96.8,71.4,31,0.78,402.27,-160.29,2758.48,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,35,52,1820,True
401.22,2022.38,123.89,1143.46,566.14,88.9,58.9,27,0.82,401.22,-171.82,2864.34,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x1823757d22022f81a8fa1536d63101fe458884d8,4,35,51,1785,True
31.57,65.67,17.5,1.87,-55.78,51.2,55.6,41,0.13,31.57,-971.62,554.3,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,15,108,1620,True
56.01,85.51,21.91,-2.56,-56.42,50.0,58.8,30,0.14,56.01,-971.62,647.5,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,15,108,1620,True
62.21,69.55,14.76,13.97,-17.29,55.8,56.8,43,0.14,62.21,-971.62,540.0,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xba732f8ac829db045ab0622787794976cb950cfd,4,15,108,1620,True
56.64,83.69,31.77,-6.88,-61.84,46.7,58.8,30,0.13,56.64,-971.62,656.31,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,15,108,1620,True
76.75,138.6,57.02,5.89,-28.82,53.1,64.9,32,0.22,76.75,-971.62,609.78,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,15,108,1620,True
74.62,93.61,21.91,16.24,-60.27,53.6,58.8,28,0.16,74.62,-971.62,671.36,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x1823757d22022f81a8fa1536d63101fe458884d8,4,15,108,1620,True
58.57,208.09,6.0,-34.01,-69.38,38.5,50.9,39,0.23,58.57,-174.9,1023.47,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,30,65,1950,True
91.91,170.58,6.18,-15.82,-57.55,45.5,52.8,33,0.26,91.91,-145.75,927.56,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
58.57,207.62,6.0,-18.99,-72.3,42.4,50.9,33,0.24,58.57,-862.88,1131.42,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,30,65,1950,True
70.54,241.58,51.64,30.3,-34.1,65.1,59.4,43,0.3,70.54,-148.78,810.07,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,68,1700,True
85.62,219.71,6.0,-17.85,-71.49,46.7,50.9,30,0.27,85.62,-174.9,1164.44,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x1823757d22022f81a8fa1536d63101fe458884d8,4,30,65,1950,True
116.76,311.63,7.69,3.57,-41.12,51.9,56.0,27,0.3,116.76,-89.11,1010.53,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
287.47,507.66,98.56,-21.5,-87.28,48.4,56.4,31,0.26,287.47,-1542.67,1929.2,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,50,37,1850,True
230.41,680.17,144.14,122.3,-34.74,64.5,64.3,31,0.36,230.41,-249.03,1866.17,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,50,40,2000,True
279.91,432.72,68.99,5.0,-57.57,51.9,56.4,27,0.3,279.91,-156.92,1416.09,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0x1823757d22022f81a8fa1536d63101fe458884d8,4,35,51,1785,True
116.76,269.91,7.69,39.07,-34.6,63.6,56.0,22,0.33,116.76,-719.06,1135.17,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xba732f8ac829db045ab0622787794976cb950cfd|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,25,73,1825,True
122.34,238.82,48.21,40.97,-24.0,67.4,64.1,43,0.32,122.34,-82.51,806.13,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xba732f8ac829db045ab0622787794976cb950cfd|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,73,1825,True
113.19,287.06,6.15,38.89,-5.23,72.2,56.0,18,0.39,113.19,-91.73,974.66,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xba732f8ac829db045ab0622787794976cb950cfd|0x1823757d22022f81a8fa1536d63101fe458884d8,4,20,89,1780,True
230.41,679.07,144.14,100.58,1.21,74.2,64.3,31,0.35,230.41,-1627.09,1911.94,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x2b3ff45c91540e46fae1e0c72f61f4b049453446|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,50,40,2000,True
279.91,374.79,68.99,54.69,-48.44,63.6,56.4,22,0.32,279.91,-1006.69,1591.01,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0x2b3ff45c91540e46fae1e0c72f61f4b049453446|0x1823757d22022f81a8fa1536d63101fe458884d8,4,35,51,1785,True
205.14,495.28,100.9,63.88,-7.9,73.3,64.3,30,0.38,205.14,-93.01,1328.46,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xe7dd85e5a9059a65d84f354203648df9928a96cb|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x1823757d22022f81a8fa1536d63101fe458884d8,4,35,51,1785,True
130.34,423.8,15.35,12.08,-23.48,55.2,55.9,29,0.4,130.34,-553.33,1142.57,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x7177a7f5c216809c577c50c77b12aae81f81ddef,4,15,131,1965,True
353.18,522.09,73.67,6.35,-39.13,51.7,59.4,29,0.33,353.18,-922.22,1669.57,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x5e222c5667c429e79d0e36d580ed1110cc923993,4,25,69,1725,True
366.85,1716.09,49.38,777.86,163.01,86.7,57.4,30,0.67,366.85,-109.11,2655.1,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,25,69,1725,True
125.13,257.28,41.03,8.17,-19.67,56.2,60.3,32,0.25,125.13,-995.1,1001.64,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,108,1620,True
96.22,460.42,-0.97,-5.62,-55.03,45.0,50.0,40,0.34,96.22,-922.22,1484.64,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,25,69,1725,True
207.57,506.38,22.51,-6.1,-52.49,45.2,54.8,31,0.31,207.57,-922.22,1613.28,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,69,1725,True
87.66,269.83,4.62,4.11,-22.43,52.6,55.1,38,0.35,87.66,-553.33,909.95,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd,4,15,111,1665,True
207.21,504.33,22.51,13.25,-40.74,53.3,54.8,30,0.34,207.21,-869.72,1530.07,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,25,69,1725,True
242.2,595.26,79.17,119.94,-11.26,71.9,66.2,32,0.37,242.2,-922.22,1561.12,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,69,1725,True
238.64,519.93,22.51,3.93,-39.13,51.7,54.8,29,0.33,238.64,-922.22,1670.31,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,77,1925,True
162.15,418.09,75.51,12.08,-19.3,51.7,59.1,29,0.39,162.15,-553.33,1142.83,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x5e222c5667c429e79d0e36d580ed1110cc923993,4,15,127,1905,True
113.63,755.69,22.7,320.99,68.29,80.0,61.5,30,0.71,113.63,-43.64,1102.33,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,10,143,1430,True
50.31,241.09,22.92,6.4,-13.12,59.4,59.2,32,0.31,50.31,-663.4,751.39,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,10,162,1620,True
27.32,339.35,-0.58,-5.56,-24.48,46.3,50.0,41,0.36,27.32,-553.33,996.46,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,15,127,1905,True
74.78,408.67,16.42,-4.26,-31.49,45.2,55.4,31,0.37,74.78,-553.33,1110.68,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,15,127,1905,True
58.74,323.66,4.09,10.29,-23.79,55.8,54.4,43,0.36,58.74,-553.33,973.9,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xba732f8ac829db045ab0622787794976cb950cfd,4,15,127,1905,True
74.57,406.96,16.42,12.61,-24.12,53.3,55.4,30,0.4,74.57,-521.83,1068.05,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,15,127,1905,True
95.56,462.0,47.53,71.96,-8.07,65.6,65.3,32,0.42,95.56,-553.33,1077.13,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,15,127,1905,True
93.43,416.8,16.42,12.08,-19.3,51.7,55.4,29,0.39,93.43,-553.33,1143.48,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x7177a7f5c216809c577c50c77b12aae81f81ddef|0x1823757d22022f81a8fa1536d63101fe458884d8,4,15,127,1905,True
335.8,1365.33,115.98,626.73,130.41,83.3,65.2,30,0.67,335.8,-87.29,2118.19,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xaa501f4663c454e94fba8907c42dafcc785a3ed5,4,20,86,1720,True
156.87,251.6,49.25,8.58,-19.69,56.2,64.8,32,0.25,156.87,-995.1,995.95,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,108,1620,True
113.99,500.89,56.86,4.04,-39.13,51.2,61.3,41,0.36,113.99,-922.22,1460.1,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,25,69,1725,True
260.57,496.86,133.44,-12.09,-52.49,41.9,63.9,31,0.31,260.57,-922.22,1603.84,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,69,1725,True
164.96,483.49,39.15,20.14,-32.17,51.2,60.0,41,0.37,164.96,-922.22,1459.17,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
260.22,494.87,133.44,-8.17,-40.19,46.7,63.9,30,0.34,260.22,-869.72,1520.21,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,25,69,1725,True
295.21,585.75,117.81,119.94,-11.26,71.9,66.7,32,0.37,295.21,-922.22,1552.35,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,69,1725,True
291.65,510.42,133.44,-7.07,-32.17,44.8,63.9,29,0.33,291.65,-922.22,1660.53,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x5e222c5667c429e79d0e36d580ed1110cc923993|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,69,1725,True
173.07,952.03,58.19,395.26,52.55,84.4,63.4,32,0.61,173.07,-833.94,1521.11,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,4,15,115,1725,True
84.37,1441.59,19.55,510.72,-11.47,72.1,57.4,43,0.6,84.37,-520.09,2430.86,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,25,69,1725,True
274.43,1691.1,115.26,634.68,116.02,81.2,59.6,32,0.64,274.43,-146.94,2589.68,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,69,1725,True
133.56,1444.24,25.12,783.41,88.74,78.9,57.1,38,0.67,133.56,-520.09,2517.71,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
275.49,1688.08,115.26,736.82,163.01,83.3,59.6,30,0.69,275.49,-109.11,2547.39,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,25,69,1725,True
308.99,1779.17,102.34,716.12,178.25,93.8,71.8,32,0.68,308.99,-155.3,2570.55,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,69,1725,True
305.44,1704.53,115.26,783.41,163.01,80.0,59.6,30,0.67,305.44,-109.11,2649.25,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xaa501f4663c454e94fba8907c42dafcc785a3ed5|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,69,1725,True
31.57,199.27,17.5,7.29,-41.58,53.3,55.6,45,0.22,31.57,-995.1,875.3,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c,4,15,108,1620,True
69.68,242.22,27.21,-6.2,-33.2,43.8,57.4,32,0.24,69.68,-995.1,992.89,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,15,108,1620,True
62.21,195.38,14.76,8.02,-16.63,57.4,56.8,47,0.23,62.21,-995.1,855.92,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xba732f8ac829db045ab0622787794976cb950cfd,4,15,108,1620,True
70.32,240.4,27.21,8.58,-37.65,56.2,57.4,32,0.25,70.32,-995.1,933.32,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,15,108,1620,True
90.42,295.3,57.02,26.08,-27.64,59.4,63.5,32,0.3,90.42,-995.1,969.08,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,15,108,1620,True
88.29,250.31,27.21,7.4,-23.24,53.1,57.4,32,0.24,88.29,-995.1,996.28,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738|0x1823757d22022f81a8fa1536d63101fe458884d8,4,15,108,1620,True
46.84,403.01,5.0,-30.26,-72.55,35.7,50.8,42,0.29,46.84,-922.22,1432.7,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da,4,25,69,1725,True
90.1,386.82,2.81,-14.83,-40.74,38.1,51.1,42,0.3,90.1,-922.22,1438.66,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
46.84,402.62,5.0,-20.85,-53.47,37.5,50.8,40,0.32,46.84,-869.72,1377.96,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x2b3ff45c91540e46fae1e0c72f61f4b049453446,4,25,69,1725,True
70.05,465.59,45.97,30.3,-40.55,62.2,60.0,45,0.33,70.05,-922.22,1372.4,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,4,25,69,1725,True
69.01,412.72,5.0,-14.83,-40.61,37.5,50.8,40,0.3,69.01,-922.22,1471.46,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0xe0f3208b94bbd4d1a3dee319d4d574747297d82c|0x1823757d22022f81a8fa1536d63101fe458884d8,4,25,69,1725,True
116.76,572.36,7.69,-9.6,-51.89,43.8,56.0,32,0.35,116.76,-922.22,1620.38,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xb64fe08cf7ebbf52cf2963bba89deb13b79ddc88|0x88d17ad6bf91ca0935f6e70b37ebe3db92b618da|0xba732f8ac829db045ab0622787794976cb950cfd,4,25,73,1825,True
