ticker,side,ask,secs,p1,p2,p3,series,depth,best,min_depth
KXDOGE15M-26AUG250000-00,no,89.0000,599,86,57,58,KXDOGE15M,1579,89.0000,39
KXXRP15M-26AUG250000-00,no,88.0000,367,85,83,82,KXXRP15M,3982,88.0000,39
KXBTC15M-26AUG250000-00,no,90.5000,247,72,50,45,KXBTC15M,10181,90.8000,39
KXETH15M-26AUG250000-00,no,89.0000,247,80,76,78,KXETH15M,4457,89.0000,39
KXBNB15M-26AUG250000-00,no,89.0000,176,79,51,47,KXBNB15M,0,96.9000,39
KXSOL15M-26AUG250000-00,no,94.0000,158,91,58,41,KXSOL15M,0,96.9000,39
KXDOGE15M-26AUG252330-30,yes,90.0000,152,94,79,74,KXDOGE15M,1135,82.0000,39
KXSOL15M-26AUG252330-30,yes,89.0000,152,89,81,83,KXSOL15M,4227,64.0000,39
KXETH15M-26AUG252345-45,yes,88.0000,336,84,70,79,KXETH15M,8317,80.0000,39
KXBNB15M-26AUG252345-45,no,88.0000,268,65,52,62,KXBNB15M,18,90.0000,39
KXXRP15M-26AUG252345-45,no,94.7000,251,84,67,76,KXXRP15M,0,94.7000,39
KXSOL15M-26AUG252345-45,no,90.9000,234,58,35,46,KXSOL15M,505,76.0000,39
KXETH15M-26AUG252315-15,no,93.4000,170,94,94,95,KXETH15M,0,95.8000,39
KXSOL15M-26AUG252315-15,no,92.6000,170,90,86,89,KXSOL15M,474,90.0000,39
KXDOGE15M-26AUG252315-15,no,98.9000,170,97,93,91,KXDOGE15M,0,99.7000,39
KXBNB15M-26AUG252315-15,no,96.9000,170,90,88,84,KXBNB15M,0,98.4000,39
KXBTC15M-26AUG252315-15,no,88.0000,170,85,89,86,KXBTC15M,30070,89.0000,39
KXXRP15M-26AUG252315-15,no,95.0000,170,90,85,83,KXXRP15M,0,98.5000,39
KXBTC15M-26AUG252330-30,yes,88.0000,182,73,64,72,KXBTC15M,70531,73.0000,39
KXXRP15M-26AUG252330-30,yes,94.3000,182,74,64,70,KXXRP15M,5414,77.0000,39
KXSOL15M-26AUG252300-00,no,96.4000,188,95,96,92,KXSOL15M,0,97.5000,39
KXXRP15M-26AUG252300-00,no,93.6000,188,93,94,91,KXXRP15M,240,92.1000,39
KXETH15M-26AUG252300-00,no,88.0000,153,87,71,92,KXETH15M,317,91.7000,39
KXSOL15M-26AUG252245-45,no,90.0000,207,88,89,88,KXSOL15M,0,94.8000,39
KXXRP15M-26AUG252245-45,no,95.9000,207,95,94,92,KXXRP15M,0,98.0000,39
