ticker,side,ask,secs,p1,p2,p3,series,depth,best,min_depth
KXBTC15M-26AUG222345-45,no,96.0000,178,94,88,69,KXBTC15M,0,97.8000,60
KXSOL15M-26AUG222345-45,no,96.8000,178,96,90,76,KXSOL15M,0,98.9000,60
KXXRP15M-26AUG222345-45,no,91.4000,178,97,92,75,KXXRP15M,0,97.9000,60
KXETH15M-26AUG222345-45,no,91.1000,178,94,90,71,KXETH15M,0,97.0000,60
KXBNB15M-26AUG222345-45,no,96.9000,178,96,96,94,KXBNB15M,0,98.7000,60
KXDOGE15M-26AUG222345-45,no,96.0000,178,98,95,88,KXDOGE15M,0,98.7000,60
KXETH15M-26AUG222330-30,no,94.0000,178,92,94,95,KXETH15M,0,94.0000,60
KXDOGE15M-26AUG222330-30,no,92.7000,178,94,95,93,KXDOGE15M,0,95.9000,60
KXBTC15M-26AUG222330-30,no,89.0000,178,87,85,85,KXBTC15M,0,94.1000,60
KXSOL15M-26AUG222330-30,no,98.5000,178,98,97,94,KXSOL15M,0,98.5000,60
KXETH15M-26AUG222315-15,no,96.9000,178,94,89,89,KXETH15M,0,96.0000,60
KXSOL15M-26AUG222315-15,no,92.9000,178,87,90,87,KXSOL15M,2383,88.0000,60
KXXRP15M-26AUG222315-15,no,93.7000,178,90,93,93,KXXRP15M,0,94.0000,60
KXBTC15M-26AUG222315-15,no,88.0000,178,89,90,84,KXBTC15M,4933,90.0000,60
KXBNB15M-26AUG222330-30,no,95.8000,418,83,73,53,KXBNB15M,154,90.0000,60
KXBTC15M-26AUG222300-00,no,89.0000,238,92,87,75,KXBTC15M,0,94.0000,60
KXSOL15M-26AUG222300-00,yes,89.0000,238,88,90,88,KXSOL15M,2461,86.0000,60
KXDOGE15M-26AUG222315-15,no,94.0000,358,85,84,76,KXDOGE15M,0,96.9000,60
KXETH15M-26AUG222245-45,yes,96.0000,238,93,92,93,KXETH15M,0,97.1000,60
KXBTC15M-26AUG222245-45,yes,96.2000,238,96,94,94,KXBTC15M,0,97.7000,60
KXSOL15M-26AUG222245-45,yes,95.0000,238,90,84,83,KXSOL15M,0,96.9000,60
KXXRP15M-26AUG222245-45,yes,97.1000,238,92,90,94,KXXRP15M,0,97.9000,60
KXBNB15M-26AUG222245-45,yes,97.0000,238,93,91,94,KXBNB15M,0,98.5000,60
KXDOGE15M-26AUG222245-45,yes,99.0000,238,96,92,91,KXDOGE15M,0,99.0000,60
KXSOL15M-26AUG222230-30,no,94.8000,238,97,96,92,KXSOL15M,0,96.9000,60
KXDOGE15M-26AUG222230-30,no,90.6000,238,96,95,88,KXDOGE15M,0,96.2000,60
KXBNB15M-26AUG222230-30,no,98.2000,238,98,96,95,KXBNB15M,0,97.8000,60
KXXRP15M-26AUG222230-30,no,88.0000,178,88,91,95,KXXRP15M,0,97.9000,60
KXETH15M-26AUG222215-15,no,94.8000,238,93,87,84,KXETH15M,0,97.1000,60
KXXRP15M-26AUG222215-15,no,88.0000,238,84,90,86,KXXRP15M,527,91.4000,60
KXDOGE15M-26AUG222215-15,no,99.0000,238,98,98,98,KXDOGE15M,0,99.4000,60
KXBTC15M-26AUG222215-15,no,96.9000,238,96,90,87,KXBTC15M,0,97.3000,60
KXSOL15M-26AUG222215-15,no,90.7000,238,78,71,77,KXSOL15M,0,94.0000,60
KXETH15M-26AUG222230-30,no,90.2000,418,81,67,60,KXETH15M,556,90.3000,60
KXBTC15M-26AUG222230-30,no,88.0000,358,82,73,57,KXBTC15M,39195,85.0000,60
KXETH15M-26AUG222200-00,yes,90.0000,298,83,85,70,KXETH15M,6387,81.0000,60
KXDOGE15M-26AUG222200-00,no,93.7000,178,64,42,31,KXDOGE15M,0,96.9000,60
KXETH15M-26AUG222200-00,no,93.3000,178,36,17,18,KXETH15M,0,95.7000,60
KXSOL15M-26AUG222200-00,no,91.1000,178,55,27,32,KXSOL15M,0,94.0000,60
