ticker,side,ask,secs,p1,p2,p3,series,depth,best,min_depth
KXSOL15M-26AUG281130-30,yes,96.9000,588,94,67,52,KXSOL15M,0,96.6000,39
KXBNB15M-26AUG281130-30,yes,92.5000,588,79,61,53,KXBNB15M,2,93.0000,39
KXXRP15M-26AUG281130-30,yes,88.0000,569,88,77,64,KXXRP15M,5321,86.0000,39
KXDOGE15M-26AUG281130-30,yes,89.0000,515,86,82,73,KXDOGE15M,561,86.0000,39
KXBTC15M-26AUG281130-30,yes,93.2000,233,78,53,58,KXBTC15M,0,94.0000,39
KXETH15M-26AUG281130-30,yes,91.0000,233,80,62,56,KXETH15M,0,97.4000,39
KXDOGE15M-26AUG281115-15,no,91.0000,508,90,82,81,KXDOGE15M,16,92.5000,39
KXSOL15M-26AUG281115-15,no,90.0000,472,82,76,72,KXSOL15M,603,91.3000,39
KXXRP15M-26AUG281115-15,no,88.0000,436,87,79,70,KXXRP15M,5058,89.0000,39
KXETH15M-26AUG281115-15,no,89.0000,383,87,79,74,KXETH15M,4982,89.0000,39
KXBNB15M-26AUG281115-15,no,89.0000,383,88,81,68,KXBNB15M,229,90.0000,39
KXBTC15M-26AUG281115-15,no,93.7000,274,92,86,77,KXBTC15M,0,93.1000,39
KXSOL15M-26AUG281100-00,yes,90.1000,212,89,74,81,KXSOL15M,763,90.0000,39
KXXRP15M-26AUG281100-00,yes,91.6000,212,93,59,65,KXXRP15M,254,91.5000,39
KXBTC15M-26AUG281100-00,yes,89.0000,177,83,70,64,KXBTC15M,0,95.9000,39
KXETH15M-26AUG281100-00,yes,88.0000,177,82,59,50,KXETH15M,423,91.5000,39
KXDOGE15M-26AUG281100-00,yes,90.1000,177,81,65,58,KXDOGE15M,90,92.9000,39
KXBNB15M-26AUG281100-00,yes,92.9000,157,92,84,65,KXBNB15M,0,93.2000,39
KXBTC15M-26AUG281045-45,yes,90.0000,585,79,77,70,KXBTC15M,20375,91.7000,39
KXSOL15M-26AUG281045-45,yes,93.2000,585,89,85,78,KXSOL15M,0,95.0000,39
KXETH15M-26AUG281045-45,yes,94.6000,585,81,79,65,KXETH15M,0,94.2000,39
KXBNB15M-26AUG281045-45,yes,90.8000,585,86,86,74,KXBNB15M,0,94.0000,39
KXDOGE15M-26AUG281045-45,yes,93.2000,585,88,81,71,KXDOGE15M,0,95.4000,39
KXXRP15M-26AUG281045-45,yes,91.9000,585,90,88,80,KXXRP15M,0,94.6000,39
KXSOL15M-26AUG281030-30,yes,88.0000,553,85,74,72,KXSOL15M,6218,77.0000,39
KXXRP15M-26AUG281030-30,yes,89.0000,553,85,71,71,KXXRP15M,5325,82.0000,39
KXBTC15M-26AUG281030-30,yes,89.0000,553,83,76,64,KXBTC15M,54159,85.0000,39
