ticker,side,ask,secs,p1,p2,p3,series,depth,best,min_depth
KXETH15M-26AUG290615-15,no,95.9000,397,95,95,95,KXETH15M,0,96.4000,56
KXBTC15M-26AUG290615-15,no,96.5000,397,96,95,95,KXBTC15M,0,95.9000,56
KXSOL15M-26AUG290615-15,no,94.4000,397,94,93,94,KXSOL15M,0,95.2000,56
KXXRP15M-26AUG290615-15,no,96.2000,397,96,95,95,KXXRP15M,0,95.5000,56
KXDOGE15M-26AUG290615-15,no,95.2000,397,95,95,96,KXDOGE15M,0,94.0000,56
KXBNB15M-26AUG290615-15,no,97.5000,397,97,97,88,KXBNB15M,0,97.3000,56
KXBTC15M-26AUG290630-30,yes,94.2000,600,95,93,90,KXBTC15M,0,95.1000,56
KXSOL15M-26AUG290630-30,yes,95.6000,600,95,93,90,KXSOL15M,0,94.9000,56
KXETH15M-26AUG290630-30,yes,95.3000,600,95,93,88,KXETH15M,0,95.3000,56
KXXRP15M-26AUG290630-30,yes,91.9000,600,90,90,86,KXXRP15M,0,94.2000,56
KXBNB15M-26AUG290630-30,yes,92.6000,600,91,88,82,KXBNB15M,0,93.1000,56
KXDOGE15M-26AUG290630-30,yes,92.1000,575,91,92,85,KXDOGE15M,0,95.4000,56
KXSOL15M-26AUG290600-00,no,90.0000,392,87,80,83,KXSOL15M,0,96.4000,56
KXXRP15M-26AUG290600-00,no,94.2000,340,94,76,66,KXXRP15M,0,94.5000,56
KXDOGE15M-26AUG290600-00,yes,90.0000,237,71,33,50,KXDOGE15M,128,91.3000,56
KXBTC15M-26AUG290545-45,yes,93.4000,416,90,82,79,KXBTC15M,1674,92.4000,56
KXETH15M-26AUG290545-45,yes,93.1000,416,91,89,85,KXETH15M,0,94.3000,56
KXSOL15M-26AUG290545-45,yes,91.0000,364,81,71,76,KXSOL15M,0,94.6000,56
KXBNB15M-26AUG290545-45,yes,95.8000,364,80,80,66,KXBNB15M,0,97.9000,56
KXDOGE15M-26AUG290545-45,yes,93.7000,346,82,80,74,KXDOGE15M,0,93.4000,56
KXSOL15M-26AUG290530-30,no,90.0000,426,83,78,66,KXSOL15M,330,91.8000,56
KXBNB15M-26AUG290530-30,no,88.0000,425,86,82,80,KXBNB15M,341,88.0000,56
KXETH15M-26AUG290530-30,no,88.0000,222,70,61,67,KXETH15M,0,93.7000,56
KXETH15M-26AUG290515-15,yes,88.0000,446,87,92,87,KXETH15M,2716,78.0000,56
KXSOL15M-26AUG290515-15,no,91.8000,225,84,71,64,KXSOL15M,5236,76.0000,56
KXXRP15M-26AUG290515-15,yes,91.8000,173,67,58,59,KXXRP15M,865,84.0000,56
KXBTC15M-26AUG290500-00,yes,88.0000,415,72,64,50,KXBTC15M,134687,82.0000,56
KXETH15M-26AUG290500-00,no,88.0000,311,79,68,72,KXETH15M,0,94.7000,56
KXDOGE15M-26AUG290500-00,no,90.5000,311,73,47,60,KXDOGE15M,1338,90.0000,56
KXBNB15M-26AUG290515-15,yes,90.2000,543,62,53,55,KXBNB15M,90,88.0000,56
KXETH15M-26AUG290445-45,no,88.0000,495,87,84,87,KXETH15M,1156,89.0000,56
KXBNB15M-26AUG290445-45,no,88.0000,495,87,82,87,KXBNB15M,538,88.0000,56
