window_ts,series,ticker,side,ask,secs_left,has_companion,won,profit,result
1785459600,KXXRP15M,KXXRP15M-26JUL302100-00,no,88,240,True,True,4.44,no
1785461400,KXBTC15M,KXBTC15M-26JUL302130-30,no,85,240,True,True,5.74,no
1785461400,KXXRP15M,KXXRP15M-26JUL302130-30,no,86,240,True,True,5.3,no
1785461400,KXNEAR15M,KXNEAR15M-26JUL302130-30,no,88,600,True,False,-35,yes
1785462300,KXXRP15M,KXXRP15M-26JUL302145-45,no,86,600,True,True,5.3,no
1785462300,KXNEAR15M,KXNEAR15M-26JUL302145-45,no,87,540,True,True,4.86,no
1785464100,KXSOL15M,KXSOL15M-26JUL302215-15,yes,89,240,True,False,-35,no
1785464100,KXXRP15M,KXXRP15M-26JUL302215-15,yes,87,240,True,True,4.86,yes
1785465000,KXBTC15M,KXBTC15M-26JUL302230-30,no,89,420,True,True,4.02,no
1785465000,KXBNB15M,KXBNB15M-26JUL302230-30,no,88,420,True,True,4.44,no
1785465900,KXBTC15M,KXBTC15M-26JUL302245-45,no,87,360,True,True,4.86,no
1785466800,KXBTC15M,KXBTC15M-26JUL302300-00,yes,88,600,True,True,4.44,yes
1785466800,KXETH15M,KXETH15M-26JUL302300-00,yes,86,540,True,True,5.3,yes
1785466800,KXXRP15M,KXXRP15M-26JUL302300-00,yes,88,240,True,True,4.44,yes
1785467700,KXBTC15M,KXBTC15M-26JUL302315-15,no,88,360,True,True,4.44,no
1785467700,KXNEAR15M,KXNEAR15M-26JUL302315-15,no,88,420,True,True,4.44,no
1785469500,KXETH15M,KXETH15M-26JUL302345-45,no,88,240,True,True,4.44,no
1785470400,KXSOL15M,KXSOL15M-26JUL310000-00,yes,87,240,True,True,4.86,yes
1785472200,KXETH15M,KXETH15M-26JUL310030-30,no,86,240,True,False,-35,yes
1785474900,KXETH15M,KXETH15M-26JUL310115-15,yes,87,480,True,True,4.86,yes
1785474900,KXXRP15M,KXXRP15M-26JUL310115-15,yes,88,540,True,True,4.44,yes
1785477600,KXHYPE15M,KXHYPE15M-26JUL310200-00,no,86,540,False,True,5.3,no
1785479400,KXHYPE15M,KXHYPE15M-26JUL310230-30,yes,87,360,True,True,4.86,yes
1785480300,KXHYPE15M,KXHYPE15M-26JUL310245-45,no,85,360,True,True,5.74,no
1785482100,KXBTC15M,KXBTC15M-26JUL310315-15,no,88,420,True,True,4.44,no
1785485700,KXHYPE15M,KXHYPE15M-26JUL310415-15,yes,89,600,True,True,4.02,yes
1785486600,KXBTC15M,KXBTC15M-26JUL310430-30,no,87,540,True,False,-35,yes
1785486600,KXETH15M,KXETH15M-26JUL310430-30,no,85,420,True,False,-35,yes
