series,ticker,side,ask,secs_left,prior_asks,accel,won,profit
KXBNB15M,KXBNB15M-26JUL131545-45,yes,95,300,"98,98,97",False,True,2.2
KXBNB15M,KXBNB15M-26JUL131415-15,yes,94,360,"90,90,94",True,True,2.67
KXBNB15M,KXBNB15M-26JUL130945-45,yes,93,540,"80,87,89",True,False,-45
KXBNB15M,KXBNB15M-26JUL130745-45,no,92,240,"89,83,87",False,True,3.64
KXBNB15M,KXBNB15M-26JUL130715-15,yes,94,540,"90,92,80",False,True,2.67
KXBNB15M,KXBNB15M-26JUL130600-00,no,90,300,"85,88,87",False,True,4.65
KXBNB15M,KXBNB15M-26JUL130515-15,no,92,360,"86,84,93",False,True,3.64
KXBNB15M,KXBNB15M-26JUL130415-15,no,95,240,"81,87,94",True,True,2.2
KXBNB15M,KXBNB15M-26JUL130200-00,no,90,300,"89,88,89",False,True,4.65
KXBNB15M,KXBNB15M-26JUL130015-15,no,93,480,"84,89,92",True,True,3.15
KXBNB15M,KXBNB15M-26JUL122230-30,yes,95,420,"85,91,89",False,True,2.2
KXBNB15M,KXBNB15M-26JUL122215-15,no,95,240,"84,87,81",False,True,2.2
KXBNB15M,KXBNB15M-26JUL122100-00,yes,90,600,"82,88,90",True,True,4.65
KXBNB15M,KXBNB15M-26JUL122030-30,yes,94,240,"95,96,88",False,True,2.67
KXBNB15M,KXBNB15M-26JUL122015-15,yes,94,420,"81,92,96",True,True,2.67
KXBNB15M,KXBNB15M-26JUL121900-00,no,95,480,"91,85,93",False,False,-45
KXBNB15M,KXBNB15M-26JUL121745-45,no,91,300,"80,90,88",False,True,4.14
KXBNB15M,KXBNB15M-26JUL121615-15,no,95,480,"82,84,86",True,True,2.2
KXBNB15M,KXBNB15M-26JUL120915-15,no,93,360,"81,86,89",True,True,3.15
KXBNB15M,KXBNB15M-26JUL120800-00,no,92,360,"92,96,96",True,True,3.64
KXBNB15M,KXBNB15M-26JUL120730-30,yes,91,600,"80,81,86",True,True,4.14
KXBNB15M,KXBNB15M-26JUL120600-00,no,90,240,"91,94,88",False,True,4.65
KXBNB15M,KXBNB15M-26JUL120545-45,yes,93,540,"85,91,94",True,True,3.15
KXBNB15M,KXBNB15M-26JUL120530-30,no,90,240,"97,98,99",True,True,4.65
KXBNB15M,KXBNB15M-26JUL120430-30,no,95,360,"80,86,91",True,True,2.2
KXBNB15M,KXBNB15M-26JUL120330-30,yes,94,300,"93,89,96",False,True,2.67
KXBNB15M,KXBNB15M-26JUL112345-45,yes,94,420,"91,94,87",False,True,2.67
KXBNB15M,KXBNB15M-26JUL112230-30,yes,94,300,"88,91,92",True,True,2.67
KXBNB15M,KXBNB15M-26JUL112215-15,no,91,360,"82,82,84",True,True,4.14
KXBNB15M,KXBNB15M-26JUL112130-30,yes,90,480,"85,90,86",False,True,4.65
KXBNB15M,KXBNB15M-26JUL111945-45,no,95,420,"84,91,92",True,True,2.2
KXBNB15M,KXBNB15M-26JUL111800-00,yes,95,360,"86,91,92",True,True,2.2
KXBNB15M,KXBNB15M-26JUL111715-15,yes,91,420,"85,89,89",True,True,4.14
KXBNB15M,KXBNB15M-26JUL111615-15,yes,95,240,"88,90,94",True,True,2.2
KXBNB15M,KXBNB15M-26JUL111045-45,yes,90,240,"85,96,96",True,True,4.65
KXBNB15M,KXBNB15M-26JUL110945-45,yes,95,300,"91,96,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL110830-30,no,92,420,"85,90,86",False,True,3.64
KXBNB15M,KXBNB15M-26JUL110745-45,yes,95,300,"92,90,98",False,True,2.2
KXBNB15M,KXBNB15M-26JUL110715-15,no,91,420,"88,84,90",False,True,4.14
KXBNB15M,KXBNB15M-26JUL110700-00,yes,92,360,"87,87,87",True,True,3.64
KXBNB15M,KXBNB15M-26JUL110600-00,no,94,240,"86,80,85",False,True,2.67
KXBNB15M,KXBNB15M-26JUL110545-45,no,92,480,"93,96,96",True,True,3.64
KXBNB15M,KXBNB15M-26JUL110300-00,yes,93,180,"85,96,86",False,True,3.15
KXBNB15M,KXBNB15M-26JUL110245-45,yes,93,300,"83,86,87",True,True,3.15
KXBNB15M,KXBNB15M-26JUL110230-30,yes,94,300,"83,92,96",True,True,2.67
KXBNB15M,KXBNB15M-26JUL110045-45,yes,95,480,"83,84,92",True,True,2.2
KXBNB15M,KXBNB15M-26JUL110015-15,no,95,240,"90,94,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL102315-15,no,90,360,"86,82,89",False,True,4.65
KXBNB15M,KXBNB15M-26JUL102145-45,no,92,420,"85,89,91",True,True,3.64
KXBNB15M,KXBNB15M-26JUL101945-45,no,93,420,"83,89,90",True,True,3.15
KXBNB15M,KXBNB15M-26JUL101930-30,yes,94,360,"83,86,88",True,True,2.67
KXBNB15M,KXBNB15M-26JUL101915-15,no,95,540,"91,84,85",False,True,2.2
KXBNB15M,KXBNB15M-26JUL101745-45,yes,93,300,"88,92,96",True,False,-45
KXBNB15M,KXBNB15M-26JUL101630-30,no,95,360,"96,89,82",False,True,2.2
KXBNB15M,KXBNB15M-26JUL101615-15,no,90,480,"82,86,87",True,True,4.65
KXBNB15M,KXBNB15M-26JUL101445-45,no,93,300,"87,91,94",True,True,3.15
KXBNB15M,KXBNB15M-26JUL101430-30,yes,94,300,"80,87,88",True,True,2.67
KXBNB15M,KXBNB15M-26JUL101015-15,no,91,480,"81,93,93",True,True,4.14
KXBNB15M,KXBNB15M-26JUL100945-45,yes,91,300,"88,89,95",True,True,4.14
KXBNB15M,KXBNB15M-26JUL100830-30,no,95,540,"82,80,83",False,True,2.2
KXBNB15M,KXBNB15M-26JUL100800-00,yes,90,420,"85,85,82",False,True,4.65
KXBNB15M,KXBNB15M-26JUL100700-00,no,90,240,"82,83,89",True,True,4.65
KXBNB15M,KXBNB15M-26JUL100615-15,no,94,240,"95,96,96",True,True,2.67
KXBNB15M,KXBNB15M-26JUL100545-45,yes,95,360,"83,86,87",True,True,2.2
KXBNB15M,KXBNB15M-26JUL100445-45,no,94,240,"81,83,90",True,True,2.67
KXBNB15M,KXBNB15M-26JUL100345-45,no,91,540,"87,87,92",True,True,4.14
KXBNB15M,KXBNB15M-26JUL100115-15,no,95,180,"93,95,91",False,True,2.2
KXBNB15M,KXBNB15M-26JUL100015-15,yes,94,480,"85,92,95",True,True,2.67
KXBNB15M,KXBNB15M-26JUL092315-15,no,91,360,"86,94,88",False,True,4.14
KXBNB15M,KXBNB15M-26JUL092300-00,yes,93,420,"80,87,87",True,True,3.15
KXBNB15M,KXBNB15M-26JUL092130-30,yes,93,480,"87,89,97",True,True,3.15
KXBNB15M,KXBNB15M-26JUL092115-15,no,90,180,"83,92,98",True,True,4.65
KXBNB15M,KXBNB15M-26JUL091945-45,no,94,540,"81,92,88",False,True,2.67
KXBNB15M,KXBNB15M-26JUL091900-00,no,95,240,"85,85,82",False,True,2.2
KXBNB15M,KXBNB15M-26JUL091830-30,yes,92,480,"90,81,85",False,True,3.64
KXBNB15M,KXBNB15M-26JUL091800-00,yes,94,180,"81,94,92",False,True,2.67
KXBNB15M,KXBNB15M-26JUL091715-15,yes,93,360,"93,93,97",True,True,3.15
KXBNB15M,KXBNB15M-26JUL091030-30,no,93,600,"82,84,87",True,True,3.15
KXBNB15M,KXBNB15M-26JUL091000-00,yes,95,300,"83,97,96",False,True,2.2
KXBNB15M,KXBNB15M-26JUL090930-30,no,95,480,"80,83,94",True,True,2.2
KXBNB15M,KXBNB15M-26JUL090915-15,yes,90,540,"87,90,92",True,True,4.65
KXBNB15M,KXBNB15M-26JUL090845-45,yes,94,240,"94,92,96",False,False,-45
KXBNB15M,KXBNB15M-26JUL090730-30,no,95,420,"89,90,95",True,True,2.2
KXBNB15M,KXBNB15M-26JUL090600-00,yes,94,600,"82,92,94",True,True,2.67
KXBNB15M,KXBNB15M-26JUL090200-00,yes,95,540,"89,90,95",True,True,2.2
KXBNB15M,KXBNB15M-26JUL090100-00,yes,95,360,"86,92,90",False,True,2.2
KXBNB15M,KXBNB15M-26JUL082345-45,yes,95,240,"98,99,99",True,True,2.2
KXBNB15M,KXBNB15M-26JUL082300-00,no,95,420,"88,89,95",True,True,2.2
KXBNB15M,KXBNB15M-26JUL082145-45,no,95,420,"80,80,86",True,True,2.2
KXBNB15M,KXBNB15M-26JUL082100-00,no,94,180,"90,93,96",True,True,2.67
KXBNB15M,KXBNB15M-26JUL082030-30,no,91,360,"82,87,89",True,True,4.14
KXBNB15M,KXBNB15M-26JUL082000-00,yes,92,300,"83,86,86",True,True,3.64
KXBNB15M,KXBNB15M-26JUL081930-30,no,94,360,"97,98,97",False,True,2.67
KXBNB15M,KXBNB15M-26JUL081800-00,yes,92,420,"85,86,86",True,True,3.64
KXBNB15M,KXBNB15M-26JUL081630-30,no,90,600,"80,90,84",False,True,4.65
KXBNB15M,KXBNB15M-26JUL081600-00,no,95,480,"92,95,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL081545-45,yes,94,360,"84,88,95",True,True,2.67
KXBNB15M,KXBNB15M-26JUL081530-30,yes,95,240,"80,85,92",True,True,2.2
KXBNB15M,KXBNB15M-26JUL081445-45,no,95,360,"94,89,85",False,True,2.2
KXBNB15M,KXBNB15M-26JUL081045-45,no,90,360,"83,89,88",False,True,4.65
KXBNB15M,KXBNB15M-26JUL081030-30,yes,94,180,"85,86,98",True,True,2.67
KXBNB15M,KXBNB15M-26JUL081000-00,no,92,480,"89,91,86",False,True,3.64
KXBNB15M,KXBNB15M-26JUL080945-45,yes,94,480,"88,91,87",False,True,2.67
KXBNB15M,KXBNB15M-26JUL080845-45,no,95,360,"86,87,95",True,True,2.2
KXBNB15M,KXBNB15M-26JUL080830-30,no,93,180,"80,84,86",True,True,3.15
KXBNB15M,KXBNB15M-26JUL080645-45,yes,95,240,"84,83,92",False,True,2.2
KXBNB15M,KXBNB15M-26JUL080615-15,no,92,360,"84,87,91",True,True,3.64
KXBNB15M,KXBNB15M-26JUL080545-45,yes,95,540,"92,94,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL080530-30,no,93,300,"87,84,86",False,True,3.15
KXBNB15M,KXBNB15M-26JUL080500-00,yes,91,480,"93,88,86",False,False,-45
KXBNB15M,KXBNB15M-26JUL080445-45,no,95,240,"87,96,94",False,True,2.2
KXBNB15M,KXBNB15M-26JUL080315-15,no,95,480,"85,86,92",True,True,2.2
KXBNB15M,KXBNB15M-26JUL080300-00,yes,94,360,"94,97,96",False,True,2.67
KXBNB15M,KXBNB15M-26JUL080245-45,no,94,480,"85,91,92",True,True,2.67
KXBNB15M,KXBNB15M-26JUL080115-15,yes,95,300,"82,80,90",False,True,2.2
KXBNB15M,KXBNB15M-26JUL072345-45,no,93,540,"81,91,94",True,True,3.15
KXBNB15M,KXBNB15M-26JUL071815-15,yes,93,180,"87,81,89",False,True,3.15
KXBNB15M,KXBNB15M-26JUL071700-00,no,92,360,"85,86,89",True,True,3.64
KXBNB15M,KXBNB15M-26JUL071645-45,no,91,480,"83,87,90",True,True,4.14
KXBNB15M,KXBNB15M-26JUL071545-45,yes,91,420,"86,85,89",False,True,4.14
KXBNB15M,KXBNB15M-26JUL071415-15,no,94,540,"84,91,92",True,True,2.67
KXBNB15M,KXBNB15M-26JUL070915-15,no,94,420,"83,92,95",True,True,2.67
KXBNB15M,KXBNB15M-26JUL070800-00,yes,95,600,"92,82,89",False,True,2.2
KXBNB15M,KXBNB15M-26JUL070730-30,yes,93,300,"81,90,88",False,True,3.15
KXBNB15M,KXBNB15M-26JUL070615-15,yes,92,540,"85,88,92",True,True,3.64
KXBNB15M,KXBNB15M-26JUL070515-15,yes,94,240,"85,90,80",False,True,2.67
KXBNB15M,KXBNB15M-26JUL070500-00,no,94,180,"96,97,99",True,True,2.67
KXBNB15M,KXBNB15M-26JUL070430-30,yes,95,240,"84,91,90",False,True,2.2
KXBNB15M,KXBNB15M-26JUL070200-00,yes,94,300,"83,90,83",False,False,-45
KXBNB15M,KXBNB15M-26JUL070145-45,yes,95,540,"92,93,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL070030-30,no,90,180,"89,87,96",False,True,4.65
KXBNB15M,KXBNB15M-26JUL070000-00,no,90,480,"85,87,85",False,True,4.65
KXBNB15M,KXBNB15M-26JUL062345-45,yes,94,420,"83,91,96",True,True,2.67
KXBNB15M,KXBNB15M-26JUL062330-30,no,95,420,"81,82,83",True,True,2.2
KXBNB15M,KXBNB15M-26JUL062315-15,yes,95,240,"89,96,95",False,True,2.2
KXBNB15M,KXBNB15M-26JUL062245-45,no,94,600,"81,85,89",True,False,-45
KXBNB15M,KXBNB15M-26JUL062000-00,no,93,420,"83,91,95",True,True,3.15
KXBNB15M,KXBNB15M-26JUL061915-15,yes,90,240,"96,98,80",False,True,4.65
KXBNB15M,KXBNB15M-26JUL061815-15,no,90,300,"85,81,90",False,True,4.65
KXBNB15M,KXBNB15M-26JUL061800-00,yes,94,420,"86,92,94",True,True,2.67
KXBNB15M,KXBNB15M-26JUL061645-45,yes,92,600,"83,87,90",True,True,3.64
KXBNB15M,KXBNB15M-26JUL061615-15,no,95,540,"87,93,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL061430-30,yes,94,360,"81,81,93",True,True,2.67
KXBNB15M,KXBNB15M-26JUL061000-00,yes,91,180,"82,88,90",True,True,4.14
KXBNB15M,KXBNB15M-26JUL060915-15,no,91,540,"82,88,90",True,True,4.14
KXBNB15M,KXBNB15M-26JUL060845-45,no,95,240,"83,80,90",False,True,2.2
KXBNB15M,KXBNB15M-26JUL060745-45,yes,91,480,"91,90,88",False,True,4.14
KXBNB15M,KXBNB15M-26JUL060645-45,yes,94,480,"85,85,85",True,True,2.67
KXBNB15M,KXBNB15M-26JUL060630-30,yes,95,240,"87,86,88",False,True,2.2
KXBNB15M,KXBNB15M-26JUL060615-15,yes,95,600,"80,83,87",True,True,2.2
KXBNB15M,KXBNB15M-26JUL060545-45,no,94,540,"85,91,92",True,True,2.67
KXBNB15M,KXBNB15M-26JUL060315-15,no,93,600,"87,83,92",False,True,3.15
KXBNB15M,KXBNB15M-26JUL060230-30,no,90,360,"93,93,89",False,True,4.65
KXBNB15M,KXBNB15M-26JUL052345-45,yes,94,300,"85,97,97",True,True,2.67
KXBNB15M,KXBNB15M-26JUL052145-45,yes,90,540,"85,80,93",False,True,4.65
KXBNB15M,KXBNB15M-26JUL052115-15,yes,95,360,"80,85,88",True,True,2.2
KXBNB15M,KXBNB15M-26JUL052000-00,no,91,240,"91,89,88",False,True,4.14
KXBNB15M,KXBNB15M-26JUL051845-45,no,93,360,"89,87,85",False,True,3.15
KXBNB15M,KXBNB15M-26JUL051830-30,yes,90,360,"87,90,92",True,True,4.65
KXBNB15M,KXBNB15M-26JUL051715-15,no,91,540,"80,81,86",True,True,4.14
KXBNB15M,KXBNB15M-26JUL051645-45,no,90,240,"85,87,89",True,True,4.65
KXBNB15M,KXBNB15M-26JUL051630-30,no,91,480,"84,95,96",True,True,4.14
KXBNB15M,KXBNB15M-26JUL051600-00,no,92,420,"85,89,94",True,True,3.64
KXBNB15M,KXBNB15M-26JUL051545-45,yes,90,600,"80,83,88",True,True,4.65
KXBNB15M,KXBNB15M-26JUL051445-45,yes,95,600,"92,91,93",False,True,2.2
KXBNB15M,KXBNB15M-26JUL051430-30,no,94,360,"85,86,89",True,True,2.67
KXBNB15M,KXBNB15M-26JUL051030-30,yes,91,180,"81,92,97",True,True,4.14
KXBNB15M,KXBNB15M-26JUL051000-00,yes,91,480,"80,88,93",True,True,4.14
KXBNB15M,KXBNB15M-26JUL050930-30,no,93,240,"80,84,93",True,True,3.15
KXBNB15M,KXBNB15M-26JUL050845-45,yes,92,600,"94,87,88",False,True,3.64
KXBNB15M,KXBNB15M-26JUL050730-30,yes,94,180,"87,95,98",True,True,2.67
KXBNB15M,KXBNB15M-26JUL050700-00,yes,95,480,"93,96,97",True,True,2.2
KXBNB15M,KXBNB15M-26JUL050600-00,yes,93,540,"85,92,85",False,True,3.15
KXBNB15M,KXBNB15M-26JUL050515-15,no,94,300,"91,97,98",True,True,2.67
KXBNB15M,KXBNB15M-26JUL050500-00,yes,93,420,"93,89,89",False,True,3.15
KXBNB15M,KXBNB15M-26JUL050430-30,yes,93,300,"80,82,93",True,True,3.15
KXBNB15M,KXBNB15M-26JUL050300-00,yes,95,240,"81,98,94",False,True,2.2
KXBNB15M,KXBNB15M-26JUL050245-45,no,93,240,"81,83,84",True,True,3.15
KXBNB15M,KXBNB15M-26JUL050230-30,yes,90,420,"87,90,94",True,True,4.65
KXBNB15M,KXBNB15M-26JUL050215-15,no,93,600,"86,86,94",True,True,3.15
KXBNB15M,KXBNB15M-26JUL050115-15,no,93,180,"85,93,88",False,True,3.15
KXBNB15M,KXBNB15M-26JUL050045-45,yes,94,240,"86,88,90",True,True,2.67
KXBNB15M,KXBNB15M-26JUL042145-45,no,92,600,"86,86,95",True,True,3.64
KXBNB15M,KXBNB15M-26JUL042100-00,no,95,480,"80,83,92",True,True,2.2
KXBNB15M,KXBNB15M-26JUL042015-15,no,90,540,"82,85,87",True,True,4.65
KXBNB15M,KXBNB15M-26JUL041900-00,no,91,600,"83,84,87",True,True,4.14
KXBNB15M,KXBNB15M-26JUL041845-45,yes,95,240,"94,91,96",False,True,2.2
KXBNB15M,KXBNB15M-26JUL041830-30,yes,93,600,"90,95,91",False,True,3.15
KXBNB15M,KXBNB15M-26JUL041815-15,yes,95,420,"84,86,88",True,True,2.2
KXBNB15M,KXBNB15M-26JUL041545-45,no,94,180,"93,97,99",True,False,-45
KXBNB15M,KXBNB15M-26JUL041530-30,yes,92,240,"85,93,87",False,True,3.64
KXBNB15M,KXBNB15M-26JUL041030-30,yes,94,240,"84,89,89",True,True,2.67
KXBNB15M,KXBNB15M-26JUL041015-15,yes,90,600,"85,88,85",False,True,4.65
KXBNB15M,KXBNB15M-26JUL040930-30,yes,95,600,"82,84,86",True,True,2.2
KXBNB15M,KXBNB15M-26JUL040745-45,yes,95,420,"86,85,89",False,True,2.2
KXBNB15M,KXBNB15M-26JUL040545-45,no,95,240,"89,87,86",False,True,2.2
KXBNB15M,KXBNB15M-26JUL040500-00,yes,95,600,"86,87,95",True,True,2.2
KXBNB15M,KXBNB15M-26JUL040445-45,yes,94,420,"81,92,84",False,True,2.67
KXBNB15M,KXBNB15M-26JUL040315-15,no,92,360,"86,86,89",True,True,3.64
KXBNB15M,KXBNB15M-26JUL040245-45,yes,90,540,"86,90,80",False,True,4.65
KXBNB15M,KXBNB15M-26JUL040145-45,yes,90,360,"85,85,91",True,True,4.65
KXBNB15M,KXBNB15M-26JUL040115-15,no,93,600,"94,93,93",False,True,3.15
KXBNB15M,KXBNB15M-26JUL040045-45,yes,92,240,"88,89,88",False,True,3.64
KXBNB15M,KXBNB15M-26JUL040030-30,yes,94,180,"88,87,90",False,True,2.67
KXBNB15M,KXBNB15M-26JUL032230-30,no,93,420,"83,83,86",True,True,3.15
KXBNB15M,KXBNB15M-26JUL032115-15,no,95,600,"87,96,95",False,True,2.2
KXBNB15M,KXBNB15M-26JUL031745-45,no,91,600,"83,90,91",True,True,4.14
KXBNB15M,KXBNB15M-26JUL031730-30,no,90,360,"83,83,86",True,True,4.65
KXBNB15M,KXBNB15M-26JUL031615-15,yes,91,300,"90,95,87",False,True,4.14
KXBNB15M,KXBNB15M-26JUL031530-30,yes,92,600,"89,88,88",False,True,3.64
KXBNB15M,KXBNB15M-26JUL031400-00,no,91,180,"86,94,96",True,True,4.14
KXBNB15M,KXBNB15M-26JUL031015-15,no,93,360,"85,89,92",True,True,3.15
KXBNB15M,KXBNB15M-26JUL030945-45,no,92,540,"82,88,89",True,True,3.64
KXBNB15M,KXBNB15M-26JUL030915-15,yes,94,300,"86,94,96",True,True,2.67
KXBNB15M,KXBNB15M-26JUL030830-30,no,91,540,"82,89,91",True,True,4.14
KXBNB15M,KXBNB15M-26JUL030715-15,yes,93,360,"86,88,90",True,True,3.15
KXBNB15M,KXBNB15M-26JUL030700-00,yes,93,240,"83,94,97",True,True,3.15
KXBNB15M,KXBNB15M-26JUL030515-15,yes,95,300,"91,93,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL030330-30,yes,94,360,"84,88,89",True,True,2.67
KXBNB15M,KXBNB15M-26JUL030215-15,yes,95,420,"88,93,98",True,True,2.2
KXBNB15M,KXBNB15M-26JUL030145-45,yes,90,480,"81,92,95",True,True,4.65
KXBNB15M,KXBNB15M-26JUL030100-00,no,95,180,"82,93,96",True,True,2.2
KXBNB15M,KXBNB15M-26JUL030030-30,no,90,480,"86,81,92",False,True,4.65
KXBNB15M,KXBNB15M-26JUL030015-15,no,94,360,"82,88,89",True,False,-45
KXBNB15M,KXBNB15M-26JUL030000-00,yes,92,240,"80,80,80",True,True,3.64
KXBNB15M,KXBNB15M-26JUL022230-30,yes,93,240,"85,95,97",True,False,-45
KXBNB15M,KXBNB15M-26JUL022115-15,yes,95,420,"91,97,95",False,True,2.2
KXBNB15M,KXBNB15M-26JUL021930-30,yes,91,600,"82,84,87",True,True,4.14
KXBNB15M,KXBNB15M-26JUL021915-15,no,91,540,"86,87,91",True,True,4.14
KXBNB15M,KXBNB15M-26JUL021845-45,yes,93,360,"86,87,91",True,True,3.15
KXBNB15M,KXBNB15M-26JUL021815-15,no,91,420,"82,89,87",False,True,4.14
KXBNB15M,KXBNB15M-26JUL021715-15,no,93,360,"82,91,94",True,True,3.15
KXBNB15M,KXBNB15M-26JUL021415-15,yes,94,360,"86,81,85",False,True,2.67
KXBNB15M,KXBNB15M-26JUL021015-15,no,93,180,"81,90,95",True,False,-45
KXBNB15M,KXBNB15M-26JUL021000-00,no,94,240,"85,92,91",False,True,2.67
KXBNB15M,KXBNB15M-26JUL020945-45,yes,94,420,"89,85,92",False,True,2.67
KXBNB15M,KXBNB15M-26JUL020930-30,yes,93,480,"86,92,89",False,False,-45
KXBNB15M,KXBNB15M-26JUL020800-00,yes,90,300,"93,93,97",True,False,-45
KXBNB15M,KXBNB15M-26JUL020745-45,no,91,480,"81,91,94",True,True,4.14
KXBNB15M,KXBNB15M-26JUL020230-30,yes,94,360,"91,94,95",True,True,2.67
KXBNB15M,KXBNB15M-26JUL020115-15,no,95,600,"89,93,95",True,True,2.2
KXBNB15M,KXBNB15M-26JUL012330-30,no,94,300,"97,84,96",False,False,-45
KXBNB15M,KXBNB15M-26JUL012230-30,yes,93,300,"89,82,87",False,True,3.15
KXBNB15M,KXBNB15M-26JUL012200-00,no,92,240,"80,80,88",True,True,3.64
KXBNB15M,KXBNB15M-26JUL012145-45,yes,93,480,"80,81,88",True,True,3.15
KXBNB15M,KXBNB15M-26JUL012100-00,yes,95,600,"81,80,83",False,True,2.2
KXBNB15M,KXBNB15M-26JUL012030-30,no,94,480,"95,96,97",True,True,2.67
KXBNB15M,KXBNB15M-26JUL012015-15,no,93,420,"95,81,98",False,True,3.15
KXBNB15M,KXBNB15M-26JUL012000-00,no,93,420,"81,85,89",True,True,3.15
KXBNB15M,KXBNB15M-26JUL011900-00,no,94,240,"81,88,91",True,True,2.67
KXBNB15M,KXBNB15M-26JUL011830-30,yes,92,240,"96,93,97",False,False,-45
KXBNB15M,KXBNB15M-26JUL011745-45,yes,94,480,"80,91,91",True,True,2.67
KXBNB15M,KXBNB15M-26JUL011700-00,yes,92,420,"91,85,88",False,True,3.64
KXBNB15M,KXBNB15M-26JUL011630-30,no,92,540,"89,91,89",False,True,3.64
KXBNB15M,KXBNB15M-26JUL011515-15,yes,93,540,"86,88,90",True,True,3.15
KXBNB15M,KXBNB15M-26JUL011400-00,yes,92,240,"88,92,85",False,True,3.64
KXBNB15M,KXBNB15M-26JUL010930-30,yes,95,300,"94,94,92",False,True,2.2
KXBNB15M,KXBNB15M-26JUL010915-15,yes,93,360,"83,88,90",True,True,3.15
KXBNB15M,KXBNB15M-26JUL010845-45,no,93,180,"93,96,97",True,True,3.15
KXBNB15M,KXBNB15M-26JUL010830-30,yes,91,480,"80,86,87",True,True,4.14
KXBNB15M,KXBNB15M-26JUL010715-15,no,92,600,"93,94,92",False,True,3.64
KXBNB15M,KXBNB15M-26JUL010645-45,no,93,600,"85,86,82",False,True,3.15
KXBNB15M,KXBNB15M-26JUL010615-15,no,94,300,"85,89,80",False,True,2.67
KXBNB15M,KXBNB15M-26JUL010015-15,no,93,240,"83,91,86",False,True,3.15
KXBNB15M,KXBNB15M-26JUN302330-30,no,91,540,"85,86,90",True,True,4.14
KXBNB15M,KXBNB15M-26JUN302200-00,no,95,180,"88,89,87",False,True,2.2
KXBNB15M,KXBNB15M-26JUN302130-30,yes,94,240,"91,91,87",False,True,2.67
KXBNB15M,KXBNB15M-26JUN302045-45,yes,90,600,"81,86,89",True,True,4.65
KXBNB15M,KXBNB15M-26JUN302000-00,yes,90,600,"81,85,92",True,True,4.65
KXBNB15M,KXBNB15M-26JUN301845-45,no,92,600,"85,86,88",True,True,3.64
KXBNB15M,KXBNB15M-26JUN301815-15,yes,90,300,"87,88,89",True,True,4.65
KXBNB15M,KXBNB15M-26JUN301630-30,no,95,480,"80,86,93",True,True,2.2
KXBNB15M,KXBNB15M-26JUN301545-45,yes,91,420,"84,89,92",True,True,4.14
KXBNB15M,KXBNB15M-26JUN301500-00,yes,94,540,"85,92,95",True,True,2.67
KXBNB15M,KXBNB15M-26JUN301400-00,yes,91,240,"82,81,85",False,True,4.14
KXBNB15M,KXBNB15M-26JUN301015-15,yes,93,300,"83,93,89",False,True,3.15
KXBNB15M,KXBNB15M-26JUN301000-00,yes,92,240,"88,90,87",False,True,3.64
KXBNB15M,KXBNB15M-26JUN300900-00,no,92,540,"80,84,87",True,True,3.64
KXBNB15M,KXBNB15M-26JUN300815-15,no,92,360,"85,94,92",False,True,3.64
KXBNB15M,KXBNB15M-26JUN300745-45,no,90,480,"91,82,80",False,True,4.65
KXBNB15M,KXBNB15M-26JUN300730-30,no,93,540,"81,93,92",False,True,3.15
KXBNB15M,KXBNB15M-26JUN300430-30,no,91,420,"85,87,87",True,True,4.14
KXBNB15M,KXBNB15M-26JUN300245-45,no,93,240,"85,81,84",False,True,3.15
KXBNB15M,KXBNB15M-26JUN300215-15,no,94,540,"88,91,90",False,True,2.67
KXBNB15M,KXBNB15M-26JUN292300-00,yes,91,540,"84,89,95",True,False,-45
KXBNB15M,KXBNB15M-26JUN292130-30,yes,94,420,"94,94,89",False,True,2.67
KXBNB15M,KXBNB15M-26JUN292015-15,yes,90,420,"92,93,91",False,True,4.65
KXBNB15M,KXBNB15M-26JUN291945-45,yes,94,180,"90,85,84",False,True,2.67
KXBNB15M,KXBNB15M-26JUN291930-30,no,94,300,"88,88,98",True,True,2.67
KXBNB15M,KXBNB15M-26JUN291900-00,no,95,360,"87,94,90",False,True,2.2
KXBNB15M,KXBNB15M-26JUN291745-45,yes,95,480,"80,85,83",False,True,2.2
KXBNB15M,KXBNB15M-26JUN291730-30,no,92,480,"86,90,87",False,True,3.64
KXBNB15M,KXBNB15M-26JUN291545-45,no,95,480,"87,93,93",True,True,2.2
KXBNB15M,KXBNB15M-26JUN291515-15,no,91,360,"89,91,82",False,True,4.14
KXBNB15M,KXBNB15M-26JUN291415-15,yes,95,180,"89,85,86",False,True,2.2
KXBNB15M,KXBNB15M-26JUN291015-15,no,92,360,"83,85,94",True,True,3.64
KXBNB15M,KXBNB15M-26JUN290915-15,yes,93,480,"80,86,95",True,True,3.15
KXBNB15M,KXBNB15M-26JUN290815-15,yes,94,480,"85,86,94",True,True,2.67
KXBNB15M,KXBNB15M-26JUN290730-30,no,92,420,"85,91,94",True,True,3.64
KXBNB15M,KXBNB15M-26JUN290715-15,no,94,420,"81,92,91",False,True,2.67
