series,ticker,side,ask,secs_left,prior_asks,accel,won,profit
KXBTC15M,KXBTC15M-26AUG082330-30,yes,92,240,"90,91,96",True,True,3.64
KXBTC15M,KXBTC15M-26AUG082215-15,no,90,300,"94,86,89",False,True,4.65
KXBTC15M,KXBTC15M-26AUG082200-00,no,90,360,"83,93,91",False,True,4.65
KXBTC15M,KXBTC15M-26AUG082145-45,yes,90,300,"89,82,81",False,True,4.65
KXBTC15M,KXBTC15M-26AUG082130-30,no,95,300,"80,92,94",True,True,2.2
KXBTC15M,KXBTC15M-26AUG082045-45,yes,92,300,"89,94,96",True,True,3.64
KXBTC15M,KXBTC15M-26AUG081945-45,yes,91,360,"86,91,90",False,True,4.14
KXBTC15M,KXBTC15M-26AUG081930-30,yes,90,480,"81,80,85",False,False,-45
KXBTC15M,KXBTC15M-26AUG081845-45,no,94,240,"81,85,88",True,True,2.67
KXBTC15M,KXBTC15M-26AUG081630-30,no,94,240,"83,93,94",True,True,2.67
KXBTC15M,KXBTC15M-26AUG081545-45,yes,94,240,"81,82,94",True,True,2.67
KXBTC15M,KXBTC15M-26AUG081430-30,no,90,480,"81,90,90",True,True,4.65
KXBTC15M,KXBTC15M-26AUG081045-45,yes,94,420,"83,87,91",True,False,-45
KXBTC15M,KXBTC15M-26AUG080945-45,no,91,240,"84,88,91",True,True,4.14
KXBTC15M,KXBTC15M-26AUG080900-00,yes,91,300,"83,86,87",True,False,-45
KXBTC15M,KXBTC15M-26AUG080730-30,no,95,480,"83,83,94",True,True,2.2
KXBTC15M,KXBTC15M-26AUG080600-00,no,94,420,"83,86,88",True,True,2.67
KXBTC15M,KXBTC15M-26AUG080530-30,yes,90,300,"80,85,87",True,True,4.65
KXBTC15M,KXBTC15M-26AUG080500-00,no,94,300,"80,84,88",True,True,2.67
KXBTC15M,KXBTC15M-26AUG080445-45,yes,90,420,"92,87,85",False,True,4.65
KXBTC15M,KXBTC15M-26AUG080300-00,yes,95,540,"82,83,89",True,True,2.2
KXBTC15M,KXBTC15M-26AUG080200-00,no,94,360,"84,93,96",True,True,2.67
KXBTC15M,KXBTC15M-26AUG080100-00,no,93,300,"83,84,87",True,True,3.15
KXBTC15M,KXBTC15M-26AUG080015-15,no,95,360,"87,86,89",False,True,2.2
KXBTC15M,KXBTC15M-26AUG072330-30,yes,94,480,"85,92,93",True,True,2.67
KXBTC15M,KXBTC15M-26AUG072130-30,no,92,360,"81,90,90",True,True,3.64
KXBTC15M,KXBTC15M-26AUG072030-30,no,91,540,"82,82,90",True,True,4.14
KXBTC15M,KXBTC15M-26AUG072000-00,yes,92,360,"83,82,89",False,True,3.64
KXBTC15M,KXBTC15M-26AUG071900-00,yes,91,180,"96,80,86",False,True,4.14
KXBTC15M,KXBTC15M-26AUG071845-45,no,93,360,"88,90,96",True,True,3.15
KXBTC15M,KXBTC15M-26AUG071800-00,no,92,480,"82,85,88",True,True,3.64
KXBTC15M,KXBTC15M-26AUG071730-30,no,93,420,"83,88,89",True,False,-45
KXBTC15M,KXBTC15M-26AUG071645-45,no,95,240,"82,85,85",True,True,2.2
KXBTC15M,KXBTC15M-26AUG071530-30,yes,93,480,"80,83,92",True,True,3.15
KXBTC15M,KXBTC15M-26AUG071515-15,yes,93,540,"83,86,88",True,True,3.15
KXBTC15M,KXBTC15M-26AUG071445-45,no,93,180,"95,95,97",True,True,3.15
KXBTC15M,KXBTC15M-26AUG071430-30,no,90,360,"83,91,81",False,True,4.65
KXBTC15M,KXBTC15M-26AUG071415-15,yes,90,600,"80,84,86",True,True,4.65
KXBTC15M,KXBTC15M-26AUG071030-30,yes,95,420,"89,94,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG071015-15,no,92,420,"85,90,86",False,True,3.64
KXBTC15M,KXBTC15M-26AUG070945-45,yes,91,540,"85,88,90",True,True,4.14
KXBTC15M,KXBTC15M-26AUG070900-00,yes,93,480,"82,80,90",False,True,3.15
KXBTC15M,KXBTC15M-26AUG070715-15,yes,95,480,"85,90,92",True,True,2.2
KXBTC15M,KXBTC15M-26AUG070545-45,yes,94,540,"89,90,89",False,True,2.67
KXBTC15M,KXBTC15M-26AUG070515-15,yes,94,540,"87,91,93",True,True,2.67
KXBTC15M,KXBTC15M-26AUG070500-00,no,93,240,"86,90,90",True,True,3.15
KXBTC15M,KXBTC15M-26AUG070430-30,yes,93,300,"87,87,87",True,True,3.15
KXBTC15M,KXBTC15M-26AUG070300-00,no,91,480,"81,83,84",True,True,4.14
KXBTC15M,KXBTC15M-26AUG070200-00,yes,94,420,"83,93,96",True,True,2.67
KXBTC15M,KXBTC15M-26AUG070145-45,yes,92,360,"80,82,91",True,True,3.64
KXBTC15M,KXBTC15M-26AUG070130-30,no,95,300,"82,90,94",True,True,2.2
KXBTC15M,KXBTC15M-26AUG070100-00,no,93,300,"88,96,93",False,True,3.15
KXBTC15M,KXBTC15M-26AUG062200-00,yes,92,180,"80,92,88",False,True,3.64
KXBTC15M,KXBTC15M-26AUG062115-15,yes,91,600,"84,90,93",True,True,4.14
KXBTC15M,KXBTC15M-26AUG062015-15,yes,95,180,"98,96,98",False,False,-45
KXBTC15M,KXBTC15M-26AUG061945-45,no,93,180,"86,90,97",True,True,3.15
KXBTC15M,KXBTC15M-26AUG061745-45,no,94,180,"85,86,89",True,False,-45
KXBTC15M,KXBTC15M-26AUG061715-15,yes,93,360,"84,90,90",True,True,3.15
KXBTC15M,KXBTC15M-26AUG061630-30,no,93,300,"88,80,85",False,True,3.15
KXBTC15M,KXBTC15M-26AUG061615-15,yes,94,480,"86,91,90",False,True,2.67
KXBTC15M,KXBTC15M-26AUG061515-15,yes,95,180,"88,87,92",False,True,2.2
KXBTC15M,KXBTC15M-26AUG061445-45,no,93,360,"81,81,81",True,True,3.15
KXBTC15M,KXBTC15M-26AUG061415-15,no,92,600,"84,90,94",True,True,3.64
KXBTC15M,KXBTC15M-26AUG061400-00,yes,94,240,"90,94,95",True,True,2.67
KXBTC15M,KXBTC15M-26AUG061045-45,yes,95,480,"87,90,92",True,True,2.2
KXBTC15M,KXBTC15M-26AUG060830-30,yes,95,300,"87,92,94",True,True,2.2
KXBTC15M,KXBTC15M-26AUG060815-15,no,95,540,"88,90,89",False,True,2.2
KXBTC15M,KXBTC15M-26AUG060800-00,no,93,300,"84,80,97",False,True,3.15
KXBTC15M,KXBTC15M-26AUG060745-45,yes,95,420,"85,85,89",True,True,2.2
KXBTC15M,KXBTC15M-26AUG060730-30,yes,90,480,"84,87,87",True,True,4.65
KXBTC15M,KXBTC15M-26AUG060715-15,no,94,540,"84,84,90",True,True,2.67
KXBTC15M,KXBTC15M-26AUG060630-30,yes,94,480,"85,92,93",True,True,2.67
KXBTC15M,KXBTC15M-26AUG060615-15,no,90,360,"81,86,83",False,True,4.65
KXBTC15M,KXBTC15M-26AUG060545-45,no,90,300,"82,86,88",True,True,4.65
KXBTC15M,KXBTC15M-26AUG060530-30,yes,93,480,"81,84,91",True,False,-45
KXBTC15M,KXBTC15M-26AUG060515-15,no,94,540,"86,87,93",True,True,2.67
KXBTC15M,KXBTC15M-26AUG060200-00,no,94,180,"84,90,92",True,True,2.67
KXBTC15M,KXBTC15M-26AUG052230-30,no,91,480,"85,91,93",True,True,4.14
KXBTC15M,KXBTC15M-26AUG052200-00,yes,95,600,"80,84,93",True,True,2.2
KXBTC15M,KXBTC15M-26AUG052145-45,yes,90,300,"96,98,97",False,True,4.65
KXBTC15M,KXBTC15M-26AUG052130-30,no,91,360,"80,86,92",True,True,4.14
KXBTC15M,KXBTC15M-26AUG052115-15,no,94,360,"82,95,90",False,True,2.67
KXBTC15M,KXBTC15M-26AUG051700-00,no,90,540,"90,92,93",True,True,4.65
KXBTC15M,KXBTC15M-26AUG051515-15,yes,94,420,"91,91,93",True,True,2.67
KXBTC15M,KXBTC15M-26AUG051500-00,no,92,180,"84,93,90",False,True,3.64
KXBTC15M,KXBTC15M-26AUG051445-45,yes,93,180,"87,96,97",True,True,3.15
KXBTC15M,KXBTC15M-26AUG051415-15,no,93,180,"97,98,96",False,False,-45
KXBTC15M,KXBTC15M-26AUG050945-45,no,93,540,"92,93,91",False,False,-45
KXBTC15M,KXBTC15M-26AUG050930-30,yes,90,420,"88,81,83",False,True,4.65
KXBTC15M,KXBTC15M-26AUG050915-15,no,94,480,"84,87,88",True,True,2.67
KXBTC15M,KXBTC15M-26AUG050845-45,no,91,180,"91,91,97",True,True,4.14
KXBTC15M,KXBTC15M-26AUG050830-30,yes,92,480,"85,94,97",True,True,3.64
KXBTC15M,KXBTC15M-26AUG050700-00,no,94,540,"91,96,95",False,True,2.67
KXBTC15M,KXBTC15M-26AUG050545-45,yes,95,300,"83,87,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG050530-30,yes,94,240,"94,96,83",False,True,2.67
KXBTC15M,KXBTC15M-26AUG050515-15,yes,92,240,"83,85,94",True,True,3.64
KXBTC15M,KXBTC15M-26AUG050330-30,no,95,420,"87,94,95",True,True,2.2
KXBTC15M,KXBTC15M-26AUG050300-00,no,94,300,"93,92,86",False,True,2.67
KXBTC15M,KXBTC15M-26AUG050215-15,no,92,300,"90,86,90",False,True,3.64
KXBTC15M,KXBTC15M-26AUG050145-45,no,93,420,"90,95,96",True,True,3.15
KXBTC15M,KXBTC15M-26AUG050045-45,yes,95,480,"87,88,87",False,True,2.2
KXBTC15M,KXBTC15M-26AUG050015-15,no,94,180,"86,92,96",True,True,2.67
KXBTC15M,KXBTC15M-26AUG050000-00,yes,95,180,"84,90,89",False,True,2.2
KXBTC15M,KXBTC15M-26AUG042215-15,yes,90,480,"92,90,84",False,True,4.65
KXBTC15M,KXBTC15M-26AUG042145-45,yes,92,420,"84,87,88",True,True,3.64
KXBTC15M,KXBTC15M-26AUG042130-30,yes,95,360,"84,92,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG042100-00,no,95,300,"80,86,95",True,True,2.2
KXBTC15M,KXBTC15M-26AUG042045-45,yes,92,600,"87,92,91",False,True,3.64
KXBTC15M,KXBTC15M-26AUG042015-15,no,95,360,"83,83,88",True,True,2.2
KXBTC15M,KXBTC15M-26AUG042000-00,no,92,420,"82,90,94",True,True,3.64
KXBTC15M,KXBTC15M-26AUG041830-30,no,91,300,"86,90,86",False,False,-45
KXBTC15M,KXBTC15M-26AUG041700-00,no,93,420,"80,93,96",True,True,3.15
KXBTC15M,KXBTC15M-26AUG041645-45,yes,93,480,"87,82,89",False,True,3.15
KXBTC15M,KXBTC15M-26AUG041630-30,no,95,540,"90,90,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG041615-15,no,93,600,"87,93,93",True,True,3.15
KXBTC15M,KXBTC15M-26AUG041515-15,yes,94,180,"83,93,90",False,True,2.67
KXBTC15M,KXBTC15M-26AUG041430-30,yes,95,480,"83,92,94",True,True,2.2
KXBTC15M,KXBTC15M-26AUG041415-15,yes,95,420,"90,96,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG041000-00,no,90,540,"91,94,88",False,True,4.65
KXBTC15M,KXBTC15M-26AUG040915-15,yes,95,240,"94,92,88",False,True,2.2
KXBTC15M,KXBTC15M-26AUG040815-15,no,90,420,"80,84,83",False,True,4.65
KXBTC15M,KXBTC15M-26AUG040800-00,yes,93,420,"90,93,96",True,True,3.15
KXBTC15M,KXBTC15M-26AUG040700-00,yes,94,600,"93,89,90",False,True,2.67
KXBTC15M,KXBTC15M-26AUG040615-15,no,90,420,"89,90,88",False,True,4.65
KXBTC15M,KXBTC15M-26AUG040445-45,no,90,540,"86,83,85",False,True,4.65
KXBTC15M,KXBTC15M-26AUG040430-30,no,92,420,"82,87,88",True,True,3.64
KXBTC15M,KXBTC15M-26AUG040400-00,yes,91,600,"81,81,85",True,True,4.14
KXBTC15M,KXBTC15M-26AUG040345-45,yes,91,540,"96,90,84",False,True,4.14
KXBTC15M,KXBTC15M-26AUG040330-30,no,94,480,"82,82,93",True,False,-45
KXBTC15M,KXBTC15M-26AUG040300-00,no,94,360,"86,90,91",True,True,2.67
KXBTC15M,KXBTC15M-26AUG040200-00,no,94,420,"81,89,84",False,True,2.67
KXBTC15M,KXBTC15M-26AUG040100-00,yes,95,360,"90,87,88",False,False,-45
KXBTC15M,KXBTC15M-26AUG040045-45,yes,91,420,"88,83,87",False,True,4.14
KXBTC15M,KXBTC15M-26AUG040030-30,yes,92,480,"86,88,91",True,True,3.64
KXBTC15M,KXBTC15M-26AUG032345-45,yes,93,360,"83,85,87",True,True,3.15
KXBTC15M,KXBTC15M-26AUG032215-15,no,92,360,"82,90,92",True,True,3.64
KXBTC15M,KXBTC15M-26AUG032145-45,yes,95,600,"89,84,84",False,True,2.2
KXBTC15M,KXBTC15M-26AUG032115-15,yes,95,540,"83,89,86",False,True,2.2
KXBTC15M,KXBTC15M-26AUG031945-45,no,91,540,"81,82,86",True,True,4.14
KXBTC15M,KXBTC15M-26AUG031930-30,yes,94,180,"82,80,83",False,True,2.67
KXBTC15M,KXBTC15M-26AUG031900-00,yes,92,480,"90,89,89",False,True,3.64
KXBTC15M,KXBTC15M-26AUG031830-30,yes,91,180,"87,90,83",False,True,4.14
KXBTC15M,KXBTC15M-26AUG031815-15,no,95,540,"85,88,92",True,True,2.2
KXBTC15M,KXBTC15M-26AUG031715-15,no,92,420,"84,82,85",False,True,3.64
KXBTC15M,KXBTC15M-26AUG031630-30,yes,90,420,"83,90,90",True,True,4.65
KXBTC15M,KXBTC15M-26AUG031430-30,no,90,420,"82,85,83",False,True,4.65
KXBTC15M,KXBTC15M-26AUG030930-30,yes,95,480,"93,96,97",True,False,-45
KXBTC15M,KXBTC15M-26AUG030815-15,no,91,300,"81,86,92",True,True,4.14
KXBTC15M,KXBTC15M-26AUG030800-00,no,91,360,"81,91,86",False,True,4.14
KXBTC15M,KXBTC15M-26AUG030745-45,yes,90,420,"86,87,89",True,False,-45
KXBTC15M,KXBTC15M-26AUG030715-15,no,92,540,"88,90,83",False,True,3.64
KXBTC15M,KXBTC15M-26AUG030645-45,no,92,480,"88,85,93",False,True,3.64
KXBTC15M,KXBTC15M-26AUG030615-15,no,93,360,"92,89,81",False,True,3.15
KXBTC15M,KXBTC15M-26AUG030600-00,yes,92,540,"82,85,84",False,True,3.64
KXBTC15M,KXBTC15M-26AUG030230-30,no,91,300,"92,90,85",False,True,4.14
KXBTC15M,KXBTC15M-26AUG030030-30,yes,92,480,"80,82,92",True,True,3.64
KXBTC15M,KXBTC15M-26AUG030000-00,no,90,540,"86,89,87",False,True,4.65
KXBTC15M,KXBTC15M-26AUG022245-45,yes,93,360,"83,81,89",False,True,3.15
KXBTC15M,KXBTC15M-26AUG022200-00,no,95,180,"88,97,98",True,True,2.2
KXBTC15M,KXBTC15M-26AUG022115-15,no,90,180,"91,85,89",False,True,4.65
KXBTC15M,KXBTC15M-26AUG021930-30,yes,95,480,"94,96,92",False,True,2.2
KXBTC15M,KXBTC15M-26AUG021915-15,no,94,240,"90,90,89",False,True,2.67
KXBTC15M,KXBTC15M-26AUG021815-15,yes,92,540,"86,88,86",False,True,3.64
KXBTC15M,KXBTC15M-26AUG021700-00,yes,91,600,"84,83,87",False,True,4.14
KXBTC15M,KXBTC15M-26AUG021600-00,yes,94,480,"90,96,96",True,True,2.67
KXBTC15M,KXBTC15M-26AUG021500-00,no,95,540,"85,81,90",False,True,2.2
KXBTC15M,KXBTC15M-26AUG021030-30,yes,90,480,"90,83,88",False,True,4.65
KXBTC15M,KXBTC15M-26AUG021015-15,no,94,360,"92,92,87",False,True,2.67
KXBTC15M,KXBTC15M-26AUG020930-30,no,91,420,"88,89,86",False,True,4.14
KXBTC15M,KXBTC15M-26AUG020845-45,no,95,240,"82,94,92",False,True,2.2
KXBTC15M,KXBTC15M-26AUG020830-30,yes,95,300,"80,92,93",True,True,2.2
KXBTC15M,KXBTC15M-26AUG020815-15,yes,90,600,"82,88,86",False,True,4.65
KXBTC15M,KXBTC15M-26AUG020545-45,yes,93,600,"92,92,94",True,True,3.15
KXBTC15M,KXBTC15M-26AUG020515-15,no,90,540,"81,88,96",True,False,-45
KXBTC15M,KXBTC15M-26AUG020445-45,no,95,420,"82,94,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG020400-00,no,91,600,"89,85,90",False,True,4.14
KXBTC15M,KXBTC15M-26AUG020245-45,no,93,240,"86,87,97",True,True,3.15
KXBTC15M,KXBTC15M-26AUG020115-15,no,95,480,"82,94,95",True,True,2.2
KXBTC15M,KXBTC15M-26AUG020100-00,yes,94,360,"86,89,95",True,True,2.67
KXBTC15M,KXBTC15M-26AUG020015-15,yes,93,600,"90,85,89",False,True,3.15
KXBTC15M,KXBTC15M-26AUG012345-45,yes,91,300,"80,90,92",True,True,4.14
KXBTC15M,KXBTC15M-26AUG012300-00,yes,95,240,"84,92,97",True,True,2.2
KXBTC15M,KXBTC15M-26AUG012200-00,no,95,420,"87,88,93",True,True,2.2
KXBTC15M,KXBTC15M-26AUG012145-45,yes,91,360,"88,90,87",False,True,4.14
KXBTC15M,KXBTC15M-26AUG012115-15,yes,94,540,"84,87,90",True,True,2.67
KXBTC15M,KXBTC15M-26AUG012045-45,no,94,360,"81,82,89",True,True,2.67
KXBTC15M,KXBTC15M-26AUG012030-30,no,94,300,"89,90,93",True,True,2.67
KXBTC15M,KXBTC15M-26AUG012015-15,yes,95,480,"90,92,94",True,True,2.2
KXBTC15M,KXBTC15M-26AUG012000-00,yes,94,300,"81,88,85",False,True,2.67
KXBTC15M,KXBTC15M-26AUG011930-30,no,92,420,"89,92,89",False,True,3.64
KXBTC15M,KXBTC15M-26AUG011830-30,no,95,180,"90,96,97",True,True,2.2
KXBTC15M,KXBTC15M-26AUG011730-30,yes,92,180,"89,92,88",False,True,3.64
KXBTC15M,KXBTC15M-26AUG011715-15,yes,93,600,"91,89,88",False,True,3.15
KXBTC15M,KXBTC15M-26AUG011700-00,yes,92,360,"83,89,92",True,True,3.64
KXBTC15M,KXBTC15M-26AUG011630-30,yes,92,360,"85,94,93",False,True,3.64
KXBTC15M,KXBTC15M-26AUG011600-00,yes,90,360,"90,86,82",False,True,4.65
KXBTC15M,KXBTC15M-26AUG011530-30,no,91,300,"85,91,93",True,True,4.14
KXBTC15M,KXBTC15M-26AUG011445-45,no,93,420,"89,86,81",False,True,3.15
KXBTC15M,KXBTC15M-26AUG011030-30,yes,95,420,"82,91,95",True,True,2.2
KXBTC15M,KXBTC15M-26AUG011015-15,yes,92,300,"93,96,98",True,True,3.64
KXBTC15M,KXBTC15M-26AUG010845-45,no,90,360,"82,85,82",False,True,4.65
KXBTC15M,KXBTC15M-26AUG010830-30,no,94,180,"82,87,96",True,True,2.67
KXBTC15M,KXBTC15M-26AUG010815-15,yes,92,540,"85,84,85",False,True,3.64
KXBTC15M,KXBTC15M-26AUG010615-15,no,95,480,"87,96,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG010515-15,no,90,240,"96,97,98",True,True,4.65
KXBTC15M,KXBTC15M-26AUG010415-15,yes,94,600,"86,87,89",True,True,2.67
KXBTC15M,KXBTC15M-26AUG010345-45,no,95,300,"95,97,98",True,True,2.2
KXBTC15M,KXBTC15M-26AUG010330-30,no,90,420,"94,90,85",False,True,4.65
KXBTC15M,KXBTC15M-26AUG010230-30,yes,95,300,"91,93,96",True,True,2.2
KXBTC15M,KXBTC15M-26AUG010215-15,no,93,240,"80,82,98",True,True,3.15
KXBTC15M,KXBTC15M-26AUG010130-30,no,90,540,"83,80,88",False,True,4.65
KXBTC15M,KXBTC15M-26AUG010100-00,yes,95,240,"95,97,98",True,True,2.2
KXBTC15M,KXBTC15M-26AUG010030-30,yes,93,300,"88,90,92",True,True,3.15
KXBTC15M,KXBTC15M-26JUL312230-30,yes,93,360,"87,92,95",True,True,3.15
KXBTC15M,KXBTC15M-26JUL312215-15,yes,90,240,"81,83,81",False,True,4.65
KXBTC15M,KXBTC15M-26JUL312015-15,yes,90,540,"90,90,88",False,True,4.65
KXBTC15M,KXBTC15M-26JUL312000-00,no,92,600,"81,85,88",True,True,3.64
KXBTC15M,KXBTC15M-26JUL311915-15,yes,92,420,"82,87,86",False,True,3.64
KXBTC15M,KXBTC15M-26JUL311845-45,no,91,300,"87,86,86",False,True,4.14
KXBTC15M,KXBTC15M-26JUL311515-15,no,93,240,"84,80,89",False,True,3.15
KXBTC15M,KXBTC15M-26JUL311500-00,yes,95,480,"85,82,90",False,True,2.2
KXBTC15M,KXBTC15M-26JUL311400-00,yes,90,540,"82,86,82",False,True,4.65
KXBTC15M,KXBTC15M-26JUL311045-45,yes,92,420,"82,91,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL310930-30,yes,92,300,"83,88,94",True,True,3.64
KXBTC15M,KXBTC15M-26JUL310845-45,no,92,600,"82,85,92",True,True,3.64
KXBTC15M,KXBTC15M-26JUL310815-15,no,94,360,"88,88,91",True,True,2.67
KXBTC15M,KXBTC15M-26JUL310745-45,no,93,240,"95,94,98",False,True,3.15
KXBTC15M,KXBTC15M-26JUL310700-00,yes,92,180,"85,94,95",True,True,3.64
KXBTC15M,KXBTC15M-26JUL310645-45,yes,94,360,"84,89,90",True,True,2.67
KXBTC15M,KXBTC15M-26JUL310630-30,yes,91,300,"82,85,91",True,True,4.14
KXBTC15M,KXBTC15M-26JUL310615-15,no,93,480,"81,84,92",True,False,-45
KXBTC15M,KXBTC15M-26JUL310430-30,no,92,480,"83,83,87",True,False,-45
KXBTC15M,KXBTC15M-26JUL310415-15,no,91,240,"84,95,98",True,False,-45
KXBTC15M,KXBTC15M-26JUL310400-00,yes,95,300,"85,93,98",True,True,2.2
KXBTC15M,KXBTC15M-26JUL310330-30,no,93,240,"82,91,95",True,True,3.15
KXBTC15M,KXBTC15M-26JUL310115-15,yes,92,540,"89,91,92",True,True,3.64
KXBTC15M,KXBTC15M-26JUL310030-30,no,91,180,"96,97,97",True,True,4.14
KXBTC15M,KXBTC15M-26JUL302345-45,no,91,240,"86,95,92",False,False,-45
KXBTC15M,KXBTC15M-26JUL302330-30,yes,92,540,"80,80,91",True,True,3.64
KXBTC15M,KXBTC15M-26JUL302315-15,no,95,240,"80,88,87",False,True,2.2
KXBTC15M,KXBTC15M-26JUL302230-30,no,93,360,"86,84,89",False,True,3.15
KXBTC15M,KXBTC15M-26JUL302200-00,no,94,540,"86,93,93",True,True,2.67
KXBTC15M,KXBTC15M-26JUL302145-45,no,95,540,"89,89,92",True,True,2.2
KXBTC15M,KXBTC15M-26JUL302130-30,no,95,360,"91,97,96",False,True,2.2
KXBTC15M,KXBTC15M-26JUL302100-00,no,95,240,"96,96,99",True,True,2.2
KXBTC15M,KXBTC15M-26JUL301945-45,yes,94,240,"98,99,100",True,False,-45
KXBTC15M,KXBTC15M-26JUL301900-00,no,94,300,"81,85,92",True,True,2.67
KXBTC15M,KXBTC15M-26JUL301815-15,yes,95,480,"86,84,90",False,True,2.2
KXBTC15M,KXBTC15M-26JUL301630-30,yes,95,360,"80,84,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL301615-15,yes,90,540,"84,86,88",True,False,-45
KXBTC15M,KXBTC15M-26JUL301545-45,no,90,300,"81,90,85",False,True,4.65
KXBTC15M,KXBTC15M-26JUL301515-15,yes,91,540,"80,89,94",True,True,4.14
KXBTC15M,KXBTC15M-26JUL301500-00,no,92,240,"80,84,90",True,True,3.64
KXBTC15M,KXBTC15M-26JUL300945-45,no,91,360,"91,85,83",False,False,-45
KXBTC15M,KXBTC15M-26JUL300900-00,yes,90,360,"80,80,83",True,True,4.65
KXBTC15M,KXBTC15M-26JUL300830-30,no,91,420,"82,90,86",False,True,4.14
KXBTC15M,KXBTC15M-26JUL300815-15,yes,95,420,"80,82,89",True,True,2.2
KXBTC15M,KXBTC15M-26JUL300745-45,yes,93,300,"85,96,97",True,True,3.15
KXBTC15M,KXBTC15M-26JUL300245-45,no,90,360,"91,94,87",False,True,4.65
KXBTC15M,KXBTC15M-26JUL300145-45,yes,90,600,"84,85,89",True,True,4.65
KXBTC15M,KXBTC15M-26JUL300130-30,no,94,180,"96,96,97",True,False,-45
KXBTC15M,KXBTC15M-26JUL300000-00,yes,94,240,"89,82,89",False,True,2.67
KXBTC15M,KXBTC15M-26JUL292245-45,no,95,420,"91,96,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL292200-00,yes,92,600,"84,88,90",True,True,3.64
KXBTC15M,KXBTC15M-26JUL292115-15,yes,95,480,"89,96,86",False,True,2.2
KXBTC15M,KXBTC15M-26JUL292045-45,no,95,540,"89,89,95",True,True,2.2
KXBTC15M,KXBTC15M-26JUL291930-30,yes,94,540,"86,90,94",True,True,2.67
KXBTC15M,KXBTC15M-26JUL291900-00,no,90,540,"81,86,90",True,True,4.65
KXBTC15M,KXBTC15M-26JUL291845-45,no,90,360,"82,82,85",True,True,4.65
KXBTC15M,KXBTC15M-26JUL291715-15,no,90,480,"84,89,86",False,True,4.65
KXBTC15M,KXBTC15M-26JUL291600-00,no,90,540,"93,86,81",False,True,4.65
KXBTC15M,KXBTC15M-26JUL291530-30,no,95,300,"85,89,91",True,True,2.2
KXBTC15M,KXBTC15M-26JUL291500-00,yes,93,240,"89,97,97",True,True,3.15
KXBTC15M,KXBTC15M-26JUL291415-15,yes,92,420,"87,84,96",False,True,3.64
KXBTC15M,KXBTC15M-26JUL290930-30,no,91,480,"92,91,96",False,True,4.14
KXBTC15M,KXBTC15M-26JUL290830-30,no,93,600,"91,91,91",True,True,3.15
KXBTC15M,KXBTC15M-26JUL290800-00,yes,94,480,"88,89,94",True,True,2.67
KXBTC15M,KXBTC15M-26JUL290745-45,no,94,540,"82,81,89",False,True,2.67
KXBTC15M,KXBTC15M-26JUL290700-00,no,94,600,"80,85,86",True,True,2.67
KXBTC15M,KXBTC15M-26JUL290645-45,no,95,240,"81,90,96",True,False,-45
KXBTC15M,KXBTC15M-26JUL290345-45,no,93,480,"81,88,90",True,True,3.15
KXBTC15M,KXBTC15M-26JUL290130-30,no,90,540,"83,87,87",True,True,4.65
KXBTC15M,KXBTC15M-26JUL282300-00,no,90,420,"90,85,82",False,True,4.65
KXBTC15M,KXBTC15M-26JUL282215-15,yes,95,300,"87,92,93",True,True,2.2
KXBTC15M,KXBTC15M-26JUL282200-00,no,95,300,"83,85,89",True,True,2.2
KXBTC15M,KXBTC15M-26JUL282130-30,yes,94,240,"90,92,92",True,True,2.67
KXBTC15M,KXBTC15M-26JUL282045-45,yes,90,240,"84,95,94",False,True,4.65
KXBTC15M,KXBTC15M-26JUL282015-15,yes,95,540,"81,84,89",True,True,2.2
KXBTC15M,KXBTC15M-26JUL282000-00,yes,92,540,"90,94,89",False,True,3.64
KXBTC15M,KXBTC15M-26JUL281915-15,no,92,540,"81,85,85",True,True,3.64
KXBTC15M,KXBTC15M-26JUL281900-00,no,94,420,"86,88,94",True,True,2.67
KXBTC15M,KXBTC15M-26JUL281845-45,no,91,180,"90,93,89",False,True,4.14
KXBTC15M,KXBTC15M-26JUL281745-45,yes,95,360,"93,91,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL281515-15,yes,95,540,"90,91,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL281500-00,no,95,180,"87,93,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL281415-15,yes,90,600,"80,87,90",True,True,4.65
KXBTC15M,KXBTC15M-26JUL281400-00,yes,90,360,"81,88,85",False,True,4.65
KXBTC15M,KXBTC15M-26JUL281030-30,no,92,600,"85,84,88",False,False,-45
KXBTC15M,KXBTC15M-26JUL281015-15,yes,93,360,"92,97,95",False,True,3.15
KXBTC15M,KXBTC15M-26JUL280900-00,yes,93,300,"86,83,83",False,True,3.15
KXBTC15M,KXBTC15M-26JUL280800-00,yes,94,600,"80,85,90",True,True,2.67
