series,ticker,side,ask,bucket,secs_left,prior_stuck,won,profit
KXSOL15M,KXSOL15M-26JUL010015-15,yes,73,70-74c,540,"36,36,41,58",False,-45
KXSOL15M,KXSOL15M-26JUN302245-45,yes,82,80-85c,600,"59,53,51,64",True,9.19
KXSOL15M,KXSOL15M-26JUN302145-45,yes,74,70-74c,540,"59,64,53,58",True,14.7
KXSOL15M,KXSOL15M-26JUN302100-00,yes,85,80-85c,480,"56,60,60,59",True,7.39
KXSOL15M,KXSOL15M-26JUN302015-15,yes,70,70-74c,420,"39,53,58,38",True,17.94
KXSOL15M,KXSOL15M-26JUN301945-45,yes,78,75-79c,600,"43,40,56,47",False,-45
KXSOL15M,KXSOL15M-26JUN301800-00,no,67,65-69c,600,"60,57,57,62",False,-45
KXSOL15M,KXSOL15M-26JUN301730-30,no,66,65-69c,420,"38,44,42,53",False,-45
KXSOL15M,KXSOL15M-26JUN301530-30,no,65,65-69c,600,"58,58,53,57",True,22.53
KXSOL15M,KXSOL15M-26JUN301515-15,no,78,75-79c,540,"57,51,58,64",True,11.8
KXSOL15M,KXSOL15M-26JUN301415-15,yes,75,75-79c,420,"51,54,46,40",True,13.95
KXSOL15M,KXSOL15M-26JUN301045-45,no,78,75-79c,480,"54,56,37,56",True,11.8
KXSOL15M,KXSOL15M-26JUN301030-30,yes,77,75-79c,420,"43,39,40,55",True,12.5
KXSOL15M,KXSOL15M-26JUN301000-00,yes,71,70-74c,540,"60,37,56,50",True,17.09
KXSOL15M,KXSOL15M-26JUN300830-30,no,81,80-85c,540,"54,55,46,56",True,9.82
KXSOL15M,KXSOL15M-26JUN300745-45,yes,77,75-79c,540,"46,36,36,44",True,12.5
KXSOL15M,KXSOL15M-26JUN300630-30,no,69,65-69c,540,"37,35,47,42",True,18.8
KXSOL15M,KXSOL15M-26JUN300615-15,yes,78,75-79c,420,"49,42,40,45",False,-45
KXSOL15M,KXSOL15M-26JUN300600-00,yes,79,75-79c,600,"52,55,58,59",True,11.12
KXSOL15M,KXSOL15M-26JUN300545-45,yes,73,70-74c,540,"45,37,38,54",True,15.48
KXSOL15M,KXSOL15M-26JUN300515-15,no,67,65-69c,300,"40,43,40,56",False,-45
KXSOL15M,KXSOL15M-26JUN300430-30,yes,72,70-74c,480,"43,47,56,64",True,16.27
KXSOL15M,KXSOL15M-26JUN300200-00,yes,70,70-74c,600,"54,61,55,65",True,17.94
KXSOL15M,KXSOL15M-26JUN300145-45,no,70,70-74c,600,"50,58,60,65",False,-45
KXSOL15M,KXSOL15M-26JUN300100-00,yes,71,70-74c,420,"54,61,62,62",True,17.09
KXSOL15M,KXSOL15M-26JUN292230-30,yes,73,70-74c,600,"61,57,63,63",True,15.48
KXSOL15M,KXSOL15M-26JUN292145-45,no,70,70-74c,600,"53,56,52,63",True,17.94
KXSOL15M,KXSOL15M-26JUN292030-30,no,78,75-79c,600,"36,37,51,55",True,11.8
KXSOL15M,KXSOL15M-26JUN291815-15,yes,79,75-79c,540,"46,52,38,61",True,11.12
KXSOL15M,KXSOL15M-26JUN291800-00,no,66,65-69c,420,"37,56,62,59",True,21.56
KXSOL15M,KXSOL15M-26JUN291730-30,no,72,70-74c,480,"53,62,61,48",True,16.27
KXSOL15M,KXSOL15M-26JUN291715-15,no,71,70-74c,600,"54,35,48,42",False,-45
KXSOL15M,KXSOL15M-26JUN291700-00,no,69,65-69c,300,"36,52,58,48",True,18.8
KXSOL15M,KXSOL15M-26JUN291630-30,no,65,65-69c,600,"54,51,50,65",True,22.53
KXSOL15M,KXSOL15M-26JUN291600-00,yes,75,75-79c,600,"58,64,49,43",True,13.95
KXSOL15M,KXSOL15M-26JUN291415-15,yes,65,65-69c,540,"54,50,57,54",True,22.53
KXSOL15M,KXSOL15M-26JUN291400-00,no,66,65-69c,600,"37,42,62,65",True,21.56
KXSOL15M,KXSOL15M-26JUN291030-30,yes,69,65-69c,600,"60,52,47,52",True,18.8
KXSOL15M,KXSOL15M-26JUN291015-15,no,75,75-79c,540,"56,50,61,39",True,13.95
KXSOL15M,KXSOL15M-26JUN291000-00,no,70,70-74c,600,"53,50,51,49",False,-45
KXSOL15M,KXSOL15M-26JUN290830-30,no,68,65-69c,420,"41,47,57,44",True,19.69
KXSOL15M,KXSOL15M-26JUN290800-00,no,66,65-69c,600,"48,38,47,35",False,-45
KXSOL15M,KXSOL15M-26JUN290630-30,yes,83,80-85c,600,"37,47,45,57",False,-45
KXSOL15M,KXSOL15M-26JUN290545-45,no,77,75-79c,540,"51,47,53,51",True,12.5
KXSOL15M,KXSOL15M-26JUN290515-15,yes,66,65-69c,480,"53,64,59,46",True,21.56
KXSOL15M,KXSOL15M-26JUN290300-00,no,66,65-69c,600,"44,50,50,43",False,-45
KXSOL15M,KXSOL15M-26JUN290300-00,yes,65,65-69c,480,"52,58,36,43",True,22.53
KXSOL15M,KXSOL15M-26JUN290200-00,yes,75,75-79c,480,"51,43,45,48",True,13.95
KXSOL15M,KXSOL15M-26JUN290030-30,no,73,70-74c,600,"53,49,43,62",True,15.48
KXSOL15M,KXSOL15M-26JUN290000-00,yes,67,65-69c,420,"54,57,54,58",False,-45
KXSOL15M,KXSOL15M-26JUN282300-00,yes,72,70-74c,600,"53,49,51,47",True,16.27
KXSOL15M,KXSOL15M-26JUN282300-00,no,74,70-74c,300,"42,52,57,63",False,-45
KXSOL15M,KXSOL15M-26JUN282100-00,yes,71,70-74c,360,"38,42,65,62",True,17.09
KXSOL15M,KXSOL15M-26JUN282000-00,no,78,75-79c,300,"38,52,61,50",True,11.8
KXSOL15M,KXSOL15M-26JUN281845-45,no,84,80-85c,600,"47,41,56,64",True,7.97
KXSOL15M,KXSOL15M-26JUN281730-30,no,75,75-79c,420,"57,47,38,47",False,-45
KXSOL15M,KXSOL15M-26JUN281630-30,yes,66,65-69c,600,"52,48,60,61",False,-45
KXSOL15M,KXSOL15M-26JUN281615-15,yes,68,65-69c,600,"56,55,64,62",True,19.69
KXSOL15M,KXSOL15M-26JUN281430-30,no,71,70-74c,540,"60,60,57,55",True,17.09
KXSOL15M,KXSOL15M-26JUN281415-15,no,69,65-69c,300,"55,50,45,48",True,18.8
KXSOL15M,KXSOL15M-26JUN281400-00,yes,65,65-69c,600,"48,63,64,62",True,22.53
KXSOL15M,KXSOL15M-26JUN281045-45,no,77,75-79c,360,"52,50,44,55",True,12.5
KXSOL15M,KXSOL15M-26JUN280930-30,yes,78,75-79c,300,"46,49,40,65",True,11.8
KXSOL15M,KXSOL15M-26JUN280845-45,no,67,65-69c,540,"43,49,51,59",True,20.61
KXSOL15M,KXSOL15M-26JUN280700-00,yes,73,70-74c,540,"59,58,52,54",True,15.48
KXSOL15M,KXSOL15M-26JUN280545-45,yes,75,75-79c,600,"48,35,39,51",True,13.95
KXSOL15M,KXSOL15M-26JUN280530-30,yes,66,65-69c,300,"53,44,48,56",True,21.56
KXSOL15M,KXSOL15M-26JUN280330-30,yes,65,65-69c,360,"52,54,55,57",False,-45
KXSOL15M,KXSOL15M-26JUN280300-00,yes,67,65-69c,540,"36,36,38,50",False,-45
KXSOL15M,KXSOL15M-26JUN280215-15,no,71,70-74c,600,"35,44,37,62",True,17.09
KXSOL15M,KXSOL15M-26JUN280130-30,yes,77,75-79c,600,"52,55,62,63",False,-45
KXSOL15M,KXSOL15M-26JUN272300-00,yes,68,65-69c,540,"59,62,47,42",True,19.69
KXSOL15M,KXSOL15M-26JUN272245-45,yes,68,65-69c,540,"52,58,56,57",True,19.69
KXSOL15M,KXSOL15M-26JUN272200-00,yes,67,65-69c,540,"35,47,43,38",False,-45
KXSOL15M,KXSOL15M-26JUN272015-15,yes,68,65-69c,480,"42,53,46,60",True,19.69
KXSOL15M,KXSOL15M-26JUN271915-15,no,66,65-69c,600,"52,63,49,61",True,21.56
KXSOL15M,KXSOL15M-26JUN271645-45,yes,65,65-69c,600,"57,54,53,55",False,-45
KXSOL15M,KXSOL15M-26JUN271615-15,yes,81,80-85c,600,"59,55,63,63",True,9.82
KXSOL15M,KXSOL15M-26JUN271600-00,yes,67,65-69c,600,"58,58,55,55",False,-45
KXSOL15M,KXSOL15M-26JUN271500-00,no,71,70-74c,540,"56,55,54,58",True,17.09
KXSOL15M,KXSOL15M-26JUN271430-30,no,75,75-79c,480,"36,38,59,51",True,13.95
KXSOL15M,KXSOL15M-26JUN270915-15,yes,84,80-85c,600,"48,45,45,64",True,7.97
KXSOL15M,KXSOL15M-26JUN270815-15,no,68,65-69c,540,"37,62,59,52",True,19.69
KXSOL15M,KXSOL15M-26JUN270645-45,yes,85,80-85c,420,"36,43,38,62",False,-45
KXSOL15M,KXSOL15M-26JUN270630-30,yes,76,75-79c,540,"36,50,51,62",True,13.22
KXSOL15M,KXSOL15M-26JUN270530-30,no,76,75-79c,420,"56,63,56,59",True,13.22
KXSOL15M,KXSOL15M-26JUN270445-45,no,67,65-69c,600,"54,64,62,64",True,20.61
KXSOL15M,KXSOL15M-26JUN270330-30,yes,69,65-69c,540,"59,56,60,52",True,18.8
KXSOL15M,KXSOL15M-26JUN270215-15,no,85,80-85c,300,"64,54,54,63",True,7.39
KXSOL15M,KXSOL15M-26JUN270045-45,no,75,75-79c,480,"63,45,40,57",True,13.95
KXSOL15M,KXSOL15M-26JUN262300-00,no,68,65-69c,600,"52,49,43,57",False,-45
KXSOL15M,KXSOL15M-26JUN262200-00,yes,73,70-74c,540,"50,46,62,55",False,-45
KXSOL15M,KXSOL15M-26JUN262130-30,yes,76,75-79c,600,"49,47,55,62",True,13.22
KXSOL15M,KXSOL15M-26JUN262015-15,yes,80,80-85c,600,"59,55,64,58",True,10.46
KXSOL15M,KXSOL15M-26JUN261900-00,no,75,75-79c,420,"60,56,48,54",True,13.95
KXSOL15M,KXSOL15M-26JUN261700-00,yes,65,65-69c,600,"46,59,53,50",False,-45
KXSOL15M,KXSOL15M-26JUN261630-30,yes,67,65-69c,540,"50,59,61,58",True,20.61
KXSOL15M,KXSOL15M-26JUN261530-30,no,76,75-79c,360,"54,57,38,53",False,-45
KXSOL15M,KXSOL15M-26JUN261415-15,yes,83,80-85c,600,"52,64,58,62",True,8.57
KXSOL15M,KXSOL15M-26JUN261400-00,no,67,65-69c,480,"38,37,56,57",True,20.61
KXSOL15M,KXSOL15M-26JUN260915-15,no,69,65-69c,600,"55,55,65,61",False,-45
KXSOL15M,KXSOL15M-26JUN260800-00,yes,66,65-69c,600,"51,46,48,55",False,-45
KXSOL15M,KXSOL15M-26JUN260800-00,no,74,70-74c,540,"55,53,46,36",True,14.7
KXSOL15M,KXSOL15M-26JUN260645-45,no,73,70-74c,480,"50,51,64,55",True,15.48
KXSOL15M,KXSOL15M-26JUN260630-30,no,67,65-69c,600,"46,46,51,64",False,-45
KXSOL15M,KXSOL15M-26JUN260615-15,yes,65,65-69c,600,"55,38,47,60",True,22.53
KXSOL15M,KXSOL15M-26JUN260500-00,no,69,65-69c,600,"48,39,59,56",False,-45
KXSOL15M,KXSOL15M-26JUN260500-00,yes,65,65-69c,300,"51,44,58,64",True,22.53
KXSOL15M,KXSOL15M-26JUN260330-30,no,66,65-69c,540,"40,38,49,41",True,21.56
KXSOL15M,KXSOL15M-26JUN260300-00,no,65,65-69c,600,"59,38,49,51",False,-45
KXSOL15M,KXSOL15M-26JUN260245-45,yes,69,65-69c,480,"53,43,43,64",True,18.8
KXSOL15M,KXSOL15M-26JUN260200-00,yes,74,70-74c,360,"54,44,61,55",True,14.7
KXSOL15M,KXSOL15M-26JUN260115-15,yes,67,65-69c,420,"39,39,37,54",True,20.61
KXSOL15M,KXSOL15M-26JUN260100-00,no,69,65-69c,600,"46,56,59,65",True,18.8
KXSOL15M,KXSOL15M-26JUN260045-45,no,66,65-69c,420,"61,64,64,61",True,21.56
KXSOL15M,KXSOL15M-26JUN260030-30,yes,68,65-69c,420,"52,54,53,53",True,19.69
KXSOL15M,KXSOL15M-26JUN260015-15,no,66,65-69c,480,"65,56,60,55",True,21.56
KXSOL15M,KXSOL15M-26JUN252345-45,yes,70,70-74c,480,"62,63,60,47",True,17.94
KXSOL15M,KXSOL15M-26JUN252215-15,no,68,65-69c,360,"56,53,56,44",True,19.69
KXSOL15M,KXSOL15M-26JUN252200-00,yes,71,70-74c,600,"55,35,53,60",False,-45
KXSOL15M,KXSOL15M-26JUN252145-45,no,66,65-69c,540,"56,60,58,60",False,-45
KXSOL15M,KXSOL15M-26JUN252100-00,no,71,70-74c,600,"55,56,53,52",True,17.09
KXSOL15M,KXSOL15M-26JUN252045-45,no,65,65-69c,540,"49,56,55,49",False,-45
KXSOL15M,KXSOL15M-26JUN252045-45,yes,67,65-69c,480,"45,47,52,36",True,20.61
KXSOL15M,KXSOL15M-26JUN251945-45,no,85,80-85c,480,"52,64,63,65",True,7.39
KXSOL15M,KXSOL15M-26JUN251830-30,yes,67,65-69c,360,"64,43,44,51",True,20.61
KXSOL15M,KXSOL15M-26JUN251815-15,no,75,75-79c,420,"54,58,59,64",True,13.95
KXSOL15M,KXSOL15M-26JUN251730-30,yes,67,65-69c,420,"37,40,49,57",True,20.61
KXSOL15M,KXSOL15M-26JUN251530-30,yes,69,65-69c,420,"41,41,39,42",True,18.8
KXSOL15M,KXSOL15M-26JUN251515-15,no,80,80-85c,600,"47,57,64,59",True,10.46
KXSOL15M,KXSOL15M-26JUN251500-00,yes,83,80-85c,420,"47,64,47,46",True,8.57
KXSOL15M,KXSOL15M-26JUN250915-15,no,78,75-79c,420,"48,51,56,54",False,-45
KXSOL15M,KXSOL15M-26JUN250815-15,yes,77,75-79c,540,"50,56,47,60",False,-45
KXSOL15M,KXSOL15M-26JUN250730-30,no,70,70-74c,480,"45,52,64,62",True,17.94
KXSOL15M,KXSOL15M-26JUN250615-15,no,81,80-85c,480,"49,53,59,61",True,9.82
KXSOL15M,KXSOL15M-26JUN250600-00,yes,69,65-69c,480,"51,50,47,64",False,-45
KXSOL15M,KXSOL15M-26JUN250545-45,yes,79,75-79c,420,"46,45,42,57",False,-45
KXSOL15M,KXSOL15M-26JUN250215-15,yes,70,70-74c,360,"49,44,45,61",True,17.94
KXSOL15M,KXSOL15M-26JUN250200-00,yes,78,75-79c,480,"55,49,59,56",True,11.8
KXSOL15M,KXSOL15M-26JUN250130-30,no,75,75-79c,480,"50,56,58,62",False,-45
KXSOL15M,KXSOL15M-26JUN250030-30,yes,78,75-79c,420,"42,50,44,60",True,11.8
KXSOL15M,KXSOL15M-26JUN242330-30,yes,75,75-79c,600,"46,57,58,57",True,13.95
KXSOL15M,KXSOL15M-26JUN242315-15,yes,65,65-69c,420,"58,50,45,52",False,-45
KXSOL15M,KXSOL15M-26JUN242300-00,yes,84,80-85c,300,"47,45,55,43",True,7.97
KXSOL15M,KXSOL15M-26JUN242200-00,yes,82,80-85c,600,"57,53,62,65",True,9.19
KXSOL15M,KXSOL15M-26JUN242145-45,yes,70,70-74c,540,"57,63,60,56",True,17.94
KXSOL15M,KXSOL15M-26JUN242115-15,no,75,75-79c,420,"59,60,40,55",True,13.95
KXSOL15M,KXSOL15M-26JUN242045-45,no,67,65-69c,540,"65,64,60,54",True,20.61
KXSOL15M,KXSOL15M-26JUN242015-15,yes,73,70-74c,600,"46,48,46,40",True,15.48
KXSOL15M,KXSOL15M-26JUN242000-00,no,65,65-69c,540,"50,50,63,51",False,-45
KXSOL15M,KXSOL15M-26JUN241930-30,yes,70,70-74c,540,"57,64,51,39",True,17.94
KXSOL15M,KXSOL15M-26JUN241915-15,yes,69,65-69c,600,"38,46,36,45",True,18.8
KXSOL15M,KXSOL15M-26JUN241800-00,no,66,65-69c,480,"48,56,56,62",False,-45
KXSOL15M,KXSOL15M-26JUN241745-45,yes,76,75-79c,480,"52,52,52,61",True,13.22
KXSOL15M,KXSOL15M-26JUN241645-45,no,77,75-79c,600,"51,40,37,42",False,-45
KXSOL15M,KXSOL15M-26JUN241530-30,yes,77,75-79c,300,"43,36,35,48",True,12.5
KXSOL15M,KXSOL15M-26JUN241515-15,yes,85,80-85c,300,"61,53,64,65",False,-45
KXSOL15M,KXSOL15M-26JUN241445-45,no,76,75-79c,480,"50,65,58,60",True,13.22
KXSOL15M,KXSOL15M-26JUN241415-15,yes,77,75-79c,480,"58,58,64,57",True,12.5
KXSOL15M,KXSOL15M-26JUN241030-30,no,70,70-74c,540,"58,53,54,59",False,-45
KXSOL15M,KXSOL15M-26JUN241015-15,no,65,65-69c,600,"65,62,57,62",True,22.53
KXSOL15M,KXSOL15M-26JUN241015-15,yes,78,75-79c,420,"40,36,60,48",False,-45
KXSOL15M,KXSOL15M-26JUN240830-30,no,73,70-74c,420,"49,51,60,52",True,15.48
KXSOL15M,KXSOL15M-26JUN240815-15,yes,66,65-69c,600,"36,36,36,59",True,21.56
KXSOL15M,KXSOL15M-26JUN240815-15,no,66,65-69c,360,"41,36,45,57",False,-45
KXSOL15M,KXSOL15M-26JUN240730-30,no,75,75-79c,600,"65,46,49,40",True,13.95
KXSOL15M,KXSOL15M-26JUN240600-00,yes,74,70-74c,420,"49,54,57,62",True,14.7
KXSOL15M,KXSOL15M-26JUN240530-30,yes,68,65-69c,360,"55,59,57,62",False,-45
KXSOL15M,KXSOL15M-26JUN240200-00,no,73,70-74c,600,"52,50,50,52",True,15.48
KXSOL15M,KXSOL15M-26JUN240145-45,yes,75,75-79c,540,"50,65,57,46",True,13.95
KXSOL15M,KXSOL15M-26JUN240030-30,no,71,70-74c,600,"35,36,51,60",True,17.09
KXSOL15M,KXSOL15M-26JUN240000-00,no,65,65-69c,600,"51,48,50,51",True,22.53
KXSOL15M,KXSOL15M-26JUN232300-00,no,81,80-85c,540,"53,62,62,63",True,9.82
KXSOL15M,KXSOL15M-26JUN232245-45,no,72,70-74c,600,"49,45,57,51",True,16.27
KXSOL15M,KXSOL15M-26JUN232115-15,no,79,75-79c,600,"60,52,46,64",False,-45
KXSOL15M,KXSOL15M-26JUN232045-45,yes,70,70-74c,600,"55,51,49,48",True,17.94
KXSOL15M,KXSOL15M-26JUN231945-45,yes,65,65-69c,540,"50,65,42,60",False,-45
KXSOL15M,KXSOL15M-26JUN231945-45,no,68,65-69c,420,"59,42,36,57",True,19.69
KXSOL15M,KXSOL15M-26JUN231745-45,yes,75,75-79c,480,"61,61,61,61",True,13.95
KXSOL15M,KXSOL15M-26JUN231730-30,yes,73,70-74c,420,"37,42,39,50",True,15.48
KXSOL15M,KXSOL15M-26JUN231700-00,no,66,65-69c,600,"61,62,65,63",True,21.56
KXSOL15M,KXSOL15M-26JUN231645-45,no,67,65-69c,600,"59,51,56,41",True,20.61
KXSOL15M,KXSOL15M-26JUN231630-30,no,65,65-69c,300,"44,57,47,50",False,-45
KXSOL15M,KXSOL15M-26JUN231615-15,yes,70,70-74c,480,"64,65,56,64",True,17.94
KXSOL15M,KXSOL15M-26JUN231600-00,yes,79,75-79c,540,"40,54,56,60",True,11.12
KXSOL15M,KXSOL15M-26JUN231545-45,yes,67,65-69c,540,"41,60,47,53",False,-45
KXSOL15M,KXSOL15M-26JUN231545-45,no,71,70-74c,420,"55,49,35,59",True,17.09
KXSOL15M,KXSOL15M-26JUN231430-30,yes,81,80-85c,420,"36,50,41,49",True,9.82
KXSOL15M,KXSOL15M-26JUN231400-00,no,81,80-85c,420,"54,63,63,61",True,9.82
KXSOL15M,KXSOL15M-26JUN230915-15,no,71,70-74c,600,"40,38,63,64",True,17.09
KXSOL15M,KXSOL15M-26JUN230845-45,yes,66,65-69c,480,"59,52,36,57",False,-45
KXSOL15M,KXSOL15M-26JUN230830-30,yes,68,65-69c,600,"65,45,56,64",True,19.69
KXSOL15M,KXSOL15M-26JUN230815-15,no,67,65-69c,480,"46,53,55,60",True,20.61
KXSOL15M,KXSOL15M-26JUN230700-00,no,74,70-74c,540,"45,48,41,52",False,-45
KXSOL15M,KXSOL15M-26JUN230645-45,no,77,75-79c,600,"47,51,61,65",True,12.5
KXSOL15M,KXSOL15M-26JUN230630-30,no,81,80-85c,300,"53,61,59,41",True,9.82
KXSOL15M,KXSOL15M-26JUN230530-30,yes,77,75-79c,540,"65,62,52,53",True,12.5
KXSOL15M,KXSOL15M-26JUN230400-00,no,69,65-69c,480,"42,42,39,43",True,18.8
KXSOL15M,KXSOL15M-26JUN230330-30,no,67,65-69c,300,"50,52,43,56",True,20.61
KXSOL15M,KXSOL15M-26JUN230115-15,yes,70,70-74c,600,"63,54,39,62",False,-45
KXSOL15M,KXSOL15M-26JUN230045-45,no,78,75-79c,600,"52,49,43,40",True,11.8
KXSOL15M,KXSOL15M-26JUN222330-30,yes,66,65-69c,300,"61,43,51,46",True,21.56
KXSOL15M,KXSOL15M-26JUN222245-45,yes,68,65-69c,600,"38,50,52,52",True,19.69
KXSOL15M,KXSOL15M-26JUN222215-15,yes,67,65-69c,480,"52,48,60,45",True,20.61
KXSOL15M,KXSOL15M-26JUN222130-30,yes,81,80-85c,480,"59,51,56,57",False,-45
KXSOL15M,KXSOL15M-26JUN221745-45,no,65,65-69c,540,"52,58,56,54",True,22.53
KXSOL15M,KXSOL15M-26JUN221715-15,yes,67,65-69c,480,"57,51,55,60",False,-45
KXSOL15M,KXSOL15M-26JUN221700-00,no,65,65-69c,540,"51,55,54,49",False,-45
KXSOL15M,KXSOL15M-26JUN221630-30,no,82,80-85c,480,"55,46,50,63",True,9.19
KXSOL15M,KXSOL15M-26JUN221530-30,yes,74,70-74c,600,"59,45,55,60",False,-45
KXSOL15M,KXSOL15M-26JUN221515-15,no,67,65-69c,540,"64,48,58,59",True,20.61
KXSOL15M,KXSOL15M-26JUN221445-45,no,70,70-74c,600,"44,50,53,43",True,17.94
KXSOL15M,KXSOL15M-26JUN220930-30,no,67,65-69c,600,"62,56,48,50",True,20.61
KXSOL15M,KXSOL15M-26JUN220915-15,no,68,65-69c,420,"35,35,40,57",False,-45
KXSOL15M,KXSOL15M-26JUN220900-00,no,70,70-74c,360,"45,52,60,55",True,17.94
KXSOL15M,KXSOL15M-26JUN220845-45,yes,67,65-69c,480,"35,55,52,58",True,20.61
KXSOL15M,KXSOL15M-26JUN220630-30,no,81,80-85c,600,"55,40,42,65",True,9.82
KXSOL15M,KXSOL15M-26JUN220600-00,yes,75,75-79c,360,"60,51,50,64",True,13.95
KXSOL15M,KXSOL15M-26JUN220445-45,no,78,75-79c,540,"60,49,58,56",True,11.8
KXSOL15M,KXSOL15M-26JUN220415-15,no,65,65-69c,600,"60,52,51,39",False,-45
KXSOL15M,KXSOL15M-26JUN220400-00,yes,66,65-69c,600,"44,50,49,57",False,-45
KXSOL15M,KXSOL15M-26JUN220330-30,yes,81,80-85c,480,"53,45,43,55",True,9.82
KXSOL15M,KXSOL15M-26JUN220300-00,no,72,70-74c,600,"49,52,44,48",False,-45
KXSOL15M,KXSOL15M-26JUN220215-15,no,81,80-85c,480,"52,57,62,55",False,-45
KXSOL15M,KXSOL15M-26JUN220145-45,no,74,70-74c,360,"63,61,53,64",True,14.7
KXSOL15M,KXSOL15M-26JUN220045-45,no,73,70-74c,420,"52,60,58,45",True,15.48
KXSOL15M,KXSOL15M-26JUN220030-30,yes,72,70-74c,420,"64,38,62,53",True,16.27
KXSOL15M,KXSOL15M-26JUN212200-00,yes,72,70-74c,600,"63,52,39,47",True,16.27
KXSOL15M,KXSOL15M-26JUN212100-00,no,82,80-85c,540,"43,54,64,61",False,-45
KXSOL15M,KXSOL15M-26JUN211815-15,no,65,65-69c,360,"51,45,57,43",True,22.53
KXSOL15M,KXSOL15M-26JUN211800-00,yes,66,65-69c,600,"44,45,45,61",False,-45
KXSOL15M,KXSOL15M-26JUN211715-15,no,80,80-85c,540,"57,65,57,59",True,10.46
KXSOL15M,KXSOL15M-26JUN211615-15,yes,80,80-85c,540,"53,37,35,51",False,-45
KXSOL15M,KXSOL15M-26JUN211600-00,yes,85,80-85c,600,"53,53,42,53",True,7.39
KXSOL15M,KXSOL15M-26JUN211515-15,yes,68,65-69c,420,"63,43,65,64",True,19.69
KXSOL15M,KXSOL15M-26JUN211045-45,yes,76,75-79c,480,"59,55,41,58",True,13.22
KXSOL15M,KXSOL15M-26JUN211015-15,no,65,65-69c,300,"40,43,50,63",True,22.53
KXSOL15M,KXSOL15M-26JUN210915-15,yes,81,80-85c,540,"38,39,42,52",True,9.82
KXSOL15M,KXSOL15M-26JUN210900-00,yes,83,80-85c,420,"43,51,54,49",True,8.57
KXSOL15M,KXSOL15M-26JUN210845-45,yes,70,70-74c,420,"54,51,35,51",True,17.94
KXSOL15M,KXSOL15M-26JUN210815-15,yes,73,70-74c,540,"62,46,50,62",False,-45
KXSOL15M,KXSOL15M-26JUN210645-45,yes,73,70-74c,360,"35,39,39,63",False,-45
KXSOL15M,KXSOL15M-26JUN210630-30,yes,77,75-79c,600,"45,37,55,65",True,12.5
KXSOL15M,KXSOL15M-26JUN210500-00,yes,83,80-85c,360,"43,54,56,57",True,8.57
KXSOL15M,KXSOL15M-26JUN210415-15,no,67,65-69c,480,"54,54,46,46",True,20.61
KXSOL15M,KXSOL15M-26JUN210400-00,no,80,80-85c,540,"47,53,65,63",True,10.46
KXSOL15M,KXSOL15M-26JUN210330-30,no,66,65-69c,360,"54,54,49,65",True,21.56
KXSOL15M,KXSOL15M-26JUN210315-15,yes,84,80-85c,480,"45,48,49,48",True,7.97
KXSOL15M,KXSOL15M-26JUN210215-15,yes,68,65-69c,480,"61,47,48,45",False,-45
KXSOL15M,KXSOL15M-26JUN210145-45,no,69,65-69c,600,"62,65,59,55",True,18.8
KXSOL15M,KXSOL15M-26JUN210015-15,no,78,75-79c,600,"49,46,48,54",True,11.8
KXSOL15M,KXSOL15M-26JUN210000-00,no,67,65-69c,480,"61,60,45,55",True,20.61
KXSOL15M,KXSOL15M-26JUN202345-45,no,65,65-69c,480,"57,48,44,53",False,-45
KXSOL15M,KXSOL15M-26JUN202245-45,yes,65,65-69c,600,"37,49,55,47",True,22.53
KXSOL15M,KXSOL15M-26JUN202115-15,yes,79,75-79c,300,"55,47,50,64",True,11.12
KXSOL15M,KXSOL15M-26JUN202100-00,yes,75,75-79c,600,"44,52,52,58",True,13.95
KXSOL15M,KXSOL15M-26JUN202045-45,yes,70,70-74c,600,"56,56,57,58",True,17.94
KXSOL15M,KXSOL15M-26JUN202030-30,yes,67,65-69c,480,"51,39,43,55",False,-45
KXSOL15M,KXSOL15M-26JUN201945-45,yes,80,80-85c,360,"41,48,49,44",True,10.46
KXSOL15M,KXSOL15M-26JUN201915-15,no,81,80-85c,420,"53,40,52,60",True,9.82
KXSOL15M,KXSOL15M-26JUN201500-00,yes,67,65-69c,480,"55,46,51,58",False,-45
KXSOL15M,KXSOL15M-26JUN201500-00,no,73,70-74c,360,"51,48,37,39",True,15.48
KXSOL15M,KXSOL15M-26JUN201445-45,no,69,65-69c,540,"43,50,55,52",True,18.8
KXSOL15M,KXSOL15M-26JUN200915-15,no,69,65-69c,540,"61,53,56,62",True,18.8
KXSOL15M,KXSOL15M-26JUN200900-00,no,66,65-69c,540,"56,51,54,53",True,21.56
KXSOL15M,KXSOL15M-26JUN200800-00,yes,72,70-74c,600,"39,53,53,59",False,-45
KXSOL15M,KXSOL15M-26JUN200745-45,yes,73,70-74c,540,"55,61,65,52",True,15.48
KXSOL15M,KXSOL15M-26JUN200600-00,yes,69,65-69c,540,"58,55,49,43",True,18.8
KXSOL15M,KXSOL15M-26JUN200500-00,no,68,65-69c,600,"52,64,62,55",True,19.69
KXSOL15M,KXSOL15M-26JUN200400-00,no,80,80-85c,600,"62,54,60,64",True,10.46
KXSOL15M,KXSOL15M-26JUN200345-45,no,74,70-74c,600,"38,50,48,61",True,14.7
KXSOL15M,KXSOL15M-26JUN200300-00,yes,70,70-74c,600,"36,44,57,54",False,-45
