series,ticker,side,ask,bucket,secs_left,prior_stuck,won,profit
KXBTC15M,KXBTC15M-26AUG090015-15,yes,82,80-85c,480,"60,57,63,62",True,9.19
KXBTC15M,KXBTC15M-26AUG090000-00,no,85,80-85c,360,"57,58,60,62",True,7.39
KXBTC15M,KXBTC15M-26AUG082345-45,yes,85,80-85c,300,"39,37,39,42",True,7.39
KXBTC15M,KXBTC15M-26AUG082300-00,no,72,70-74c,540,"49,59,51,54",False,-45
KXBTC15M,KXBTC15M-26AUG082245-45,no,66,65-69c,360,"51,63,63,61",True,21.56
KXBTC15M,KXBTC15M-26AUG082200-00,no,83,80-85c,540,"43,46,44,54",True,8.57
KXBTC15M,KXBTC15M-26AUG082045-45,yes,66,65-69c,600,"55,51,52,53",True,21.56
KXBTC15M,KXBTC15M-26AUG082030-30,yes,65,65-69c,540,"50,50,51,59",True,22.53
KXBTC15M,KXBTC15M-26AUG082000-00,no,75,75-79c,480,"53,50,43,41",True,13.95
KXBTC15M,KXBTC15M-26AUG081915-15,no,66,65-69c,480,"52,56,58,64",True,21.56
KXBTC15M,KXBTC15M-26AUG081900-00,no,79,75-79c,480,"55,54,54,59",True,11.12
KXBTC15M,KXBTC15M-26AUG081845-45,no,65,65-69c,540,"45,62,60,62",True,22.53
KXBTC15M,KXBTC15M-26AUG081745-45,yes,75,75-79c,540,"43,39,37,62",True,13.95
KXBTC15M,KXBTC15M-26AUG081730-30,no,69,65-69c,540,"62,64,54,58",True,18.8
KXBTC15M,KXBTC15M-26AUG081715-15,no,83,80-85c,360,"59,56,56,54",True,8.57
KXBTC15M,KXBTC15M-26AUG081630-30,no,67,65-69c,600,"37,41,46,65",True,20.61
KXBTC15M,KXBTC15M-26AUG081600-00,yes,73,70-74c,600,"45,48,45,50",True,15.48
KXBTC15M,KXBTC15M-26AUG081545-45,yes,67,65-69c,600,"39,50,61,56",True,20.61
KXBTC15M,KXBTC15M-26AUG081500-00,no,67,65-69c,420,"52,40,44,64",True,20.61
KXBTC15M,KXBTC15M-26AUG081445-45,yes,76,75-79c,600,"54,53,49,51",True,13.22
KXBTC15M,KXBTC15M-26AUG081415-15,no,66,65-69c,420,"54,60,58,63",True,21.56
KXBTC15M,KXBTC15M-26AUG081400-00,no,83,80-85c,360,"57,58,57,50",True,8.57
KXBTC15M,KXBTC15M-26AUG081030-30,yes,67,65-69c,420,"40,40,37,44",True,20.61
KXBTC15M,KXBTC15M-26AUG081015-15,yes,70,70-74c,540,"52,52,49,60",True,17.94
KXBTC15M,KXBTC15M-26AUG080915-15,yes,69,65-69c,480,"64,62,49,62",True,18.8
KXBTC15M,KXBTC15M-26AUG080900-00,yes,81,80-85c,540,"51,52,48,52",False,-45
KXBTC15M,KXBTC15M-26AUG080745-45,no,69,65-69c,300,"55,53,57,61",True,18.8
KXBTC15M,KXBTC15M-26AUG080700-00,yes,75,75-79c,360,"49,55,57,59",False,-45
KXBTC15M,KXBTC15M-26AUG080645-45,no,67,65-69c,480,"46,58,55,43",True,20.61
KXBTC15M,KXBTC15M-26AUG080630-30,yes,66,65-69c,360,"56,59,53,57",True,21.56
KXBTC15M,KXBTC15M-26AUG080615-15,yes,83,80-85c,360,"51,55,58,57",True,8.57
KXBTC15M,KXBTC15M-26AUG080600-00,no,83,80-85c,600,"49,45,43,62",True,8.57
KXBTC15M,KXBTC15M-26AUG080415-15,no,66,65-69c,360,"61,61,62,64",False,-45
KXBTC15M,KXBTC15M-26AUG080330-30,yes,75,75-79c,300,"48,60,59,61",True,13.95
KXBTC15M,KXBTC15M-26AUG080230-30,no,65,65-69c,600,"53,48,52,62",True,22.53
KXBTC15M,KXBTC15M-26AUG080215-15,no,83,80-85c,480,"42,45,64,61",True,8.57
KXBTC15M,KXBTC15M-26AUG080115-15,yes,65,65-69c,360,"53,53,55,57",False,-45
KXBTC15M,KXBTC15M-26AUG080115-15,no,79,75-79c,300,"48,46,44,36",True,11.12
KXBTC15M,KXBTC15M-26AUG080100-00,no,83,80-85c,480,"45,62,63,56",True,8.57
KXBTC15M,KXBTC15M-26AUG072315-15,yes,70,70-74c,600,"49,53,51,46",True,17.94
KXBTC15M,KXBTC15M-26AUG072300-00,yes,66,65-69c,600,"45,48,48,47",True,21.56
KXBTC15M,KXBTC15M-26AUG072230-30,yes,69,65-69c,540,"54,50,47,62",True,18.8
KXBTC15M,KXBTC15M-26AUG072145-45,yes,67,65-69c,540,"42,42,44,56",True,20.61
KXBTC15M,KXBTC15M-26AUG072115-15,no,68,65-69c,420,"43,50,55,62",False,-45
KXBTC15M,KXBTC15M-26AUG071945-45,yes,76,75-79c,300,"51,50,50,53",True,13.22
KXBTC15M,KXBTC15M-26AUG071915-15,yes,68,65-69c,300,"54,58,58,64",True,19.69
KXBTC15M,KXBTC15M-26AUG071815-15,no,76,75-79c,600,"63,59,65,61",True,13.22
KXBTC15M,KXBTC15M-26AUG071745-45,yes,67,65-69c,540,"60,47,52,64",True,20.61
KXBTC15M,KXBTC15M-26AUG071700-00,yes,71,70-74c,600,"46,57,63,62",True,17.09
KXBTC15M,KXBTC15M-26AUG071630-30,no,70,70-74c,540,"58,64,61,62",True,17.94
KXBTC15M,KXBTC15M-26AUG071615-15,yes,79,75-79c,360,"59,55,60,57",True,11.12
KXBTC15M,KXBTC15M-26AUG071600-00,no,65,65-69c,480,"38,53,61,43",True,22.53
KXBTC15M,KXBTC15M-26AUG071445-45,no,66,65-69c,600,"45,47,43,37",True,21.56
KXBTC15M,KXBTC15M-26AUG071400-00,yes,75,75-79c,540,"63,53,43,41",True,13.95
KXBTC15M,KXBTC15M-26AUG071045-45,yes,72,70-74c,420,"41,56,40,54",False,-45
KXBTC15M,KXBTC15M-26AUG070930-30,yes,70,70-74c,600,"44,42,51,54",False,-45
KXBTC15M,KXBTC15M-26AUG070800-00,no,68,65-69c,480,"52,59,50,52",True,19.69
KXBTC15M,KXBTC15M-26AUG070645-45,no,84,80-85c,420,"41,58,57,60",True,7.97
KXBTC15M,KXBTC15M-26AUG070630-30,yes,75,75-79c,480,"52,61,59,62",True,13.95
KXBTC15M,KXBTC15M-26AUG070415-15,yes,76,75-79c,540,"47,56,56,64",True,13.22
KXBTC15M,KXBTC15M-26AUG070400-00,no,65,65-69c,300,"57,56,47,60",True,22.53
KXBTC15M,KXBTC15M-26AUG070345-45,no,67,65-69c,360,"60,44,64,64",True,20.61
KXBTC15M,KXBTC15M-26AUG070230-30,yes,68,65-69c,480,"50,49,65,58",True,19.69
KXBTC15M,KXBTC15M-26AUG070145-45,yes,80,80-85c,540,"55,57,60,59",True,10.46
KXBTC15M,KXBTC15M-26AUG070115-15,no,74,70-74c,540,"50,55,55,58",True,14.7
KXBTC15M,KXBTC15M-26AUG070030-30,yes,78,75-79c,600,"61,49,57,64",False,-45
KXBTC15M,KXBTC15M-26AUG070015-15,yes,68,65-69c,480,"49,49,55,42",True,19.69
KXBTC15M,KXBTC15M-26AUG070000-00,yes,70,70-74c,540,"35,38,39,56",False,-45
KXBTC15M,KXBTC15M-26AUG062330-30,no,81,80-85c,540,"54,49,56,54",True,9.82
KXBTC15M,KXBTC15M-26AUG062245-45,yes,67,65-69c,540,"58,55,65,49",True,20.61
KXBTC15M,KXBTC15M-26AUG062215-15,no,67,65-69c,540,"65,56,51,63",True,20.61
KXBTC15M,KXBTC15M-26AUG061945-45,no,73,70-74c,420,"41,46,53,59",True,15.48
KXBTC15M,KXBTC15M-26AUG061915-15,no,66,65-69c,480,"53,43,39,40",True,21.56
KXBTC15M,KXBTC15M-26AUG061915-15,yes,69,65-69c,360,"62,61,35,58",False,-45
KXBTC15M,KXBTC15M-26AUG061845-45,yes,72,70-74c,420,"62,58,62,61",False,-45
KXBTC15M,KXBTC15M-26AUG061800-00,no,67,65-69c,300,"56,53,42,43",True,20.61
KXBTC15M,KXBTC15M-26AUG061700-00,no,84,80-85c,300,"48,38,50,51",True,7.97
KXBTC15M,KXBTC15M-26AUG061600-00,yes,68,65-69c,420,"49,49,45,42",True,19.69
KXBTC15M,KXBTC15M-26AUG061530-30,yes,67,65-69c,360,"35,51,51,63",False,-45
KXBTC15M,KXBTC15M-26AUG061500-00,no,66,65-69c,420,"58,59,56,64",True,21.56
KXBTC15M,KXBTC15M-26AUG061400-00,yes,76,75-79c,480,"47,62,51,55",True,13.22
KXBTC15M,KXBTC15M-26AUG061030-30,no,76,75-79c,600,"56,65,54,60",True,13.22
KXBTC15M,KXBTC15M-26AUG060900-00,no,66,65-69c,600,"52,47,54,63",True,21.56
KXBTC15M,KXBTC15M-26AUG060830-30,yes,77,75-79c,540,"39,38,36,41",True,12.5
KXBTC15M,KXBTC15M-26AUG060700-00,no,79,75-79c,300,"36,56,40,51",True,11.12
KXBTC15M,KXBTC15M-26AUG060645-45,no,65,65-69c,600,"60,60,45,39",True,22.53
KXBTC15M,KXBTC15M-26AUG060600-00,yes,80,80-85c,360,"64,63,60,61",True,10.46
KXBTC15M,KXBTC15M-26AUG060245-45,yes,69,65-69c,600,"40,49,57,53",True,18.8
KXBTC15M,KXBTC15M-26AUG060200-00,no,74,70-74c,600,"41,49,65,65",True,14.7
KXBTC15M,KXBTC15M-26AUG060100-00,yes,75,75-79c,420,"54,41,40,62",True,13.95
KXBTC15M,KXBTC15M-26AUG052245-45,yes,75,75-79c,600,"45,58,53,63",True,13.95
KXBTC15M,KXBTC15M-26AUG052130-30,no,68,65-69c,600,"63,60,49,44",True,19.69
KXBTC15M,KXBTC15M-26AUG052045-45,yes,66,65-69c,540,"50,46,50,56",False,-45
KXBTC15M,KXBTC15M-26AUG051900-00,no,65,65-69c,480,"60,57,62,60",True,22.53
KXBTC15M,KXBTC15M-26AUG051800-00,yes,82,80-85c,420,"45,42,56,64",True,9.19
KXBTC15M,KXBTC15M-26AUG051730-30,no,79,75-79c,540,"53,62,64,63",True,11.12
KXBTC15M,KXBTC15M-26AUG051630-30,no,68,65-69c,600,"43,49,56,54",False,-45
KXBTC15M,KXBTC15M-26AUG051545-45,no,73,70-74c,600,"41,50,46,56",True,15.48
KXBTC15M,KXBTC15M-26AUG051530-30,no,70,70-74c,600,"60,58,63,59",False,-45
KXBTC15M,KXBTC15M-26AUG051500-00,no,65,65-69c,480,"38,36,55,49",True,22.53
KXBTC15M,KXBTC15M-26AUG051400-00,yes,68,65-69c,600,"45,58,61,54",True,19.69
KXBTC15M,KXBTC15M-26AUG050615-15,yes,65,65-69c,600,"48,52,46,50",True,22.53
KXBTC15M,KXBTC15M-26AUG050600-00,yes,71,70-74c,540,"51,51,62,61",False,-45
KXBTC15M,KXBTC15M-26AUG050515-15,yes,67,65-69c,600,"62,60,65,62",True,20.61
KXBTC15M,KXBTC15M-26AUG050500-00,yes,66,65-69c,480,"42,48,59,53",False,-45
KXBTC15M,KXBTC15M-26AUG050345-45,no,70,70-74c,360,"51,51,53,50",True,17.94
KXBTC15M,KXBTC15M-26AUG050245-45,yes,67,65-69c,600,"48,60,52,48",False,-45
KXBTC15M,KXBTC15M-26AUG050230-30,no,80,80-85c,480,"50,64,53,48",True,10.46
KXBTC15M,KXBTC15M-26AUG050130-30,yes,69,65-69c,600,"47,39,45,39",True,18.8
KXBTC15M,KXBTC15M-26AUG050100-00,no,73,70-74c,540,"37,40,40,57",True,15.48
KXBTC15M,KXBTC15M-26AUG050000-00,yes,70,70-74c,600,"52,53,54,65",True,17.94
KXBTC15M,KXBTC15M-26AUG042030-30,no,72,70-74c,360,"56,64,64,64",True,16.27
KXBTC15M,KXBTC15M-26AUG041945-45,no,66,65-69c,420,"55,57,53,49",False,-45
KXBTC15M,KXBTC15M-26AUG041845-45,no,72,70-74c,360,"48,46,46,56",True,16.27
KXBTC15M,KXBTC15M-26AUG041730-30,yes,68,65-69c,540,"64,62,62,42",True,19.69
KXBTC15M,KXBTC15M-26AUG041530-30,no,76,75-79c,600,"53,52,64,64",True,13.22
KXBTC15M,KXBTC15M-26AUG041515-15,yes,69,65-69c,600,"52,52,44,62",True,18.8
KXBTC15M,KXBTC15M-26AUG041445-45,no,77,75-79c,600,"56,54,59,63",True,12.5
KXBTC15M,KXBTC15M-26AUG041045-45,yes,67,65-69c,600,"57,53,45,64",True,20.61
KXBTC15M,KXBTC15M-26AUG041015-15,yes,74,70-74c,600,"40,43,42,60",True,14.7
KXBTC15M,KXBTC15M-26AUG040845-45,yes,84,80-85c,600,"58,41,47,60",True,7.97
KXBTC15M,KXBTC15M-26AUG040830-30,no,65,65-69c,600,"51,56,53,60",False,-45
KXBTC15M,KXBTC15M-26AUG040730-30,yes,79,75-79c,480,"44,40,46,57",True,11.12
KXBTC15M,KXBTC15M-26AUG040600-00,yes,84,80-85c,360,"60,60,61,60",True,7.97
KXBTC15M,KXBTC15M-26AUG040515-15,no,67,65-69c,480,"62,55,52,51",True,20.61
KXBTC15M,KXBTC15M-26AUG040415-15,no,85,80-85c,360,"44,65,62,53",True,7.39
KXBTC15M,KXBTC15M-26AUG040315-15,no,70,70-74c,540,"59,53,58,57",True,17.94
KXBTC15M,KXBTC15M-26AUG040245-45,no,75,75-79c,420,"42,40,38,51",True,13.95
KXBTC15M,KXBTC15M-26AUG040215-15,yes,75,75-79c,480,"42,60,59,45",False,-45
KXBTC15M,KXBTC15M-26AUG040130-30,yes,72,70-74c,540,"63,61,55,63",False,-45
KXBTC15M,KXBTC15M-26AUG040015-15,no,79,75-79c,540,"53,53,54,64",True,11.12
KXBTC15M,KXBTC15M-26AUG040000-00,yes,68,65-69c,420,"57,49,46,60",False,-45
KXBTC15M,KXBTC15M-26AUG032330-30,no,68,65-69c,300,"43,49,60,50",False,-45
KXBTC15M,KXBTC15M-26AUG032000-00,no,67,65-69c,420,"49,57,51,62",False,-45
KXBTC15M,KXBTC15M-26AUG031745-45,no,75,75-79c,540,"40,46,55,58",True,13.95
KXBTC15M,KXBTC15M-26AUG031730-30,no,68,65-69c,300,"59,48,48,56",True,19.69
KXBTC15M,KXBTC15M-26AUG031645-45,no,70,70-74c,360,"61,53,53,61",True,17.94
KXBTC15M,KXBTC15M-26AUG031515-15,yes,75,75-79c,300,"59,50,53,46",True,13.95
KXBTC15M,KXBTC15M-26AUG031500-00,yes,67,65-69c,420,"47,41,37,44",True,20.61
KXBTC15M,KXBTC15M-26AUG031045-45,no,73,70-74c,540,"42,51,42,53",False,-45
KXBTC15M,KXBTC15M-26AUG030900-00,no,67,65-69c,420,"44,41,60,48",True,20.61
KXBTC15M,KXBTC15M-26AUG030845-45,yes,65,65-69c,420,"52,45,50,47",True,22.53
KXBTC15M,KXBTC15M-26AUG030845-45,no,73,70-74c,360,"56,51,54,36",False,-45
KXBTC15M,KXBTC15M-26AUG030630-30,yes,79,75-79c,420,"40,53,46,49",False,-45
KXBTC15M,KXBTC15M-26AUG030515-15,yes,68,65-69c,540,"45,45,40,59",True,19.69
KXBTC15M,KXBTC15M-26AUG030500-00,yes,70,70-74c,480,"58,64,62,60",True,17.94
KXBTC15M,KXBTC15M-26AUG030415-15,no,69,65-69c,420,"62,47,42,41",True,18.8
KXBTC15M,KXBTC15M-26AUG030315-15,yes,68,65-69c,540,"45,58,38,53",True,19.69
KXBTC15M,KXBTC15M-26AUG030300-00,yes,66,65-69c,480,"53,61,57,56",False,-45
KXBTC15M,KXBTC15M-26AUG030215-15,yes,75,75-79c,480,"50,64,58,58",True,13.95
KXBTC15M,KXBTC15M-26AUG030015-15,yes,82,80-85c,600,"61,59,43,65",False,-45
KXBTC15M,KXBTC15M-26AUG022345-45,no,67,65-69c,420,"64,41,52,40",True,20.61
KXBTC15M,KXBTC15M-26AUG022330-30,no,78,75-79c,420,"36,58,58,46",True,11.8
KXBTC15M,KXBTC15M-26AUG022300-00,no,72,70-74c,480,"64,62,43,48",True,16.27
KXBTC15M,KXBTC15M-26AUG022215-15,no,82,80-85c,420,"44,49,61,62",True,9.19
KXBTC15M,KXBTC15M-26AUG022115-15,yes,69,65-69c,540,"44,47,50,65",False,-45
KXBTC15M,KXBTC15M-26AUG022100-00,no,68,65-69c,360,"45,44,55,50",True,19.69
KXBTC15M,KXBTC15M-26AUG022045-45,yes,76,75-79c,600,"36,47,49,50",True,13.22
KXBTC15M,KXBTC15M-26AUG022000-00,yes,75,75-79c,360,"43,41,60,62",True,13.95
KXBTC15M,KXBTC15M-26AUG021915-15,no,68,65-69c,600,"65,63,46,45",True,19.69
KXBTC15M,KXBTC15M-26AUG021830-30,no,68,65-69c,420,"62,61,59,63",True,19.69
KXBTC15M,KXBTC15M-26AUG021800-00,no,72,70-74c,540,"41,50,59,54",True,16.27
KXBTC15M,KXBTC15M-26AUG021745-45,yes,77,75-79c,540,"53,37,38,47",True,12.5
KXBTC15M,KXBTC15M-26AUG021730-30,no,65,65-69c,600,"37,51,64,58",False,-45
KXBTC15M,KXBTC15M-26AUG021615-15,no,83,80-85c,600,"51,42,54,63",True,8.57
KXBTC15M,KXBTC15M-26AUG021545-45,yes,65,65-69c,540,"47,46,48,57",True,22.53
KXBTC15M,KXBTC15M-26AUG021530-30,no,66,65-69c,300,"55,55,55,58",True,21.56
KXBTC15M,KXBTC15M-26AUG021430-30,no,69,65-69c,300,"48,49,51,40",True,18.8
KXBTC15M,KXBTC15M-26AUG021415-15,yes,69,65-69c,600,"62,60,55,53",True,18.8
KXBTC15M,KXBTC15M-26AUG021400-00,yes,75,75-79c,600,"65,65,65,60",True,13.95
KXBTC15M,KXBTC15M-26AUG020945-45,no,65,65-69c,540,"35,45,63,54",True,22.53
KXBTC15M,KXBTC15M-26AUG020915-15,no,77,75-79c,420,"36,46,60,58",True,12.5
KXBTC15M,KXBTC15M-26AUG020900-00,no,74,70-74c,480,"50,40,41,59",True,14.7
KXBTC15M,KXBTC15M-26AUG020700-00,no,74,70-74c,420,"54,58,52,62",True,14.7
KXBTC15M,KXBTC15M-26AUG020600-00,no,75,75-79c,480,"59,51,62,64",True,13.95
KXBTC15M,KXBTC15M-26AUG020530-30,yes,65,65-69c,420,"52,56,38,37",False,-45
KXBTC15M,KXBTC15M-26AUG020330-30,yes,67,65-69c,480,"58,63,56,57",True,20.61
KXBTC15M,KXBTC15M-26AUG020315-15,no,69,65-69c,420,"50,55,57,53",True,18.8
KXBTC15M,KXBTC15M-26AUG020145-45,no,68,65-69c,540,"58,54,37,42",True,19.69
KXBTC15M,KXBTC15M-26AUG020130-30,yes,67,65-69c,420,"42,47,62,61",False,-45
KXBTC15M,KXBTC15M-26AUG020100-00,yes,67,65-69c,600,"55,52,54,54",True,20.61
KXBTC15M,KXBTC15M-26AUG020045-45,no,79,75-79c,420,"41,55,41,43",True,11.12
KXBTC15M,KXBTC15M-26AUG020000-00,no,73,70-74c,600,"41,52,46,46",True,15.48
KXBTC15M,KXBTC15M-26AUG012315-15,no,70,70-74c,600,"58,52,37,65",True,17.94
KXBTC15M,KXBTC15M-26AUG012230-30,yes,80,80-85c,600,"47,54,51,65",False,-45
KXBTC15M,KXBTC15M-26AUG012145-45,yes,74,70-74c,600,"40,47,65,65",True,14.7
KXBTC15M,KXBTC15M-26AUG012100-00,no,80,80-85c,600,"54,50,52,65",True,10.46
KXBTC15M,KXBTC15M-26AUG011945-45,yes,82,80-85c,540,"65,58,62,58",True,9.19
KXBTC15M,KXBTC15M-26AUG011900-00,no,67,65-69c,480,"58,41,56,52",True,20.61
KXBTC15M,KXBTC15M-26AUG011845-45,no,74,70-74c,540,"52,52,53,53",True,14.7
KXBTC15M,KXBTC15M-26AUG011830-30,no,73,70-74c,480,"61,59,63,64",True,15.48
KXBTC15M,KXBTC15M-26AUG011745-45,yes,82,80-85c,600,"45,60,60,62",True,9.19
KXBTC15M,KXBTC15M-26AUG011515-15,yes,72,70-74c,600,"51,36,58,56",True,16.27
KXBTC15M,KXBTC15M-26AUG011500-00,yes,71,70-74c,420,"65,38,48,50",True,17.09
KXBTC15M,KXBTC15M-26AUG011415-15,yes,81,80-85c,300,"40,64,59,58",True,9.82
KXBTC15M,KXBTC15M-26AUG011045-45,no,66,65-69c,600,"43,61,60,49",True,21.56
KXBTC15M,KXBTC15M-26AUG010915-15,yes,70,70-74c,600,"53,53,58,60",True,17.94
KXBTC15M,KXBTC15M-26AUG010900-00,yes,73,70-74c,600,"56,57,56,65",True,15.48
KXBTC15M,KXBTC15M-26AUG010845-45,no,79,75-79c,600,"65,58,60,58",True,11.12
KXBTC15M,KXBTC15M-26AUG010800-00,yes,75,75-79c,600,"57,52,56,58",True,13.95
KXBTC15M,KXBTC15M-26AUG010745-45,no,65,65-69c,600,"41,56,52,48",True,22.53
KXBTC15M,KXBTC15M-26AUG010715-15,no,67,65-69c,540,"56,64,65,64",True,20.61
KXBTC15M,KXBTC15M-26AUG010645-45,no,85,80-85c,420,"46,56,53,64",False,-45
KXBTC15M,KXBTC15M-26AUG010400-00,yes,66,65-69c,600,"53,56,56,59",True,21.56
KXBTC15M,KXBTC15M-26AUG010315-15,yes,65,65-69c,420,"59,57,62,61",True,22.53
KXBTC15M,KXBTC15M-26AUG010300-00,yes,68,65-69c,540,"46,50,50,46",True,19.69
KXBTC15M,KXBTC15M-26AUG010100-00,yes,79,75-79c,600,"54,60,59,57",True,11.12
KXBTC15M,KXBTC15M-26AUG010045-45,yes,73,70-74c,300,"53,53,54,53",True,15.48
KXBTC15M,KXBTC15M-26AUG010030-30,yes,75,75-79c,600,"50,52,48,51",True,13.95
KXBTC15M,KXBTC15M-26AUG010000-00,yes,74,70-74c,540,"40,52,35,61",True,14.7
KXBTC15M,KXBTC15M-26JUL312345-45,no,75,75-79c,600,"37,36,39,35",True,13.95
KXBTC15M,KXBTC15M-26JUL312315-15,no,76,75-79c,600,"44,58,63,60",True,13.22
KXBTC15M,KXBTC15M-26JUL312245-45,yes,66,65-69c,540,"45,59,56,55",True,21.56
KXBTC15M,KXBTC15M-26JUL312200-00,no,80,80-85c,540,"54,45,40,62",True,10.46
KXBTC15M,KXBTC15M-26JUL312145-45,yes,81,80-85c,420,"52,49,56,51",True,9.82
KXBTC15M,KXBTC15M-26JUL312130-30,no,70,70-74c,600,"45,49,47,49",True,17.94
KXBTC15M,KXBTC15M-26JUL312100-00,no,65,65-69c,480,"43,39,37,47",True,22.53
KXBTC15M,KXBTC15M-26JUL311945-45,no,70,70-74c,540,"53,60,60,53",True,17.94
KXBTC15M,KXBTC15M-26JUL311900-00,no,69,65-69c,600,"50,50,52,48",True,18.8
KXBTC15M,KXBTC15M-26JUL311830-30,yes,67,65-69c,480,"48,49,43,54",True,20.61
KXBTC15M,KXBTC15M-26JUL311800-00,no,69,65-69c,300,"41,52,51,51",True,18.8
KXBTC15M,KXBTC15M-26JUL311745-45,yes,84,80-85c,300,"53,41,45,61",True,7.97
KXBTC15M,KXBTC15M-26JUL311730-30,yes,79,75-79c,420,"64,49,57,59",False,-45
KXBTC15M,KXBTC15M-26JUL311700-00,no,66,65-69c,480,"40,57,64,64",True,21.56
KXBTC15M,KXBTC15M-26JUL311645-45,no,79,75-79c,540,"65,61,50,48",True,11.12
KXBTC15M,KXBTC15M-26JUL311600-00,yes,73,70-74c,300,"51,58,57,56",False,-45
KXBTC15M,KXBTC15M-26JUL311530-30,no,65,65-69c,540,"65,57,63,64",True,22.53
KXBTC15M,KXBTC15M-26JUL311445-45,yes,70,70-74c,540,"62,56,65,49",False,-45
KXBTC15M,KXBTC15M-26JUL311430-30,yes,67,65-69c,600,"57,55,38,55",False,-45
KXBTC15M,KXBTC15M-26JUL311415-15,no,74,70-74c,540,"43,53,46,49",True,14.7
KXBTC15M,KXBTC15M-26JUL310915-15,yes,68,65-69c,540,"51,60,58,54",False,-45
KXBTC15M,KXBTC15M-26JUL310830-30,no,71,70-74c,600,"64,65,56,59",False,-45
KXBTC15M,KXBTC15M-26JUL310730-30,yes,74,70-74c,540,"40,50,65,51",True,14.7
KXBTC15M,KXBTC15M-26JUL310700-00,no,69,65-69c,600,"39,55,63,60",False,-45
KXBTC15M,KXBTC15M-26JUL310600-00,yes,66,65-69c,600,"52,39,53,48",True,21.56
KXBTC15M,KXBTC15M-26JUL310545-45,yes,75,75-79c,420,"41,36,51,50",True,13.95
KXBTC15M,KXBTC15M-26JUL310515-15,no,66,65-69c,540,"54,51,48,49",True,21.56
KXBTC15M,KXBTC15M-26JUL310415-15,no,66,65-69c,540,"61,63,52,57",False,-45
KXBTC15M,KXBTC15M-26JUL310345-45,no,76,75-79c,480,"57,51,58,50",True,13.22
KXBTC15M,KXBTC15M-26JUL310330-30,no,72,70-74c,480,"51,58,43,56",True,16.27
KXBTC15M,KXBTC15M-26JUL310200-00,no,67,65-69c,600,"59,63,65,52",False,-45
KXBTC15M,KXBTC15M-26JUL310100-00,yes,65,65-69c,360,"42,48,50,50",True,22.53
KXBTC15M,KXBTC15M-26JUL310000-00,no,73,70-74c,600,"46,50,62,62",True,15.48
KXBTC15M,KXBTC15M-26JUL302245-45,no,80,80-85c,540,"48,45,49,63",True,10.46
KXBTC15M,KXBTC15M-26JUL302215-15,yes,69,65-69c,360,"39,51,54,61",False,-45
KXBTC15M,KXBTC15M-26JUL301830-30,no,66,65-69c,540,"35,45,59,59",False,-45
KXBTC15M,KXBTC15M-26JUL301800-00,no,70,70-74c,480,"48,60,59,61",True,17.94
KXBTC15M,KXBTC15M-26JUL301745-45,yes,65,65-69c,480,"56,54,57,63",True,22.53
KXBTC15M,KXBTC15M-26JUL301730-30,yes,73,70-74c,480,"54,54,63,63",True,15.48
KXBTC15M,KXBTC15M-26JUL301700-00,no,69,65-69c,420,"39,43,58,52",True,18.8
KXBTC15M,KXBTC15M-26JUL301630-30,yes,73,70-74c,600,"44,44,43,61",True,15.48
KXBTC15M,KXBTC15M-26JUL301415-15,yes,76,75-79c,480,"47,51,42,57",False,-45
KXBTC15M,KXBTC15M-26JUL301400-00,no,83,80-85c,600,"56,50,62,62",True,8.57
KXBTC15M,KXBTC15M-26JUL300930-30,no,66,65-69c,540,"59,47,51,60",True,21.56
KXBTC15M,KXBTC15M-26JUL300845-45,yes,65,65-69c,540,"43,43,60,62",False,-45
KXBTC15M,KXBTC15M-26JUL300700-00,no,74,70-74c,600,"50,58,56,56",True,14.7
KXBTC15M,KXBTC15M-26JUL300515-15,yes,67,65-69c,420,"47,54,42,58",True,20.61
KXBTC15M,KXBTC15M-26JUL300245-45,no,81,80-85c,600,"52,52,59,62",True,9.82
KXBTC15M,KXBTC15M-26JUL300215-15,yes,67,65-69c,600,"50,51,47,43",False,-45
KXBTC15M,KXBTC15M-26JUL300030-30,no,72,70-74c,300,"50,46,51,51",True,16.27
KXBTC15M,KXBTC15M-26JUL292230-30,yes,71,70-74c,480,"43,64,49,60",True,17.09
KXBTC15M,KXBTC15M-26JUL292215-15,yes,69,65-69c,480,"52,61,52,61",True,18.8
KXBTC15M,KXBTC15M-26JUL292130-30,yes,66,65-69c,480,"51,43,54,54",True,21.56
KXBTC15M,KXBTC15M-26JUL292100-00,yes,70,70-74c,600,"57,56,52,61",False,-45
KXBTC15M,KXBTC15M-26JUL292030-30,no,68,65-69c,540,"40,51,40,56",True,19.69
KXBTC15M,KXBTC15M-26JUL292015-15,yes,80,80-85c,480,"63,48,64,65",True,10.46
KXBTC15M,KXBTC15M-26JUL292000-00,no,72,70-74c,420,"39,51,43,62",True,16.27
KXBTC15M,KXBTC15M-26JUL291915-15,no,69,65-69c,540,"62,58,39,56",True,18.8
KXBTC15M,KXBTC15M-26JUL291830-30,yes,75,75-79c,600,"36,50,62,61",True,13.95
KXBTC15M,KXBTC15M-26JUL291730-30,yes,68,65-69c,360,"40,47,49,54",True,19.69
KXBTC15M,KXBTC15M-26JUL291615-15,no,65,65-69c,600,"52,59,61,55",False,-45
KXBTC15M,KXBTC15M-26JUL291545-45,no,68,65-69c,360,"56,58,36,40",True,19.69
