series,ticker,side,ask,hour_utc,secs_left,won,profit
KXDOGE15M,KXDOGE15M-26JUL081145-45,yes,95,15,300,True,2.2
KXDOGE15M,KXDOGE15M-26JUL071315-15,yes,92,17,240,True,3.64
KXDOGE15M,KXDOGE15M-26JUL071200-00,yes,93,16,420,True,3.15
KXDOGE15M,KXDOGE15M-26JUL071145-45,yes,90,15,360,True,4.65
KXDOGE15M,KXDOGE15M-26JUL071100-00,yes,95,15,540,True,2.2
KXDOGE15M,KXDOGE15M-26JUL061245-45,yes,94,16,480,True,2.67
KXDOGE15M,KXDOGE15M-26JUL061200-00,no,93,16,600,True,3.15
KXDOGE15M,KXDOGE15M-26JUL061130-30,no,90,15,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUL061115-15,yes,92,15,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUL051345-45,no,93,17,300,True,3.15
KXDOGE15M,KXDOGE15M-26JUL051330-30,yes,92,17,540,True,3.64
KXDOGE15M,KXDOGE15M-26JUL051315-15,yes,92,17,360,True,3.64
KXDOGE15M,KXDOGE15M-26JUL051215-15,yes,92,16,540,True,3.64
KXDOGE15M,KXDOGE15M-26JUL051145-45,yes,93,15,300,True,3.15
KXDOGE15M,KXDOGE15M-26JUL051115-15,yes,95,15,480,False,-45
KXDOGE15M,KXDOGE15M-26JUL051100-00,no,93,15,480,False,-45
KXDOGE15M,KXDOGE15M-26JUL041330-30,yes,92,17,600,True,3.64
KXDOGE15M,KXDOGE15M-26JUL041245-45,no,95,16,420,True,2.2
KXDOGE15M,KXDOGE15M-26JUL041215-15,no,95,16,300,True,2.2
KXDOGE15M,KXDOGE15M-26JUL041200-00,no,93,16,300,True,3.15
KXDOGE15M,KXDOGE15M-26JUL041145-45,yes,90,15,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUL031245-45,no,95,16,240,True,2.2
KXDOGE15M,KXDOGE15M-26JUL031230-30,yes,93,16,540,True,3.15
KXDOGE15M,KXDOGE15M-26JUL021300-00,yes,90,17,300,False,-45
KXDOGE15M,KXDOGE15M-26JUL021245-45,yes,90,16,360,True,4.65
KXDOGE15M,KXDOGE15M-26JUL021115-15,no,95,15,300,True,2.2
KXDOGE15M,KXDOGE15M-26JUL011315-15,no,94,17,300,True,2.67
KXDOGE15M,KXDOGE15M-26JUL011300-00,no,92,17,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUL011115-15,yes,93,15,600,True,3.15
KXDOGE15M,KXDOGE15M-26JUN301300-00,yes,92,17,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUN301215-15,yes,94,16,540,True,2.67
KXDOGE15M,KXDOGE15M-26JUN301200-00,yes,90,16,360,True,4.65
KXDOGE15M,KXDOGE15M-26JUN301100-00,no,93,15,540,True,3.15
KXDOGE15M,KXDOGE15M-26JUN291345-45,no,94,17,240,False,-45
KXDOGE15M,KXDOGE15M-26JUN291300-00,yes,94,17,480,True,2.67
KXDOGE15M,KXDOGE15M-26JUN291115-15,no,95,15,480,True,2.2
KXDOGE15M,KXDOGE15M-26JUN281245-45,no,90,16,480,True,4.65
KXDOGE15M,KXDOGE15M-26JUN281200-00,no,94,16,600,True,2.67
KXDOGE15M,KXDOGE15M-26JUN281145-45,no,92,15,300,True,3.64
KXDOGE15M,KXDOGE15M-26JUN281115-15,yes,93,15,480,True,3.15
KXDOGE15M,KXDOGE15M-26JUN271230-30,no,92,16,600,True,3.64
KXDOGE15M,KXDOGE15M-26JUN271130-30,no,94,15,540,True,2.67
KXDOGE15M,KXDOGE15M-26JUN261345-45,no,95,17,360,True,2.2
KXDOGE15M,KXDOGE15M-26JUN261330-30,no,90,17,540,True,4.65
KXDOGE15M,KXDOGE15M-26JUN261230-30,no,92,16,360,True,3.64
KXDOGE15M,KXDOGE15M-26JUN261215-15,yes,93,16,480,True,3.15
KXDOGE15M,KXDOGE15M-26JUN261100-00,yes,91,15,480,True,4.14
KXDOGE15M,KXDOGE15M-26JUN251345-45,no,94,17,240,True,2.67
KXDOGE15M,KXDOGE15M-26JUN251330-30,yes,93,17,540,True,3.15
KXDOGE15M,KXDOGE15M-26JUN251245-45,no,92,16,600,True,3.64
KXDOGE15M,KXDOGE15M-26JUN251200-00,yes,94,16,360,True,2.67
KXDOGE15M,KXDOGE15M-26JUN251145-45,yes,91,15,240,True,4.14
KXDOGE15M,KXDOGE15M-26JUN241230-30,yes,95,16,240,True,2.2
KXDOGE15M,KXDOGE15M-26JUN241130-30,yes,95,15,420,True,2.2
KXDOGE15M,KXDOGE15M-26JUN241115-15,no,94,15,240,True,2.67
KXDOGE15M,KXDOGE15M-26JUN231315-15,no,94,17,540,True,2.67
KXDOGE15M,KXDOGE15M-26JUN231300-00,no,95,17,360,True,2.2
KXDOGE15M,KXDOGE15M-26JUN231200-00,no,91,16,540,False,-45
KXDOGE15M,KXDOGE15M-26JUN231145-45,yes,90,15,480,True,4.65
KXDOGE15M,KXDOGE15M-26JUN221330-30,no,91,17,300,True,4.14
KXDOGE15M,KXDOGE15M-26JUN221215-15,no,94,16,420,True,2.67
KXDOGE15M,KXDOGE15M-26JUN221130-30,no,90,15,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUN221100-00,yes,93,15,420,True,3.15
KXDOGE15M,KXDOGE15M-26JUN211345-45,no,91,17,480,True,4.14
KXDOGE15M,KXDOGE15M-26JUN211330-30,no,95,17,540,True,2.2
KXDOGE15M,KXDOGE15M-26JUN211215-15,no,93,16,300,True,3.15
KXDOGE15M,KXDOGE15M-26JUN211115-15,yes,92,15,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUN211100-00,no,91,15,540,True,4.14
KXDOGE15M,KXDOGE15M-26JUN201315-15,no,94,17,360,True,2.67
KXDOGE15M,KXDOGE15M-26JUN201215-15,no,93,16,360,True,3.15
KXDOGE15M,KXDOGE15M-26JUN201145-45,no,90,15,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUN191345-45,yes,95,17,480,True,2.2
KXDOGE15M,KXDOGE15M-26JUN191330-30,yes,92,17,540,False,-45
KXDOGE15M,KXDOGE15M-26JUN191230-30,no,91,16,420,True,4.14
KXDOGE15M,KXDOGE15M-26JUN191200-00,no,93,16,420,True,3.15
KXDOGE15M,KXDOGE15M-26JUN191145-45,yes,91,15,480,True,4.14
KXDOGE15M,KXDOGE15M-26JUN191130-30,no,93,15,240,True,3.15
KXDOGE15M,KXDOGE15M-26JUN181215-15,yes,91,16,540,True,4.14
KXDOGE15M,KXDOGE15M-26JUN181200-00,no,93,16,180,True,3.15
KXDOGE15M,KXDOGE15M-26JUN181145-45,no,95,15,300,True,2.2
KXDOGE15M,KXDOGE15M-26JUN181115-15,no,90,15,600,True,4.65
KXDOGE15M,KXDOGE15M-26JUN181100-00,no,94,15,300,True,2.67
KXDOGE15M,KXDOGE15M-26JUN171300-00,no,95,17,300,True,2.2
KXDOGE15M,KXDOGE15M-26JUN171245-45,no,92,16,600,True,3.64
KXDOGE15M,KXDOGE15M-26JUN171145-45,yes,94,15,240,True,2.67
KXDOGE15M,KXDOGE15M-26JUN161245-45,no,94,16,300,True,2.67
KXDOGE15M,KXDOGE15M-26JUN161215-15,no,95,16,300,True,2.2
KXDOGE15M,KXDOGE15M-26JUN161145-45,yes,91,15,360,True,4.14
KXDOGE15M,KXDOGE15M-26JUN161115-15,yes,93,15,360,True,3.15
KXDOGE15M,KXDOGE15M-26JUN151315-15,no,93,17,420,True,3.15
KXDOGE15M,KXDOGE15M-26JUN151300-00,no,91,17,180,True,4.14
KXDOGE15M,KXDOGE15M-26JUN151215-15,no,91,16,240,True,4.14
KXDOGE15M,KXDOGE15M-26JUN151200-00,yes,91,16,540,True,4.14
KXDOGE15M,KXDOGE15M-26JUN151100-00,yes,91,15,540,True,4.14
KXDOGE15M,KXDOGE15M-26JUN141315-15,yes,92,17,420,True,3.64
KXDOGE15M,KXDOGE15M-26JUN141300-00,no,94,17,360,True,2.67
KXDOGE15M,KXDOGE15M-26JUN141230-30,yes,90,16,360,True,4.65
KXDOGE15M,KXDOGE15M-26JUN141115-15,yes,91,15,540,True,4.14
KXDOGE15M,KXDOGE15M-26JUN131330-30,yes,90,17,480,True,4.65
KXDOGE15M,KXDOGE15M-26JUN131315-15,no,93,17,540,True,3.15
KXDOGE15M,KXDOGE15M-26JUN131300-00,no,92,17,420,True,3.64
KXDOGE15M,KXDOGE15M-26JUN131145-45,yes,90,15,240,False,-45
KXDOGE15M,KXDOGE15M-26JUN121215-15,yes,93,16,300,True,3.15
KXDOGE15M,KXDOGE15M-26JUN121200-00,no,91,16,300,True,4.14
KXDOGE15M,KXDOGE15M-26JUN121145-45,no,93,15,480,True,3.15
KXDOGE15M,KXDOGE15M-26JUN121130-30,no,91,15,480,True,4.14
KXDOGE15M,KXDOGE15M-26JUN121115-15,no,92,15,180,True,3.64
KXDOGE15M,KXDOGE15M-26JUN111345-45,yes,94,17,600,True,2.67
KXDOGE15M,KXDOGE15M-26JUN111330-30,no,90,17,240,False,-45
KXDOGE15M,KXDOGE15M-26JUN111130-30,yes,91,15,360,True,4.14
KXDOGE15M,KXDOGE15M-26JUN111115-15,no,90,15,540,True,4.65
KXBNB15M,KXBNB15M-26AUG091315-15,yes,90,17,420,True,4.65
KXBNB15M,KXBNB15M-26AUG091300-00,no,92,17,360,True,3.64
KXBNB15M,KXBNB15M-26AUG091230-30,no,94,16,360,True,2.67
KXBNB15M,KXBNB15M-26AUG091215-15,yes,91,16,300,True,4.14
KXBNB15M,KXBNB15M-26AUG091145-45,no,93,15,420,True,3.15
KXBNB15M,KXBNB15M-26AUG091130-30,yes,93,15,360,True,3.15
KXBNB15M,KXBNB15M-26AUG081245-45,no,95,16,480,True,2.2
KXBNB15M,KXBNB15M-26AUG081215-15,yes,95,16,300,True,2.2
KXBNB15M,KXBNB15M-26AUG081115-15,yes,91,15,420,True,4.14
KXBNB15M,KXBNB15M-26AUG071230-30,no,92,16,300,True,3.64
KXBNB15M,KXBNB15M-26AUG071145-45,yes,90,15,360,True,4.65
KXBNB15M,KXBNB15M-26AUG071100-00,no,94,15,300,True,2.67
KXBNB15M,KXBNB15M-26AUG061145-45,yes,95,15,300,True,2.2
KXBNB15M,KXBNB15M-26AUG061100-00,no,93,15,420,True,3.15
KXBNB15M,KXBNB15M-26AUG051245-45,no,93,16,540,True,3.15
KXBNB15M,KXBNB15M-26AUG051230-30,yes,94,16,300,True,2.67
KXBNB15M,KXBNB15M-26AUG051215-15,yes,95,16,360,True,2.2
KXBNB15M,KXBNB15M-26AUG051200-00,no,95,16,360,True,2.2
KXBNB15M,KXBNB15M-26AUG051100-00,yes,92,15,480,True,3.64
KXBNB15M,KXBNB15M-26AUG041315-15,yes,91,17,180,True,4.14
KXBNB15M,KXBNB15M-26AUG041200-00,yes,90,16,600,True,4.65
KXBNB15M,KXBNB15M-26AUG041145-45,no,95,15,540,False,-45
KXBNB15M,KXBNB15M-26AUG031330-30,no,92,17,420,True,3.64
KXBNB15M,KXBNB15M-26AUG031230-30,yes,91,16,480,True,4.14
KXBNB15M,KXBNB15M-26AUG031145-45,yes,91,15,180,True,4.14
KXBNB15M,KXBNB15M-26AUG021215-15,yes,90,16,240,True,4.65
KXBNB15M,KXBNB15M-26AUG011345-45,no,95,17,420,True,2.2
KXBNB15M,KXBNB15M-26AUG011245-45,yes,94,16,420,True,2.67
KXBNB15M,KXBNB15M-26AUG011230-30,yes,93,16,300,True,3.15
KXBNB15M,KXBNB15M-26AUG011145-45,no,94,15,360,True,2.67
KXBNB15M,KXBNB15M-26JUL311345-45,yes,92,17,240,True,3.64
KXBNB15M,KXBNB15M-26JUL311315-15,no,90,17,300,False,-45
KXBNB15M,KXBNB15M-26JUL311230-30,yes,95,16,180,True,2.2
KXBNB15M,KXBNB15M-26JUL311130-30,no,95,15,240,True,2.2
KXBNB15M,KXBNB15M-26JUL301215-15,yes,95,16,480,True,2.2
KXBNB15M,KXBNB15M-26JUL301200-00,yes,95,16,180,True,2.2
KXBNB15M,KXBNB15M-26JUL301115-15,yes,95,15,480,True,2.2
KXBNB15M,KXBNB15M-26JUL291300-00,yes,92,17,540,True,3.64
KXBNB15M,KXBNB15M-26JUL291230-30,yes,91,16,240,True,4.14
KXBNB15M,KXBNB15M-26JUL291130-30,no,95,15,420,True,2.2
KXBNB15M,KXBNB15M-26JUL281345-45,no,93,17,480,True,3.15
KXBNB15M,KXBNB15M-26JUL281330-30,no,95,17,360,True,2.2
KXBNB15M,KXBNB15M-26JUL281300-00,yes,90,17,300,False,-45
KXBNB15M,KXBNB15M-26JUL281200-00,no,91,16,420,True,4.14
KXBNB15M,KXBNB15M-26JUL271245-45,yes,93,16,360,True,3.15
KXBNB15M,KXBNB15M-26JUL271145-45,no,95,15,360,True,2.2
KXBNB15M,KXBNB15M-26JUL261330-30,no,92,17,360,True,3.64
KXBNB15M,KXBNB15M-26JUL261200-00,yes,90,16,360,True,4.65
KXBNB15M,KXBNB15M-26JUL261130-30,yes,92,15,540,True,3.64
KXBNB15M,KXBNB15M-26JUL251315-15,no,93,17,300,True,3.15
KXBNB15M,KXBNB15M-26JUL241345-45,yes,93,17,480,True,3.15
KXBNB15M,KXBNB15M-26JUL241330-30,yes,92,17,360,True,3.64
KXBNB15M,KXBNB15M-26JUL241230-30,yes,94,16,240,True,2.67
KXBNB15M,KXBNB15M-26JUL241200-00,no,95,16,240,True,2.2
KXBNB15M,KXBNB15M-26JUL241115-15,no,94,15,480,False,-45
KXBNB15M,KXBNB15M-26JUL241100-00,yes,93,15,420,True,3.15
KXBNB15M,KXBNB15M-26JUL231330-30,yes,95,17,360,True,2.2
KXBNB15M,KXBNB15M-26JUL231230-30,no,93,16,600,True,3.15
KXBNB15M,KXBNB15M-26JUL231130-30,yes,95,15,360,True,2.2
KXBNB15M,KXBNB15M-26JUL221330-30,no,94,17,540,True,2.67
KXBNB15M,KXBNB15M-26JUL221145-45,no,94,15,240,True,2.67
KXBNB15M,KXBNB15M-26JUL221130-30,yes,95,15,300,True,2.2
KXBNB15M,KXBNB15M-26JUL221115-15,yes,93,15,360,True,3.15
KXBNB15M,KXBNB15M-26JUL211345-45,yes,91,17,360,True,4.14
KXBNB15M,KXBNB15M-26JUL211115-15,no,90,15,540,True,4.65
KXBNB15M,KXBNB15M-26JUL201330-30,no,90,17,480,True,4.65
KXBNB15M,KXBNB15M-26JUL201315-15,yes,92,17,180,True,3.64
KXBNB15M,KXBNB15M-26JUL201230-30,no,93,16,480,True,3.15
KXBNB15M,KXBNB15M-26JUL191315-15,yes,94,17,240,True,2.67
KXBNB15M,KXBNB15M-26JUL191245-45,no,95,16,540,True,2.2
KXBNB15M,KXBNB15M-26JUL191145-45,yes,93,15,600,True,3.15
KXBNB15M,KXBNB15M-26JUL191100-00,yes,94,15,600,True,2.67
KXBNB15M,KXBNB15M-26JUL181345-45,yes,95,17,540,True,2.2
KXBNB15M,KXBNB15M-26JUL181330-30,yes,92,17,300,True,3.64
KXBNB15M,KXBNB15M-26JUL171345-45,no,90,17,180,True,4.65
KXBNB15M,KXBNB15M-26JUL171315-15,yes,91,17,540,True,4.14
KXBNB15M,KXBNB15M-26JUL171300-00,yes,91,17,480,True,4.14
KXBNB15M,KXBNB15M-26JUL161315-15,no,91,17,480,True,4.14
KXBNB15M,KXBNB15M-26JUL161245-45,no,95,16,360,True,2.2
KXBNB15M,KXBNB15M-26JUL161215-15,no,90,16,360,True,4.65
KXBNB15M,KXBNB15M-26JUL151330-30,yes,94,17,180,True,2.67
KXBNB15M,KXBNB15M-26JUL151315-15,yes,94,17,240,True,2.67
KXBNB15M,KXBNB15M-26JUL151300-00,yes,91,17,240,True,4.14
KXBNB15M,KXBNB15M-26JUL141245-45,no,94,16,240,True,2.67
KXBNB15M,KXBNB15M-26JUL121345-45,yes,93,17,420,True,3.15
KXBNB15M,KXBNB15M-26JUL121330-30,no,92,17,240,True,3.64
KXBNB15M,KXBNB15M-26JUL121245-45,no,90,16,300,True,4.65
KXBNB15M,KXBNB15M-26JUL121100-00,yes,94,15,420,True,2.67
KXBNB15M,KXBNB15M-26JUL111115-15,no,91,15,240,True,4.14
KXBNB15M,KXBNB15M-26JUL111100-00,no,91,15,420,True,4.14
KXBNB15M,KXBNB15M-26JUL101345-45,no,92,17,300,True,3.64
KXBNB15M,KXBNB15M-26JUL101215-15,yes,90,16,480,True,4.65
KXBNB15M,KXBNB15M-26JUL091330-30,yes,95,17,480,True,2.2
KXBNB15M,KXBNB15M-26JUL091300-00,no,93,17,480,True,3.15
KXBNB15M,KXBNB15M-26JUL091115-15,yes,92,15,180,True,3.64
KXBNB15M,KXBNB15M-26JUL081245-45,no,90,16,420,False,-45
KXBNB15M,KXBNB15M-26JUL081230-30,yes,94,16,360,True,2.67
KXBNB15M,KXBNB15M-26JUL081200-00,yes,93,16,360,True,3.15
KXBNB15M,KXBNB15M-26JUL081100-00,no,90,15,480,True,4.65
KXBNB15M,KXBNB15M-26JUL071200-00,yes,94,16,600,True,2.67
KXBNB15M,KXBNB15M-26JUL071100-00,yes,93,15,540,True,3.15
KXBNB15M,KXBNB15M-26JUL061130-30,no,93,15,300,True,3.15
KXBNB15M,KXBNB15M-26JUL051230-30,no,91,16,300,True,4.14
KXBNB15M,KXBNB15M-26JUL051130-30,no,90,15,420,True,4.65
KXBNB15M,KXBNB15M-26JUL051115-15,yes,93,15,420,True,3.15
KXBNB15M,KXBNB15M-26JUL041345-45,yes,94,17,180,True,2.67
KXBNB15M,KXBNB15M-26JUL041330-30,yes,95,17,420,True,2.2
KXBNB15M,KXBNB15M-26JUL041215-15,no,94,16,300,True,2.67
KXBNB15M,KXBNB15M-26JUL041145-45,yes,95,15,360,True,2.2
KXBNB15M,KXBNB15M-26JUL031315-15,yes,95,17,360,True,2.2
KXBNB15M,KXBNB15M-26JUL021345-45,no,95,17,600,True,2.2
KXBNB15M,KXBNB15M-26JUL021330-30,yes,95,17,300,True,2.2
KXBNB15M,KXBNB15M-26JUL021300-00,yes,94,17,360,True,2.67
KXBNB15M,KXBNB15M-26JUL021200-00,no,91,16,300,True,4.14
KXBNB15M,KXBNB15M-26JUL011245-45,no,94,16,420,True,2.67
KXBNB15M,KXBNB15M-26JUL011115-15,yes,95,15,540,True,2.2
KXBNB15M,KXBNB15M-26JUN301315-15,yes,94,17,240,True,2.67
KXBNB15M,KXBNB15M-26JUN301245-45,yes,94,16,180,True,2.67
KXBNB15M,KXBNB15M-26JUN301115-15,no,92,15,180,True,3.64
KXBNB15M,KXBNB15M-26JUN301100-00,no,93,15,600,True,3.15
KXBNB15M,KXBNB15M-26JUN291345-45,no,92,17,300,False,-45
KXBNB15M,KXBNB15M-26JUN291315-15,yes,92,17,480,True,3.64
KXBNB15M,KXBNB15M-26JUN281345-45,no,93,17,300,False,-45
KXBNB15M,KXBNB15M-26JUN281300-00,yes,94,17,180,True,2.67
KXBNB15M,KXBNB15M-26JUN281145-45,no,92,15,300,True,3.64
KXBNB15M,KXBNB15M-26JUN281115-15,no,94,15,180,True,2.67
KXBNB15M,KXBNB15M-26JUN271315-15,no,93,17,540,True,3.15
KXBNB15M,KXBNB15M-26JUN271130-30,no,94,15,600,True,2.67
KXBNB15M,KXBNB15M-26JUN261230-30,no,92,16,300,False,-45
KXBNB15M,KXBNB15M-26JUN261130-30,yes,93,15,420,True,3.15
KXBNB15M,KXBNB15M-26JUN251345-45,yes,93,17,180,True,3.15
KXBNB15M,KXBNB15M-26JUN251245-45,no,92,16,600,True,3.64
KXBNB15M,KXBNB15M-26JUN251115-15,no,90,15,300,True,4.65
KXBNB15M,KXBNB15M-26JUN251100-00,yes,93,15,300,True,3.15
KXBNB15M,KXBNB15M-26JUN241330-30,no,93,17,360,True,3.15
KXBNB15M,KXBNB15M-26JUN241300-00,no,91,17,600,True,4.14
KXBNB15M,KXBNB15M-26JUN241230-30,yes,92,16,240,True,3.64
KXBNB15M,KXBNB15M-26JUN241215-15,no,91,16,300,False,-45
KXBNB15M,KXBNB15M-26JUN241145-45,no,95,15,480,True,2.2
KXBNB15M,KXBNB15M-26JUN241115-15,no,91,15,480,True,4.14
KXBNB15M,KXBNB15M-26JUN231330-30,yes,94,17,420,True,2.67
KXBNB15M,KXBNB15M-26JUN231315-15,no,94,17,300,True,2.67
KXBNB15M,KXBNB15M-26JUN231245-45,no,91,16,420,True,4.14
KXBNB15M,KXBNB15M-26JUN231230-30,no,90,16,360,True,4.65
KXBNB15M,KXBNB15M-26JUN231115-15,no,91,15,300,True,4.14
KXBNB15M,KXBNB15M-26JUN221215-15,no,93,16,360,True,3.15
KXBNB15M,KXBNB15M-26JUN221130-30,no,92,15,420,True,3.64
KXBNB15M,KXBNB15M-26JUN221100-00,yes,91,15,420,True,4.14
KXBNB15M,KXBNB15M-26JUN211345-45,no,94,17,480,True,2.67
KXBNB15M,KXBNB15M-26JUN211300-00,yes,95,17,240,True,2.2
KXBNB15M,KXBNB15M-26JUN211245-45,no,95,16,540,True,2.2
KXBNB15M,KXBNB15M-26JUN211230-30,yes,93,16,300,True,3.15
KXBNB15M,KXBNB15M-26JUN211115-15,yes,91,15,420,False,-45
KXBNB15M,KXBNB15M-26JUN201215-15,no,90,16,360,True,4.65
KXBNB15M,KXBNB15M-26JUN201130-30,yes,92,15,420,True,3.64
KXBNB15M,KXBNB15M-26JUN201100-00,yes,94,15,600,True,2.67
KXBNB15M,KXBNB15M-26JUN191345-45,yes,94,17,420,True,2.67
KXBNB15M,KXBNB15M-26JUN191330-30,yes,90,17,540,False,-45
KXBNB15M,KXBNB15M-26JUN191300-00,no,94,17,420,True,2.67
KXBNB15M,KXBNB15M-26JUN191145-45,yes,90,15,420,True,4.65
KXBNB15M,KXBNB15M-26JUN181315-15,no,95,17,300,True,2.2
KXBNB15M,KXBNB15M-26JUN181215-15,yes,92,16,540,True,3.64
KXBNB15M,KXBNB15M-26JUN181200-00,no,95,16,300,True,2.2
KXBNB15M,KXBNB15M-26JUN181115-15,no,93,15,480,True,3.15
KXBNB15M,KXBNB15M-26JUN171200-00,yes,91,16,480,True,4.14
KXBNB15M,KXBNB15M-26JUN171145-45,yes,93,15,180,True,3.15
KXBNB15M,KXBNB15M-26JUN161245-45,no,93,16,480,True,3.15
KXBNB15M,KXBNB15M-26JUN161230-30,no,94,16,300,True,2.67
KXBNB15M,KXBNB15M-26JUN161130-30,no,93,15,360,True,3.15
KXBNB15M,KXBNB15M-26JUN161115-15,yes,93,15,360,True,3.15
KXBNB15M,KXBNB15M-26JUN151330-30,no,94,17,240,True,2.67
KXBNB15M,KXBNB15M-26JUN151315-15,no,93,17,480,True,3.15
KXBNB15M,KXBNB15M-26JUN151300-00,no,92,17,480,True,3.64
KXBNB15M,KXBNB15M-26JUN151245-45,yes,90,16,540,True,4.65
KXBNB15M,KXBNB15M-26JUN151230-30,no,90,16,240,True,4.65
KXBNB15M,KXBNB15M-26JUN151200-00,yes,94,16,600,True,2.67
KXBNB15M,KXBNB15M-26JUN151115-15,no,91,15,540,True,4.14
KXBNB15M,KXBNB15M-26JUN141330-30,no,93,17,360,True,3.15
KXBNB15M,KXBNB15M-26JUN141300-00,no,95,17,540,True,2.2
KXBNB15M,KXBNB15M-26JUN141200-00,yes,93,16,480,True,3.15
KXBNB15M,KXBNB15M-26JUN141130-30,no,94,15,540,True,2.67
KXBNB15M,KXBNB15M-26JUN141115-15,yes,91,15,420,True,4.14
KXBNB15M,KXBNB15M-26JUN131315-15,no,91,17,420,True,4.14
KXBNB15M,KXBNB15M-26JUN131230-30,no,95,16,180,True,2.2
KXBNB15M,KXBNB15M-26JUN131215-15,no,94,16,480,True,2.67
KXBNB15M,KXBNB15M-26JUN131100-00,yes,95,15,540,True,2.2
KXBNB15M,KXBNB15M-26JUN121330-30,no,93,17,300,True,3.15
KXBNB15M,KXBNB15M-26JUN121300-00,yes,93,17,360,True,3.15
KXBNB15M,KXBNB15M-26JUN121230-30,no,91,16,180,True,4.14
KXBNB15M,KXBNB15M-26JUN121215-15,yes,94,16,360,True,2.67
KXBNB15M,KXBNB15M-26JUN121145-45,no,94,15,420,True,2.67
KXBNB15M,KXBNB15M-26JUN121130-30,no,94,15,420,True,2.67
KXBNB15M,KXBNB15M-26JUN121100-00,yes,95,15,240,True,2.2
KXBNB15M,KXBNB15M-26JUN111300-00,no,90,17,300,True,4.65
KXBNB15M,KXBNB15M-26JUN111145-45,yes,92,15,300,False,-45
KXXRP15M,KXXRP15M-26AUG091345-45,no,93,17,420,True,3.15
KXXRP15M,KXXRP15M-26AUG091315-15,no,92,17,180,True,3.64
KXXRP15M,KXXRP15M-26AUG091300-00,no,95,17,480,True,2.2
KXXRP15M,KXXRP15M-26AUG091245-45,yes,95,16,540,True,2.2
KXXRP15M,KXXRP15M-26AUG091200-00,no,95,16,360,True,2.2
KXXRP15M,KXXRP15M-26AUG091100-00,yes,93,15,420,True,3.15
KXXRP15M,KXXRP15M-26AUG081315-15,no,95,17,360,True,2.2
KXXRP15M,KXXRP15M-26AUG081215-15,yes,92,16,360,True,3.64
KXXRP15M,KXXRP15M-26AUG081200-00,yes,94,16,420,True,2.67
KXXRP15M,KXXRP15M-26AUG081130-30,no,94,15,180,True,2.67
KXXRP15M,KXXRP15M-26AUG071315-15,yes,93,17,300,True,3.15
KXXRP15M,KXXRP15M-26AUG071245-45,no,94,16,300,True,2.67
KXXRP15M,KXXRP15M-26AUG061345-45,no,92,17,480,True,3.64
KXXRP15M,KXXRP15M-26AUG061330-30,no,94,17,480,True,2.67
KXXRP15M,KXXRP15M-26AUG061315-15,yes,94,17,180,True,2.67
KXXRP15M,KXXRP15M-26AUG061215-15,no,94,16,300,True,2.67
KXXRP15M,KXXRP15M-26AUG061200-00,yes,94,16,600,True,2.67
KXXRP15M,KXXRP15M-26AUG061130-30,no,95,15,420,True,2.2
KXXRP15M,KXXRP15M-26AUG061115-15,yes,93,15,300,True,3.15
KXXRP15M,KXXRP15M-26AUG061100-00,no,94,15,360,False,-45
KXXRP15M,KXXRP15M-26AUG051300-00,no,91,17,240,True,4.14
KXXRP15M,KXXRP15M-26AUG051215-15,yes,92,16,360,True,3.64
KXXRP15M,KXXRP15M-26AUG041315-15,yes,94,17,600,True,2.67
KXXRP15M,KXXRP15M-26AUG041215-15,no,95,16,420,True,2.2
KXXRP15M,KXXRP15M-26AUG041200-00,yes,90,16,600,True,4.65
KXXRP15M,KXXRP15M-26AUG031115-15,no,93,15,480,True,3.15
KXXRP15M,KXXRP15M-26AUG021245-45,yes,95,16,480,True,2.2
KXXRP15M,KXXRP15M-26AUG021215-15,no,92,16,600,True,3.64
KXXRP15M,KXXRP15M-26AUG021200-00,no,90,16,360,True,4.65
KXXRP15M,KXXRP15M-26AUG021130-30,no,94,15,240,True,2.67
KXXRP15M,KXXRP15M-26AUG011315-15,yes,94,17,420,False,-45
KXXRP15M,KXXRP15M-26AUG011245-45,yes,92,16,420,False,-45
KXXRP15M,KXXRP15M-26AUG011130-30,no,91,15,420,True,4.14
KXXRP15M,KXXRP15M-26AUG011115-15,no,92,15,420,True,3.64
KXXRP15M,KXXRP15M-26JUL311345-45,yes,93,17,420,True,3.15
KXXRP15M,KXXRP15M-26JUL311100-00,yes,94,15,540,True,2.67
KXXRP15M,KXXRP15M-26JUL301330-30,yes,95,17,360,True,2.2
KXXRP15M,KXXRP15M-26JUL301130-30,yes,94,15,480,True,2.67
KXXRP15M,KXXRP15M-26JUL291245-45,no,95,16,420,True,2.2
KXXRP15M,KXXRP15M-26JUL291230-30,yes,94,16,240,True,2.67
KXXRP15M,KXXRP15M-26JUL291100-00,yes,94,15,420,True,2.67
KXXRP15M,KXXRP15M-26JUL281315-15,no,90,17,480,True,4.65
