series,ticker,side,ask,secs_left,won,profit
KXETH15M,KXETH15M-26JUL122100-00,yes,90,600,True,4.65
KXETH15M,KXETH15M-26JUL121545-45,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUL121045-45,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUL121000-00,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUL120600-00,no,92,240,True,3.64
KXETH15M,KXETH15M-26JUL120415-15,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUL120100-00,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUL120045-45,no,93,480,True,3.15
KXETH15M,KXETH15M-26JUL112345-45,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUL112215-15,no,91,300,True,4.14
KXETH15M,KXETH15M-26JUL112115-15,yes,90,540,True,4.65
KXETH15M,KXETH15M-26JUL112030-30,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUL111945-45,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL111845-45,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL111815-15,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL111800-00,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL111600-00,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUL110830-30,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL110745-45,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUL110645-45,no,92,180,False,-45
KXETH15M,KXETH15M-26JUL110245-45,yes,93,240,True,3.15
KXETH15M,KXETH15M-26JUL110215-15,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUL110145-45,yes,90,300,False,-45
KXETH15M,KXETH15M-26JUL110045-45,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUL110015-15,no,92,180,False,-45
KXETH15M,KXETH15M-26JUL102130-30,yes,91,300,True,4.14
KXETH15M,KXETH15M-26JUL102045-45,no,91,180,True,4.14
KXETH15M,KXETH15M-26JUL101915-15,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUL101830-30,no,92,300,True,3.64
KXETH15M,KXETH15M-26JUL101815-15,yes,92,240,True,3.64
KXETH15M,KXETH15M-26JUL101715-15,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUL101645-45,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUL101615-15,no,90,420,False,-45
KXETH15M,KXETH15M-26JUL101415-15,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUL101000-00,yes,92,240,True,3.64
KXETH15M,KXETH15M-26JUL100830-30,no,92,420,True,3.64
KXETH15M,KXETH15M-26JUL100745-45,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL100730-30,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL100530-30,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUL100015-15,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUL092330-30,no,91,180,True,4.14
KXETH15M,KXETH15M-26JUL092315-15,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL092130-30,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUL092115-15,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL091930-30,no,93,600,False,-45
KXETH15M,KXETH15M-26JUL091900-00,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL091715-15,yes,90,420,False,-45
KXETH15M,KXETH15M-26JUL091030-30,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL091000-00,yes,92,240,True,3.64
KXETH15M,KXETH15M-26JUL090915-15,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUL090015-15,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL082345-45,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUL082300-00,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUL082030-30,no,92,480,True,3.64
KXETH15M,KXETH15M-26JUL081645-45,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUL081600-00,no,92,300,False,-45
KXETH15M,KXETH15M-26JUL081415-15,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUL081000-00,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL080945-45,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUL080630-30,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL080615-15,no,92,240,True,3.64
KXETH15M,KXETH15M-26JUL080545-45,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUL080500-00,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUL080400-00,yes,92,180,True,3.64
KXETH15M,KXETH15M-26JUL080245-45,no,92,480,True,3.64
KXETH15M,KXETH15M-26JUL072345-45,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUL072245-45,no,92,420,False,-45
KXETH15M,KXETH15M-26JUL072130-30,no,93,540,True,3.15
KXETH15M,KXETH15M-26JUL072100-00,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUL071700-00,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL071645-45,no,91,240,True,4.14
KXETH15M,KXETH15M-26JUL071545-45,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUL071000-00,yes,93,540,False,-45
KXETH15M,KXETH15M-26JUL070900-00,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUL070800-00,yes,93,600,True,3.15
KXETH15M,KXETH15M-26JUL070700-00,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL070645-45,no,90,600,True,4.65
KXETH15M,KXETH15M-26JUL070615-15,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUL070330-30,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL070245-45,yes,91,480,True,4.14
KXETH15M,KXETH15M-26JUL070230-30,yes,92,300,True,3.64
KXETH15M,KXETH15M-26JUL070030-30,no,91,180,False,-45
KXETH15M,KXETH15M-26JUL061915-15,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUL061800-00,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUL061645-45,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUL061615-15,no,90,600,True,4.65
KXETH15M,KXETH15M-26JUL061545-45,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL060915-15,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUL060430-30,no,93,180,True,3.15
KXETH15M,KXETH15M-26JUL060415-15,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUL060330-30,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUL052000-00,no,91,540,True,4.14
KXETH15M,KXETH15M-26JUL051845-45,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUL051715-15,no,92,600,True,3.64
KXETH15M,KXETH15M-26JUL051545-45,yes,91,300,True,4.14
KXETH15M,KXETH15M-26JUL050815-15,no,92,600,True,3.64
KXETH15M,KXETH15M-26JUL050800-00,no,93,180,True,3.15
KXETH15M,KXETH15M-26JUL050745-45,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUL050600-00,yes,91,480,True,4.14
KXETH15M,KXETH15M-26JUL050100-00,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUL050045-45,yes,91,420,True,4.14
KXETH15M,KXETH15M-26JUL042315-15,yes,92,300,True,3.64
KXETH15M,KXETH15M-26JUL042230-30,yes,93,180,True,3.15
KXETH15M,KXETH15M-26JUL042145-45,no,93,540,True,3.15
KXETH15M,KXETH15M-26JUL042130-30,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUL042100-00,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL041900-00,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUL041815-15,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL041615-15,yes,90,240,True,4.65
KXETH15M,KXETH15M-26JUL041600-00,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUL041445-45,no,90,180,True,4.65
KXETH15M,KXETH15M-26JUL041015-15,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUL040945-45,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL040930-30,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUL040745-45,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUL040715-15,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL040645-45,no,91,180,True,4.14
KXETH15M,KXETH15M-26JUL040615-15,yes,92,180,True,3.64
KXETH15M,KXETH15M-26JUL040600-00,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUL040500-00,yes,91,480,True,4.14
KXETH15M,KXETH15M-26JUL040245-45,yes,90,240,True,4.65
KXETH15M,KXETH15M-26JUL040145-45,yes,91,360,True,4.14
KXETH15M,KXETH15M-26JUL040130-30,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL040115-15,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUL040100-00,yes,91,420,True,4.14
KXETH15M,KXETH15M-26JUL032300-00,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUL032230-30,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUL032130-30,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUL032115-15,no,91,600,True,4.14
KXETH15M,KXETH15M-26JUL032000-00,no,91,420,True,4.14
KXETH15M,KXETH15M-26JUL031930-30,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL031845-45,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUL031630-30,yes,90,420,True,4.65
KXETH15M,KXETH15M-26JUL031615-15,yes,92,180,True,3.64
KXETH15M,KXETH15M-26JUL031400-00,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL031015-15,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUL030930-30,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL030900-00,yes,93,180,True,3.15
KXETH15M,KXETH15M-26JUL030800-00,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL030730-30,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUL030645-45,yes,93,180,True,3.15
KXETH15M,KXETH15M-26JUL030615-15,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUL030600-00,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUL030400-00,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUL030330-30,yes,91,360,True,4.14
KXETH15M,KXETH15M-26JUL030245-45,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUL030115-15,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUL030100-00,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL030015-15,no,90,180,True,4.65
KXETH15M,KXETH15M-26JUL022230-30,yes,93,300,False,-45
KXETH15M,KXETH15M-26JUL022130-30,no,93,540,True,3.15
KXETH15M,KXETH15M-26JUL021915-15,no,92,600,True,3.64
KXETH15M,KXETH15M-26JUL021815-15,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL021745-45,no,93,600,True,3.15
KXETH15M,KXETH15M-26JUL021700-00,yes,93,240,True,3.15
KXETH15M,KXETH15M-26JUL021400-00,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUL020800-00,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUL020745-45,no,91,300,True,4.14
KXETH15M,KXETH15M-26JUL020245-45,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUL012200-00,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL012145-45,yes,91,600,True,4.14
KXETH15M,KXETH15M-26JUL012030-30,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUL012000-00,no,93,480,True,3.15
KXETH15M,KXETH15M-26JUL011945-45,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL011915-15,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUL011900-00,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUL011815-15,no,91,300,True,4.14
KXETH15M,KXETH15M-26JUL011745-45,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUL011715-15,yes,93,420,True,3.15
KXETH15M,KXETH15M-26JUL011630-30,no,90,600,True,4.65
KXETH15M,KXETH15M-26JUL011615-15,no,92,480,True,3.64
KXETH15M,KXETH15M-26JUL011515-15,yes,91,540,True,4.14
KXETH15M,KXETH15M-26JUL011400-00,yes,93,240,True,3.15
KXETH15M,KXETH15M-26JUL011045-45,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUL010845-45,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUL010830-30,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUL010700-00,yes,90,420,True,4.65
KXETH15M,KXETH15M-26JUL010215-15,no,92,480,True,3.64
KXETH15M,KXETH15M-26JUL010100-00,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUN302330-30,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN302300-00,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUN302045-45,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUN301845-45,no,92,600,True,3.64
KXETH15M,KXETH15M-26JUN301815-15,yes,90,540,True,4.65
KXETH15M,KXETH15M-26JUN301545-45,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUN301430-30,yes,91,480,True,4.14
KXETH15M,KXETH15M-26JUN301415-15,yes,90,180,True,4.65
KXETH15M,KXETH15M-26JUN301015-15,yes,91,300,True,4.14
KXETH15M,KXETH15M-26JUN300900-00,no,93,540,True,3.15
KXETH15M,KXETH15M-26JUN300215-15,no,92,300,True,3.64
KXETH15M,KXETH15M-26JUN300045-45,yes,90,540,True,4.65
KXETH15M,KXETH15M-26JUN300030-30,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUN292330-30,yes,93,480,False,-45
KXETH15M,KXETH15M-26JUN292215-15,no,92,300,True,3.64
KXETH15M,KXETH15M-26JUN292200-00,yes,93,240,True,3.15
KXETH15M,KXETH15M-26JUN292130-30,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUN292100-00,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUN292045-45,no,90,600,True,4.65
KXETH15M,KXETH15M-26JUN291845-45,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUN291745-45,yes,90,600,True,4.65
KXETH15M,KXETH15M-26JUN291715-15,no,92,360,False,-45
KXETH15M,KXETH15M-26JUN291545-45,no,92,480,True,3.64
KXETH15M,KXETH15M-26JUN291500-00,no,91,300,True,4.14
KXETH15M,KXETH15M-26JUN291400-00,yes,93,240,False,-45
KXETH15M,KXETH15M-26JUN290645-45,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUN290630-30,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUN290615-15,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN290545-45,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUN290000-00,yes,91,540,True,4.14
KXETH15M,KXETH15M-26JUN282115-15,no,91,540,True,4.14
KXETH15M,KXETH15M-26JUN282045-45,no,92,360,False,-45
KXETH15M,KXETH15M-26JUN281630-30,yes,90,180,True,4.65
KXETH15M,KXETH15M-26JUN281600-00,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUN281515-15,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN281415-15,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUN280900-00,yes,90,420,True,4.65
KXETH15M,KXETH15M-26JUN280830-30,no,91,180,False,-45
KXETH15M,KXETH15M-26JUN280800-00,yes,93,180,True,3.15
KXETH15M,KXETH15M-26JUN280615-15,no,92,360,False,-45
KXETH15M,KXETH15M-26JUN280315-15,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUN280300-00,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUN280245-45,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUN280145-45,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUN280115-15,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUN280045-45,no,93,540,False,-45
KXETH15M,KXETH15M-26JUN272345-45,no,91,300,True,4.14
KXETH15M,KXETH15M-26JUN272330-30,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUN272215-15,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN272045-45,no,92,300,True,3.64
KXETH15M,KXETH15M-26JUN271930-30,no,91,240,True,4.14
KXETH15M,KXETH15M-26JUN271900-00,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUN271845-45,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUN271830-30,no,90,600,False,-45
KXETH15M,KXETH15M-26JUN271715-15,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN271615-15,yes,93,420,True,3.15
KXETH15M,KXETH15M-26JUN271445-45,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUN271030-30,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUN270800-00,yes,93,600,True,3.15
KXETH15M,KXETH15M-26JUN270730-30,no,93,600,True,3.15
KXETH15M,KXETH15M-26JUN270715-15,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUN270545-45,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUN270315-15,no,91,240,True,4.14
KXETH15M,KXETH15M-26JUN270215-15,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN270145-45,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUN270000-00,no,90,240,True,4.65
KXETH15M,KXETH15M-26JUN262330-30,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUN262115-15,no,91,420,True,4.14
KXETH15M,KXETH15M-26JUN262030-30,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUN261930-30,no,91,420,True,4.14
KXETH15M,KXETH15M-26JUN261815-15,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUN261500-00,no,93,540,True,3.15
KXETH15M,KXETH15M-26JUN260945-45,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUN260915-15,no,93,180,True,3.15
KXETH15M,KXETH15M-26JUN260900-00,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN260800-00,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUN260730-30,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUN260715-15,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUN260515-15,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUN260445-45,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUN260215-15,no,93,600,True,3.15
KXETH15M,KXETH15M-26JUN260100-00,no,91,300,True,4.14
KXETH15M,KXETH15M-26JUN251630-30,yes,92,240,True,3.64
KXETH15M,KXETH15M-26JUN251430-30,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUN251045-45,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUN251015-15,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUN250945-45,no,90,600,True,4.65
KXETH15M,KXETH15M-26JUN250800-00,no,91,300,False,-45
KXETH15M,KXETH15M-26JUN250700-00,no,93,180,True,3.15
KXETH15M,KXETH15M-26JUN250615-15,no,93,180,True,3.15
KXETH15M,KXETH15M-26JUN242345-45,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUN242300-00,yes,93,420,True,3.15
KXETH15M,KXETH15M-26JUN242230-30,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUN241715-15,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUN241500-00,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUN241400-00,no,92,180,True,3.64
KXETH15M,KXETH15M-26JUN241045-45,yes,90,420,True,4.65
KXETH15M,KXETH15M-26JUN240900-00,no,91,360,True,4.14
KXETH15M,KXETH15M-26JUN240745-45,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUN240700-00,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUN240530-30,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUN240515-15,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUN240445-45,yes,91,300,True,4.14
KXETH15M,KXETH15M-26JUN240345-45,no,92,240,True,3.64
KXETH15M,KXETH15M-26JUN240200-00,no,93,360,True,3.15
KXETH15M,KXETH15M-26JUN240145-45,yes,92,300,True,3.64
KXETH15M,KXETH15M-26JUN240045-45,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN240015-15,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN232330-30,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUN232130-30,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUN232115-15,no,92,420,False,-45
KXETH15M,KXETH15M-26JUN231515-15,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUN231445-45,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUN230945-45,yes,90,540,True,4.65
KXETH15M,KXETH15M-26JUN230930-30,no,90,300,True,4.65
KXETH15M,KXETH15M-26JUN230900-00,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUN230530-30,yes,92,240,True,3.64
KXETH15M,KXETH15M-26JUN230445-45,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUN230345-45,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN230300-00,yes,93,180,True,3.15
KXETH15M,KXETH15M-26JUN230130-30,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUN230045-45,no,92,480,True,3.64
KXETH15M,KXETH15M-26JUN230030-30,no,91,600,True,4.14
KXETH15M,KXETH15M-26JUN230000-00,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUN222315-15,no,93,540,True,3.15
KXETH15M,KXETH15M-26JUN222200-00,no,93,480,False,-45
KXETH15M,KXETH15M-26JUN222115-15,yes,93,240,True,3.15
KXETH15M,KXETH15M-26JUN222045-45,yes,93,600,True,3.15
KXETH15M,KXETH15M-26JUN221730-30,no,93,180,True,3.15
KXETH15M,KXETH15M-26JUN221615-15,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUN221415-15,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN220815-15,no,90,240,True,4.65
KXETH15M,KXETH15M-26JUN220800-00,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUN220700-00,yes,91,420,True,4.14
KXETH15M,KXETH15M-26JUN220315-15,yes,93,480,True,3.15
KXETH15M,KXETH15M-26JUN212330-30,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUN212215-15,no,91,360,True,4.14
KXETH15M,KXETH15M-26JUN212145-45,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUN212130-30,yes,92,600,True,3.64
KXETH15M,KXETH15M-26JUN212100-00,no,91,300,False,-45
KXETH15M,KXETH15M-26JUN212030-30,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUN211945-45,no,93,600,True,3.15
KXETH15M,KXETH15M-26JUN211915-15,no,91,600,True,4.14
KXETH15M,KXETH15M-26JUN211845-45,no,90,240,True,4.65
KXETH15M,KXETH15M-26JUN211830-30,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUN211630-30,no,91,480,True,4.14
KXETH15M,KXETH15M-26JUN211530-30,no,91,540,True,4.14
KXETH15M,KXETH15M-26JUN211430-30,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUN211400-00,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUN210945-45,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUN210600-00,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUN210430-30,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUN210315-15,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN210300-00,no,90,360,True,4.65
KXETH15M,KXETH15M-26JUN210030-30,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUN202345-45,yes,93,240,True,3.15
KXETH15M,KXETH15M-26JUN202315-15,no,91,540,True,4.14
KXETH15M,KXETH15M-26JUN202200-00,yes,91,420,True,4.14
KXETH15M,KXETH15M-26JUN202145-45,yes,90,300,True,4.65
KXETH15M,KXETH15M-26JUN202045-45,yes,92,180,True,3.64
KXETH15M,KXETH15M-26JUN202015-15,no,90,600,True,4.65
KXETH15M,KXETH15M-26JUN201915-15,no,92,240,True,3.64
KXETH15M,KXETH15M-26JUN201745-45,yes,91,240,True,4.14
KXETH15M,KXETH15M-26JUN201730-30,no,91,240,True,4.14
KXETH15M,KXETH15M-26JUN201645-45,no,90,420,True,4.65
KXETH15M,KXETH15M-26JUN201545-45,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUN200330-30,yes,92,420,True,3.64
KXETH15M,KXETH15M-26JUN200245-45,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUN200230-30,yes,90,240,True,4.65
KXETH15M,KXETH15M-26JUN200145-45,yes,93,540,True,3.15
KXETH15M,KXETH15M-26JUN200030-30,yes,91,420,True,4.14
KXETH15M,KXETH15M-26JUN192245-45,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUN192230-30,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUN192145-45,yes,90,480,True,4.65
KXETH15M,KXETH15M-26JUN191715-15,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUN191700-00,yes,93,600,True,3.15
KXETH15M,KXETH15M-26JUN191415-15,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUN191000-00,yes,90,180,True,4.65
KXETH15M,KXETH15M-26JUN190900-00,no,93,600,False,-45
KXETH15M,KXETH15M-26JUN190900-00,yes,92,240,True,3.64
KXETH15M,KXETH15M-26JUN190845-45,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUN190830-30,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUN190600-00,no,93,300,True,3.15
KXETH15M,KXETH15M-26JUN190545-45,yes,90,240,True,4.65
KXETH15M,KXETH15M-26JUN190315-15,no,90,480,True,4.65
KXETH15M,KXETH15M-26JUN190130-30,no,90,240,True,4.65
KXETH15M,KXETH15M-26JUN190115-15,yes,90,600,True,4.65
KXETH15M,KXETH15M-26JUN190045-45,no,92,540,True,3.64
KXETH15M,KXETH15M-26JUN190030-30,no,92,360,True,3.64
KXETH15M,KXETH15M-26JUN190015-15,no,90,600,False,-45
KXETH15M,KXETH15M-26JUN182130-30,yes,90,540,False,-45
KXETH15M,KXETH15M-26JUN182115-15,yes,92,420,False,-45
KXETH15M,KXETH15M-26JUN182045-45,yes,91,420,True,4.14
KXETH15M,KXETH15M-26JUN182030-30,yes,93,360,True,3.15
KXETH15M,KXETH15M-26JUN181930-30,yes,92,480,True,3.64
KXETH15M,KXETH15M-26JUN181900-00,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUN181830-30,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUN181745-45,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN181615-15,yes,93,600,True,3.15
KXETH15M,KXETH15M-26JUN181030-30,yes,91,540,True,4.14
KXETH15M,KXETH15M-26JUN180845-45,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUN180745-45,no,93,240,True,3.15
KXETH15M,KXETH15M-26JUN180530-30,yes,91,540,False,-45
KXETH15M,KXETH15M-26JUN180115-15,no,92,600,True,3.64
KXETH15M,KXETH15M-26JUN172315-15,no,90,540,True,4.65
KXETH15M,KXETH15M-26JUN172215-15,yes,92,360,True,3.64
KXETH15M,KXETH15M-26JUN172130-30,no,93,420,True,3.15
KXETH15M,KXETH15M-26JUN172115-15,yes,92,540,True,3.64
KXETH15M,KXETH15M-26JUN171900-00,yes,90,480,False,-45
KXETH15M,KXETH15M-26JUN171700-00,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUN170330-30,no,91,420,True,4.14
KXETH15M,KXETH15M-26JUN162345-45,yes,90,360,True,4.65
KXETH15M,KXETH15M-26JUN162045-45,yes,93,300,True,3.15
KXETH15M,KXETH15M-26JUN162015-15,yes,92,300,True,3.64
KXETH15M,KXETH15M-26JUN161930-30,no,90,480,True,4.65
